county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,provisional
Clark,0001 BETHLEHEM 01,U.S. Senate,,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,U.S. Senate,,1,,Under Votes,7,2,5,0
Clark,0001 BETHLEHEM 01,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,125,29,96,0
Clark,0001 BETHLEHEM 01,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,41,10,31,0
Clark,0001 BETHLEHEM 01,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,7,1,6,0
Clark,0001 BETHLEHEM 01,Governor,,1,,Write-In,0,0,0,0
Clark,0001 BETHLEHEM 01,Governor,,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Governor,,1,,Under Votes,4,2,2,0
Clark,0001 BETHLEHEM 01,Attorney General,,1,REP,Todd ROKITA,134,32,102,0
Clark,0001 BETHLEHEM 01,Attorney General,,1,DEM,Destiny WELLS,33,8,25,0
Clark,0001 BETHLEHEM 01,Attorney General,,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Attorney General,,1,,Under Votes,10,2,8,0
Clark,0001 BETHLEHEM 01,U.S. House,9,1,REP,Erin HOUCHIN,118,27,91,0
Clark,0001 BETHLEHEM 01,U.S. House,9,1,DEM,Timothy (Tim) PECK,50,13,37,0
Clark,0001 BETHLEHEM 01,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,3,0,3,0
Clark,0001 BETHLEHEM 01,U.S. House,9,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,U.S. House,9,1,,Under Votes,6,2,4,0
Clark,0001 BETHLEHEM 01,State House,66,1,REP,Zach PAYNE,136,31,105,0
Clark,0001 BETHLEHEM 01,State House,66,1,DEM,Jennifer DAVID,33,9,24,0
Clark,0001 BETHLEHEM 01,State House,66,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,State House,66,1,,Under Votes,8,2,6,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,1,1,REP,Nick KARAFFA,138,30,108,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,1,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,1,1,,Under Votes,39,12,27,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,4,1,REP,Lisa G REGER,134,32,102,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,4,1,DEM,Dustin T WHITE,21,7,14,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,4,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,4,1,,Under Votes,22,3,19,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,5,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,5,1,,Under Votes,41,11,30,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,6,1,REP,Kyle P WILLIAMS,112,28,84,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,6,1,DEM,Andrea WASSON STEMLE,40,11,29,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,6,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Circuit Court Judge,6,1,,Under Votes,25,3,22,0
Clark,0001 BETHLEHEM 01,County Coroner,,1,REP,Aaron M SCOTT,143,31,112,0
Clark,0001 BETHLEHEM 01,County Coroner,,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,County Coroner,,1,,Under Votes,34,11,23,0
Clark,0001 BETHLEHEM 01,County Commissioner,1,1,REP,Connie SELLERS,119,27,92,0
Clark,0001 BETHLEHEM 01,County Commissioner,1,1,DEM,Katie MORGAN,33,9,24,0
Clark,0001 BETHLEHEM 01,County Commissioner,1,1,LBT,Larry J MAHANEY,10,3,7,0
Clark,0001 BETHLEHEM 01,County Commissioner,1,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,County Commissioner,1,1,,Under Votes,15,3,12,0
Clark,0001 BETHLEHEM 01,County Commissioner,2,1,REP,Jack A COFFMAN SR,126,28,98,0
Clark,0001 BETHLEHEM 01,County Commissioner,2,1,DEM,Laura MAHAN-WILLIAMSON,38,12,26,0
Clark,0001 BETHLEHEM 01,County Commissioner,2,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,County Commissioner,2,1,,Under Votes,13,2,11,0
Clark,0001 BETHLEHEM 01,County Council Member,At Large,3,,Ron BLEVINS SR,94,20,74,0
Clark,0001 BETHLEHEM 01,County Council Member,At Large,3,,Chris FOX,65,12,53,0
Clark,0001 BETHLEHEM 01,County Council Member,At Large,3,,Richard E SNELLING,67,14,53,0
Clark,0001 BETHLEHEM 01,County Council Member,At Large,3,,Jim BREWER,24,7,17,0
Clark,0001 BETHLEHEM 01,County Council Member,At Large,3,,Christina GILKEY,26,8,18,0
Clark,0001 BETHLEHEM 01,County Council Member,At Large,3,,Don VOGEL,11,4,7,0
Clark,0001 BETHLEHEM 01,County Council Member,At Large,3,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,County Council Member,At Large,3,,Under Votes,244,61,183,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,2,1,,Tony HALL,45,7,38,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,2,1,,James (Andre) HEAL,24,4,20,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,2,1,,Katie (HUTCH) HUTCHINSON,49,9,40,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,2,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,2,1,,Under Votes,59,22,37,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,5,1,,Chelsea CRUMP,63,8,55,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,5,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,5,1,,Under Votes,73,23,50,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,6,1,,Keith W FREEMAN,92,14,78,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,6,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,6,1,,Under Votes,85,28,57,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,7,1,,Teresa BOTTORFF-PERKINS,89,16,73,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,7,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Greater Clark School Board,7,1,,Under Votes,88,26,62,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Rush,,1,,Yes,75,19,56,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Rush,,1,,No,41,6,35,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Rush,,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Rush,,1,,Under Votes,61,17,44,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Massa,,1,,Yes,79,21,58,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Massa,,1,,No,38,4,34,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Massa,,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Massa,,1,,Under Votes,60,17,43,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Molter,,1,,Yes,78,18,60,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Molter,,1,,No,38,6,32,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Molter,,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,IN Supreme Court-Molter,,1,,Under Votes,61,18,43,0
Clark,0001 BETHLEHEM 01,Court of Appeals Dist 1-Foley,,1,,Yes,82,22,60,0
Clark,0001 BETHLEHEM 01,Court of Appeals Dist 1-Foley,,1,,No,33,0,33,0
Clark,0001 BETHLEHEM 01,Court of Appeals Dist 1-Foley,,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Court of Appeals Dist 1-Foley,,1,,Under Votes,62,20,42,0
Clark,0001 BETHLEHEM 01,Court of Appeals Dist 4-Pyle III,,1,,Yes,81,21,60,0
Clark,0001 BETHLEHEM 01,Court of Appeals Dist 4-Pyle III,,1,,No,33,1,32,0
Clark,0001 BETHLEHEM 01,Court of Appeals Dist 4-Pyle III,,1,,Over Votes,0,0,0,0
Clark,0001 BETHLEHEM 01,Court of Appeals Dist 4-Pyle III,,1,,Under Votes,63,20,43,0
Clark,0002 CARR 01,Registered Voters,,,,,1951,,,
Clark,0002 CARR 01,Ballots Cast,,,,,1467,718,749,0
Clark,0002 CARR 01,Public Question-Const Amendment,,1,,Yes,563,267,296,0
Clark,0002 CARR 01,Public Question-Const Amendment,,1,,No,493,239,254,0
Clark,0002 CARR 01,Public Question-Const Amendment,,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Public Question-Const Amendment,,1,,Under Votes,411,212,199,0
Clark,0002 CARR 01,Straight Party,,1,REP,Republican,466,181,285,0
Clark,0002 CARR 01,Straight Party,,1,DEM,Democratic,140,71,69,0
Clark,0002 CARR 01,Straight Party,,1,LBT,Libertarian,4,1,3,0
Clark,0002 CARR 01,Straight Party,,1,WTP,We The People,2,2,0,0
Clark,0002 CARR 01,Straight Party,,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Straight Party,,1,,Under Votes,855,463,392,0
Clark,0002 CARR 01,President,,1,REP,Donald J. TRUMP / JD VANCE,1016,463,553,0
Clark,0002 CARR 01,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,415,237,178,0
Clark,0002 CARR 01,President,,1,LBT,Chase OLIVER / Mike terr MAAT,11,6,5,0
Clark,0002 CARR 01,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,11,6,5,0
Clark,0002 CARR 01,President,,1,,Write-In,4,1,3,0
Clark,0002 CARR 01,President,,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,President,,1,,Under Votes,10,5,5,0
Clark,0002 CARR 01,U.S. Senate,,1,REP,Jim BANKS,1027,479,548,0
Clark,0002 CARR 01,U.S. Senate,,1,DEM,Valerie McCRAY,366,206,160,0
Clark,0002 CARR 01,U.S. Senate,,1,LBT,Andrew HORNING,40,17,23,0
Clark,0002 CARR 01,U.S. Senate,,1,,Write-In,0,0,0,0
Clark,0002 CARR 01,U.S. Senate,,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,U.S. Senate,,1,,Under Votes,34,16,18,0
Clark,0002 CARR 01,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,986,450,536,0
Clark,0002 CARR 01,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,427,239,188,0
Clark,0002 CARR 01,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,30,17,13,0
Clark,0002 CARR 01,Governor,,1,,Write-In,0,0,0,0
Clark,0002 CARR 01,Governor,,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Governor,,1,,Under Votes,24,12,12,0
Clark,0002 CARR 01,Attorney General,,1,REP,Todd ROKITA,1035,482,553,0
Clark,0002 CARR 01,Attorney General,,1,DEM,Destiny WELLS,384,212,172,0
Clark,0002 CARR 01,Attorney General,,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Attorney General,,1,,Under Votes,48,24,24,0
Clark,0002 CARR 01,U.S. House,9,1,REP,Erin HOUCHIN,1005,461,544,0
Clark,0002 CARR 01,U.S. House,9,1,DEM,Timothy (Tim) PECK,380,215,165,0
Clark,0002 CARR 01,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,37,20,17,0
Clark,0002 CARR 01,U.S. House,9,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,U.S. House,9,1,,Under Votes,45,22,23,0
Clark,0002 CARR 01,State House,70,1,REP,Karen ENGLEMAN,1025,480,545,0
Clark,0002 CARR 01,State House,70,1,DEM,Sarah BLESSING,384,208,176,0
Clark,0002 CARR 01,State House,70,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,State House,70,1,,Under Votes,58,30,28,0
Clark,0002 CARR 01,Circuit Court Judge,1,1,REP,Nick KARAFFA,1118,523,595,0
Clark,0002 CARR 01,Circuit Court Judge,1,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Circuit Court Judge,1,1,,Under Votes,349,195,154,0
Clark,0002 CARR 01,Circuit Court Judge,4,1,REP,Lisa G REGER,1113,513,600,0
Clark,0002 CARR 01,Circuit Court Judge,4,1,DEM,Dustin T WHITE,293,168,125,0
Clark,0002 CARR 01,Circuit Court Judge,4,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Circuit Court Judge,4,1,,Under Votes,61,37,24,0
Clark,0002 CARR 01,Circuit Court Judge,5,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Circuit Court Judge,5,1,,Under Votes,358,205,153,0
Clark,0002 CARR 01,Circuit Court Judge,6,1,REP,Kyle P WILLIAMS,891,399,492,0
Clark,0002 CARR 01,Circuit Court Judge,6,1,DEM,Andrea WASSON STEMLE,461,262,199,0
Clark,0002 CARR 01,Circuit Court Judge,6,1,,Over Votes,2,1,1,0
Clark,0002 CARR 01,Circuit Court Judge,6,1,,Under Votes,113,56,57,0
Clark,0002 CARR 01,County Coroner,,1,REP,Aaron M SCOTT,1172,537,635,0
Clark,0002 CARR 01,County Coroner,,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,County Coroner,,1,,Under Votes,295,181,114,0
Clark,0002 CARR 01,County Commissioner,1,1,REP,Connie SELLERS,987,458,529,0
Clark,0002 CARR 01,County Commissioner,1,1,DEM,Katie MORGAN,367,211,156,0
Clark,0002 CARR 01,County Commissioner,1,1,LBT,Larry J MAHANEY,57,23,34,0
Clark,0002 CARR 01,County Commissioner,1,1,,Over Votes,1,0,1,0
Clark,0002 CARR 01,County Commissioner,1,1,,Under Votes,55,26,29,0
Clark,0002 CARR 01,County Commissioner,2,1,REP,Jack A COFFMAN SR,1009,467,542,0
Clark,0002 CARR 01,County Commissioner,2,1,DEM,Laura MAHAN-WILLIAMSON,385,213,172,0
Clark,0002 CARR 01,County Commissioner,2,1,,Over Votes,1,0,1,0
Clark,0002 CARR 01,County Commissioner,2,1,,Under Votes,72,38,34,0
Clark,0002 CARR 01,County Council Member,At Large,3,,Ron BLEVINS SR,708,348,360,0
Clark,0002 CARR 01,County Council Member,At Large,3,,Chris FOX,850,408,442,0
Clark,0002 CARR 01,County Council Member,At Large,3,,Richard E SNELLING,640,305,335,0
Clark,0002 CARR 01,County Council Member,At Large,3,,Jim BREWER,266,154,112,0
Clark,0002 CARR 01,County Council Member,At Large,3,,Christina GILKEY,334,182,152,0
Clark,0002 CARR 01,County Council Member,At Large,3,,Don VOGEL,202,122,80,0
Clark,0002 CARR 01,County Council Member,At Large,3,,Over Votes,0,0,0,0
Clark,0002 CARR 01,County Council Member,At Large,3,,Under Votes,1401,635,766,0
Clark,0002 CARR 01,Borden-Henryville School Board,3,1,,Myra WRIGHT POWELL,263,86,177,0
Clark,0002 CARR 01,Borden-Henryville School Board,3,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Borden-Henryville School Board,3,1,,Under Votes,151,71,80,0
Clark,0002 CARR 01,Silver Creek School Board,1,1,,Chris ROUNTREE,685,336,349,0
Clark,0002 CARR 01,Silver Creek School Board,1,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Silver Creek School Board,1,1,,Under Votes,368,225,143,0
Clark,0002 CARR 01,Silver Creek School Board,2,1,,Scott GROAN,720,351,369,0
Clark,0002 CARR 01,Silver Creek School Board,2,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Silver Creek School Board,2,1,,Under Votes,333,210,123,0
Clark,0002 CARR 01,Silver Creek School Board,3,1,,Laurryn P MCDANIEL,660,324,336,0
Clark,0002 CARR 01,Silver Creek School Board,3,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Silver Creek School Board,3,1,,Under Votes,393,237,156,0
Clark,0002 CARR 01,IN Supreme Court-Rush,,1,,Yes,828,381,447,0
Clark,0002 CARR 01,IN Supreme Court-Rush,,1,,No,260,121,139,0
Clark,0002 CARR 01,IN Supreme Court-Rush,,1,,Over Votes,1,1,0,0
Clark,0002 CARR 01,IN Supreme Court-Rush,,1,,Under Votes,378,215,163,0
Clark,0002 CARR 01,IN Supreme Court-Massa,,1,,Yes,798,359,439,0
Clark,0002 CARR 01,IN Supreme Court-Massa,,1,,No,279,132,147,0
Clark,0002 CARR 01,IN Supreme Court-Massa,,1,,Over Votes,1,1,0,0
Clark,0002 CARR 01,IN Supreme Court-Massa,,1,,Under Votes,389,226,163,0
Clark,0002 CARR 01,IN Supreme Court-Molter,,1,,Yes,784,354,430,0
Clark,0002 CARR 01,IN Supreme Court-Molter,,1,,No,281,134,147,0
Clark,0002 CARR 01,IN Supreme Court-Molter,,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,IN Supreme Court-Molter,,1,,Under Votes,402,230,172,0
Clark,0002 CARR 01,Court of Appeals Dist 1-Foley,,1,,Yes,802,363,439,0
Clark,0002 CARR 01,Court of Appeals Dist 1-Foley,,1,,No,263,124,139,0
Clark,0002 CARR 01,Court of Appeals Dist 1-Foley,,1,,Over Votes,1,1,0,0
Clark,0002 CARR 01,Court of Appeals Dist 1-Foley,,1,,Under Votes,401,230,171,0
Clark,0002 CARR 01,Court of Appeals Dist 4-Pyle III,,1,,Yes,797,364,433,0
Clark,0002 CARR 01,Court of Appeals Dist 4-Pyle III,,1,,No,266,121,145,0
Clark,0002 CARR 01,Court of Appeals Dist 4-Pyle III,,1,,Over Votes,0,0,0,0
Clark,0002 CARR 01,Court of Appeals Dist 4-Pyle III,,1,,Under Votes,404,233,171,0
Clark,0003 CARR 02,Registered Voters,,,,,1911,,,
Clark,0003 CARR 02,Ballots Cast,,,,,1372,685,687,0
Clark,0003 CARR 02,Public Question-Const Amendment,,1,,Yes,496,260,236,0
Clark,0003 CARR 02,Public Question-Const Amendment,,1,,No,415,214,201,0
Clark,0003 CARR 02,Public Question-Const Amendment,,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Public Question-Const Amendment,,1,,Under Votes,461,211,250,0
Clark,0003 CARR 02,Straight Party,,1,REP,Republican,485,223,262,0
Clark,0003 CARR 02,Straight Party,,1,DEM,Democratic,131,59,72,0
Clark,0003 CARR 02,Straight Party,,1,LBT,Libertarian,2,1,1,0
Clark,0003 CARR 02,Straight Party,,1,WTP,We The People,6,2,4,0
Clark,0003 CARR 02,Straight Party,,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Straight Party,,1,,Under Votes,748,400,348,0
Clark,0003 CARR 02,President,,1,REP,Donald J. TRUMP / JD VANCE,987,478,509,0
Clark,0003 CARR 02,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,350,188,162,0
Clark,0003 CARR 02,President,,1,LBT,Chase OLIVER / Mike terr MAAT,10,5,5,0
Clark,0003 CARR 02,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,16,9,7,0
Clark,0003 CARR 02,President,,1,,Write-In,2,2,0,0
Clark,0003 CARR 02,President,,1,,Over Votes,1,1,0,0
Clark,0003 CARR 02,President,,1,,Under Votes,6,2,4,0
Clark,0003 CARR 02,U.S. Senate,,1,REP,Jim BANKS,962,474,488,0
Clark,0003 CARR 02,U.S. Senate,,1,DEM,Valerie McCRAY,340,180,160,0
Clark,0003 CARR 02,U.S. Senate,,1,LBT,Andrew HORNING,40,17,23,0
Clark,0003 CARR 02,U.S. Senate,,1,,Write-In,1,1,0,0
Clark,0003 CARR 02,U.S. Senate,,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,U.S. Senate,,1,,Under Votes,29,13,16,0
Clark,0003 CARR 02,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,938,465,473,0
Clark,0003 CARR 02,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,381,199,182,0
Clark,0003 CARR 02,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,32,13,19,0
Clark,0003 CARR 02,Governor,,1,,Write-In,0,0,0,0
Clark,0003 CARR 02,Governor,,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Governor,,1,,Under Votes,21,8,13,0
Clark,0003 CARR 02,Attorney General,,1,REP,Todd ROKITA,974,487,487,0
Clark,0003 CARR 02,Attorney General,,1,DEM,Destiny WELLS,358,184,174,0
Clark,0003 CARR 02,Attorney General,,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Attorney General,,1,,Under Votes,40,14,26,0
Clark,0003 CARR 02,U.S. House,9,1,REP,Erin HOUCHIN,963,477,486,0
Clark,0003 CARR 02,U.S. House,9,1,DEM,Timothy (Tim) PECK,332,179,153,0
Clark,0003 CARR 02,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,35,15,20,0
Clark,0003 CARR 02,U.S. House,9,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,U.S. House,9,1,,Under Votes,42,14,28,0
Clark,0003 CARR 02,State House,70,1,REP,Karen ENGLEMAN,973,479,494,0
Clark,0003 CARR 02,State House,70,1,DEM,Sarah BLESSING,347,187,160,0
Clark,0003 CARR 02,State House,70,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,State House,70,1,,Under Votes,52,19,33,0
Clark,0003 CARR 02,Circuit Court Judge,1,1,REP,Nick KARAFFA,1036,515,521,0
Clark,0003 CARR 02,Circuit Court Judge,1,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Circuit Court Judge,1,1,,Under Votes,336,170,166,0
Clark,0003 CARR 02,Circuit Court Judge,4,1,REP,Lisa G REGER,996,502,494,0
Clark,0003 CARR 02,Circuit Court Judge,4,1,DEM,Dustin T WHITE,303,154,149,0
Clark,0003 CARR 02,Circuit Court Judge,4,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Circuit Court Judge,4,1,,Under Votes,73,29,44,0
Clark,0003 CARR 02,Circuit Court Judge,5,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Circuit Court Judge,5,1,,Under Votes,346,174,172,0
Clark,0003 CARR 02,Circuit Court Judge,6,1,REP,Kyle P WILLIAMS,888,445,443,0
Clark,0003 CARR 02,Circuit Court Judge,6,1,DEM,Andrea WASSON STEMLE,373,193,180,0
Clark,0003 CARR 02,Circuit Court Judge,6,1,,Over Votes,1,0,1,0
Clark,0003 CARR 02,Circuit Court Judge,6,1,,Under Votes,110,47,63,0
Clark,0003 CARR 02,County Coroner,,1,REP,Aaron M SCOTT,1074,534,540,0
Clark,0003 CARR 02,County Coroner,,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,County Coroner,,1,,Under Votes,298,151,147,0
Clark,0003 CARR 02,County Commissioner,1,1,REP,Connie SELLERS,897,451,446,0
Clark,0003 CARR 02,County Commissioner,1,1,DEM,Katie MORGAN,352,187,165,0
Clark,0003 CARR 02,County Commissioner,1,1,LBT,Larry J MAHANEY,61,23,38,0
Clark,0003 CARR 02,County Commissioner,1,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,County Commissioner,1,1,,Under Votes,62,24,38,0
Clark,0003 CARR 02,County Commissioner,2,1,REP,Jack A COFFMAN SR,943,461,482,0
Clark,0003 CARR 02,County Commissioner,2,1,DEM,Laura MAHAN-WILLIAMSON,358,197,161,0
Clark,0003 CARR 02,County Commissioner,2,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,County Commissioner,2,1,,Under Votes,71,27,44,0
Clark,0003 CARR 02,County Council Member,At Large,3,,Ron BLEVINS SR,667,328,339,0
Clark,0003 CARR 02,County Council Member,At Large,3,,Chris FOX,624,317,307,0
Clark,0003 CARR 02,County Council Member,At Large,3,,Richard E SNELLING,588,292,296,0
Clark,0003 CARR 02,County Council Member,At Large,3,,Jim BREWER,242,130,112,0
Clark,0003 CARR 02,County Council Member,At Large,3,,Christina GILKEY,304,156,148,0
Clark,0003 CARR 02,County Council Member,At Large,3,,Don VOGEL,201,113,88,0
Clark,0003 CARR 02,County Council Member,At Large,3,,Over Votes,0,0,0,0
Clark,0003 CARR 02,County Council Member,At Large,3,,Under Votes,1490,719,771,0
Clark,0003 CARR 02,Borden-Henryville School Board,3,1,,Myra WRIGHT POWELL,663,304,359,0
Clark,0003 CARR 02,Borden-Henryville School Board,3,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Borden-Henryville School Board,3,1,,Under Votes,424,222,202,0
Clark,0003 CARR 02,Silver Creek School Board,1,1,,Chris ROUNTREE,174,92,82,0
Clark,0003 CARR 02,Silver Creek School Board,1,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Silver Creek School Board,1,1,,Under Votes,111,67,44,0
Clark,0003 CARR 02,Silver Creek School Board,2,1,,Scott GROAN,178,95,83,0
Clark,0003 CARR 02,Silver Creek School Board,2,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Silver Creek School Board,2,1,,Under Votes,107,64,43,0
Clark,0003 CARR 02,Silver Creek School Board,3,1,,Laurryn P MCDANIEL,171,89,82,0
Clark,0003 CARR 02,Silver Creek School Board,3,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,Silver Creek School Board,3,1,,Under Votes,114,70,44,0
Clark,0003 CARR 02,IN Supreme Court-Rush,,1,,Yes,703,350,353,0
Clark,0003 CARR 02,IN Supreme Court-Rush,,1,,No,246,127,119,0
Clark,0003 CARR 02,IN Supreme Court-Rush,,1,,Over Votes,0,0,0,0
Clark,0003 CARR 02,IN Supreme Court-Rush,,1,,Under Votes,423,208,215,0
