county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Lawrence,01 SHAWSWICK 01A,County Surveyor,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,01 SHAWSWICK 01A,County Commissioner,2,1,REP,Jeff McKNIGHT,187,107,74,6
Lawrence,01 SHAWSWICK 01A,County Commissioner,2,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,01 SHAWSWICK 01A,County Commissioner,3,1,REP,Wallace BRANHAM,181,105,70,6
Lawrence,01 SHAWSWICK 01A,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,01 SHAWSWICK 01A,County Council,,3,,Rick BUTTERFIELD,123,73,45,5
Lawrence,01 SHAWSWICK 01A,County Council,,3,,Julie Johnson HEWETSON,111,65,45,1
Lawrence,01 SHAWSWICK 01A,County Council,,3,,Scott SMITH,99,57,38,4
Lawrence,01 SHAWSWICK 01A,County Council,,3,,No Candidate Filed,0,0,0,0
Lawrence,01 SHAWSWICK 01A,County Council,,3,LBT,Darin KINSER,62,30,27,5
Lawrence,01 SHAWSWICK 01A,County Council,,3,LBT,Michael RUSSEL,65,38,22,5
Lawrence,01 SHAWSWICK 01A,County Council,,3,LBT,Niklas SINIARD,44,25,16,3
Lawrence,01 SHAWSWICK 01A,North Lawrence Comm SB,4,3,,Jeremy GILBERT,136,75,54,7
Lawrence,01 SHAWSWICK 01A,North Lawrence Comm SB,4,3,,Wendy MILLER,131,77,47,7
Lawrence,01 SHAWSWICK 01A,North Lawrence Comm SB,4,3,,Justin R. SOKELAND,136,79,49,8
Lawrence,01 SHAWSWICK 01A,IN Supreme Court-Rush,,,,Yes,108,58,44,6
Lawrence,01 SHAWSWICK 01A,IN Supreme Court-Rush,,,,No,75,47,25,3
Lawrence,01 SHAWSWICK 01A,IN Supreme Court-Massa,,,,Yes,98,50,44,4
Lawrence,01 SHAWSWICK 01A,IN Supreme Court-Massa,,,,No,84,55,25,4
Lawrence,01 SHAWSWICK 01A,IN Supreme Court-Molter,,,,Yes,98,51,43,4
Lawrence,01 SHAWSWICK 01A,IN Supreme Court-Molter,,,,No,82,54,24,4
Lawrence,01 SHAWSWICK 01A,Court of Appeals Dist 1-Foley,,,,Yes,104,56,43,5
Lawrence,01 SHAWSWICK 01A,Court of Appeals Dist 1-Foley,,,,No,76,48,24,4
Lawrence,01 SHAWSWICK 01A,Court of Appeals Dist 4-Pyle III,,,,Yes,97,50,43,4
Lawrence,01 SHAWSWICK 01A,Court of Appeals Dist 4-Pyle III,,,,No,81,52,24,5
Lawrence,01 SHAWSWICK 01A,Straight Party,,,DEM,,19,,,
Lawrence,01 SHAWSWICK 01A,Straight Party,,,LBT,,1,,,
Lawrence,01 SHAWSWICK 01A,Straight Party,,,REP,,59,,,
Lawrence,02 SHAWSWICK 01B,Registered Voters,,,,,595,,,
Lawrence,02 SHAWSWICK 01B,Ballots Cast,,,,,333,,,
Lawrence,02 SHAWSWICK 01B,Public Question-Const Amendment,,,,Yes,152,79,63,10
Lawrence,02 SHAWSWICK 01B,Public Question-Const Amendment,,,,No,131,69,55,7
Lawrence,02 SHAWSWICK 01B,President,,1,REP,Donald J. TRUMP / JD VANCE,233,133,86,14
Lawrence,02 SHAWSWICK 01B,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,93,45,38,10
Lawrence,02 SHAWSWICK 01B,President,,1,LBT,Chase OLIVER / Mike terr MAAT,3,1,2,0
Lawrence,02 SHAWSWICK 01B,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,1,0,1,0
Lawrence,02 SHAWSWICK 01B,President,,1,,Write-In,0,0,0,0
Lawrence,02 SHAWSWICK 01B,U.S. Senate,,1,REP,Jim BANKS,216,129,74,13
Lawrence,02 SHAWSWICK 01B,U.S. Senate,,1,DEM,Valerie McCRAY,89,41,38,10
Lawrence,02 SHAWSWICK 01B,U.S. Senate,,1,LBT,Andrew HORNING,2,1,1,0
Lawrence,02 SHAWSWICK 01B,U.S. Senate,,1,,Write-In,0,0,0,0
Lawrence,02 SHAWSWICK 01B,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,196,118,68,10
Lawrence,02 SHAWSWICK 01B,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,97,48,38,11
Lawrence,02 SHAWSWICK 01B,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,20,8,10,2
Lawrence,02 SHAWSWICK 01B,Governor,,1,,Write-In,0,0,0,0
Lawrence,02 SHAWSWICK 01B,Attorney General,,1,REP,Todd ROKITA,224,129,82,13
Lawrence,02 SHAWSWICK 01B,Attorney General,,1,DEM,Destiny WELLS,89,43,36,10
Lawrence,02 SHAWSWICK 01B,U.S. House,9,1,REP,Erin HOUCHIN,233,137,83,13
Lawrence,02 SHAWSWICK 01B,U.S. House,9,1,DEM,Timothy (Tim) PECK,79,35,33,11
Lawrence,02 SHAWSWICK 01B,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,6,3,3,0
Lawrence,02 SHAWSWICK 01B,U.S. House,9,1,,Write-In,0,0,0,0
Lawrence,02 SHAWSWICK 01B,State Senate,44,1,REP,Eric A. KOCH,263,150,96,17
Lawrence,02 SHAWSWICK 01B,State Senate,44,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,State House,,1,REP,Chris D. MAY,255,143,96,16
Lawrence,02 SHAWSWICK 01B,State House,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,Superior Court Judge No. 1,,1,REP,John M. PLUMMER III,266,148,101,17
Lawrence,02 SHAWSWICK 01B,Superior Court Judge No. 1,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,Clerk Of The Circuit Court,,1,REP,Amy M. VOORHIES,260,148,96,16
Lawrence,02 SHAWSWICK 01B,Clerk Of The Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,County Auditor,,1,REP,Martha Arnold TURNER,258,147,95,16
Lawrence,02 SHAWSWICK 01B,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,County Recorder,,1,REP,Jessica L. ALLEN,262,147,98,17
Lawrence,02 SHAWSWICK 01B,County Recorder,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,County Treasurer,,1,REP,Penny L. COBB,266,154,96,16
Lawrence,02 SHAWSWICK 01B,County Treasurer,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,County Coroner,,1,REP,Elizabeth FREEMAN-CAMMACK,261,149,95,17
Lawrence,02 SHAWSWICK 01B,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,County Surveyor,,1,REP,Corey D. ALLEN,259,147,95,17
Lawrence,02 SHAWSWICK 01B,County Surveyor,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,County Commissioner,2,1,REP,Jeff McKNIGHT,256,143,96,17
Lawrence,02 SHAWSWICK 01B,County Commissioner,2,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,County Commissioner,3,1,REP,Wallace BRANHAM,255,143,96,16
Lawrence,02 SHAWSWICK 01B,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,County Council,,3,,Rick BUTTERFIELD,168,97,64,7
Lawrence,02 SHAWSWICK 01B,County Council,,3,,Julie Johnson HEWETSON,160,98,48,14
Lawrence,02 SHAWSWICK 01B,County Council,,3,,Scott SMITH,139,72,54,13
Lawrence,02 SHAWSWICK 01B,County Council,,3,,No Candidate Filed,0,0,0,0
Lawrence,02 SHAWSWICK 01B,County Council,,3,LBT,Darin KINSER,64,29,27,8
Lawrence,02 SHAWSWICK 01B,County Council,,3,LBT,Michael RUSSEL,47,24,20,3
Lawrence,02 SHAWSWICK 01B,County Council,,3,LBT,Niklas SINIARD,37,19,15,3
Lawrence,02 SHAWSWICK 01B,North Lawrence Comm SB,4,3,,Jeremy GILBERT,185,101,69,15
Lawrence,02 SHAWSWICK 01B,North Lawrence Comm SB,4,3,,Wendy MILLER,179,105,57,17
Lawrence,02 SHAWSWICK 01B,North Lawrence Comm SB,4,3,,Justin R. SOKELAND,178,98,66,14
Lawrence,02 SHAWSWICK 01B,IN Supreme Court-Rush,,,,Yes,171,85,72,14
Lawrence,02 SHAWSWICK 01B,IN Supreme Court-Rush,,,,No,63,39,18,6
Lawrence,02 SHAWSWICK 01B,IN Supreme Court-Massa,,,,Yes,164,86,66,12
Lawrence,02 SHAWSWICK 01B,IN Supreme Court-Massa,,,,No,63,34,21,8
Lawrence,02 SHAWSWICK 01B,IN Supreme Court-Molter,,,,Yes,169,86,71,12
Lawrence,02 SHAWSWICK 01B,IN Supreme Court-Molter,,,,No,61,36,17,8
Lawrence,02 SHAWSWICK 01B,Court of Appeals Dist 1-Foley,,,,Yes,172,88,70,14
Lawrence,02 SHAWSWICK 01B,Court of Appeals Dist 1-Foley,,,,No,57,35,17,5
Lawrence,02 SHAWSWICK 01B,Court of Appeals Dist 4-Pyle III,,,,Yes,166,86,67,13
Lawrence,02 SHAWSWICK 01B,Court of Appeals Dist 4-Pyle III,,,,No,57,34,17,6
Lawrence,02 SHAWSWICK 01B,Straight Party,,,DEM,,16,,,
Lawrence,02 SHAWSWICK 01B,Straight Party,,,REP,,89,,,
Lawrence,03 SHAWSWICK 02,Registered Voters,,,,,741,,,
Lawrence,03 SHAWSWICK 02,Ballots Cast,,,,,447,,,
Lawrence,03 SHAWSWICK 02,Public Question-Const Amendment,,,,Yes,205,142,54,9
Lawrence,03 SHAWSWICK 02,Public Question-Const Amendment,,,,No,165,102,40,23
Lawrence,03 SHAWSWICK 02,President,,1,REP,Donald J. TRUMP / JD VANCE,322,205,84,33
Lawrence,03 SHAWSWICK 02,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,113,72,26,15
Lawrence,03 SHAWSWICK 02,President,,1,LBT,Chase OLIVER / Mike terr MAAT,3,1,2,0
Lawrence,03 SHAWSWICK 02,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,1,0,1,0
Lawrence,03 SHAWSWICK 02,President,,1,,Write-In,2,2,0,0
Lawrence,03 SHAWSWICK 02,U.S. Senate,,1,REP,Jim BANKS,315,210,72,33
Lawrence,03 SHAWSWICK 02,U.S. Senate,,1,DEM,Valerie McCRAY,85,49,21,15
Lawrence,03 SHAWSWICK 02,U.S. Senate,,1,LBT,Andrew HORNING,16,9,6,1
Lawrence,03 SHAWSWICK 02,U.S. Senate,,1,,Write-In,0,0,0,0
Lawrence,03 SHAWSWICK 02,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,285,191,66,28
Lawrence,03 SHAWSWICK 02,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,111,67,29,15
Lawrence,03 SHAWSWICK 02,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,22,11,5,6
Lawrence,03 SHAWSWICK 02,Governor,,1,,Write-In,0,0,0,0
Lawrence,03 SHAWSWICK 02,Attorney General,,1,REP,Todd ROKITA,322,211,76,35
Lawrence,03 SHAWSWICK 02,Attorney General,,1,DEM,Destiny WELLS,98,58,27,13
Lawrence,03 SHAWSWICK 02,U.S. House,9,1,REP,Erin HOUCHIN,335,223,78,34
Lawrence,03 SHAWSWICK 02,U.S. House,9,1,DEM,Timothy (Tim) PECK,81,48,21,12
Lawrence,03 SHAWSWICK 02,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,6,4,1,1
Lawrence,03 SHAWSWICK 02,U.S. House,9,1,,Write-In,0,0,0,0
Lawrence,03 SHAWSWICK 02,State Senate,44,1,REP,Eric A. KOCH,367,237,90,40
Lawrence,03 SHAWSWICK 02,State Senate,44,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,State House,,1,REP,Chris D. MAY,355,233,84,38
Lawrence,03 SHAWSWICK 02,State House,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,Superior Court Judge No. 1,,1,REP,John M. PLUMMER III,366,237,92,37
Lawrence,03 SHAWSWICK 02,Superior Court Judge No. 1,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,Clerk Of The Circuit Court,,1,REP,Amy M. VOORHIES,362,233,89,40
Lawrence,03 SHAWSWICK 02,Clerk Of The Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,County Auditor,,1,REP,Martha Arnold TURNER,361,235,89,37
Lawrence,03 SHAWSWICK 02,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,County Recorder,,1,REP,Jessica L. ALLEN,362,235,89,38
Lawrence,03 SHAWSWICK 02,County Recorder,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,County Treasurer,,1,REP,Penny L. COBB,365,238,90,37
Lawrence,03 SHAWSWICK 02,County Treasurer,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,County Coroner,,1,REP,Elizabeth FREEMAN-CAMMACK,362,237,87,38
Lawrence,03 SHAWSWICK 02,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,County Surveyor,,1,REP,Corey D. ALLEN,360,235,88,37
Lawrence,03 SHAWSWICK 02,County Surveyor,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,County Commissioner,2,1,REP,Jeff McKNIGHT,356,232,86,38
Lawrence,03 SHAWSWICK 02,County Commissioner,2,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,County Commissioner,3,1,REP,Wallace BRANHAM,360,236,88,36
Lawrence,03 SHAWSWICK 02,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,County Council,,3,,Rick BUTTERFIELD,256,168,60,28
Lawrence,03 SHAWSWICK 02,County Council,,3,,Julie Johnson HEWETSON,241,169,49,23
Lawrence,03 SHAWSWICK 02,County Council,,3,,Scott SMITH,208,141,45,22
Lawrence,03 SHAWSWICK 02,County Council,,3,,No Candidate Filed,0,0,0,0
Lawrence,03 SHAWSWICK 02,County Council,,3,LBT,Darin KINSER,73,46,15,12
Lawrence,03 SHAWSWICK 02,County Council,,3,LBT,Michael RUSSEL,63,40,15,8
Lawrence,03 SHAWSWICK 02,County Council,,3,LBT,Niklas SINIARD,36,25,5,6
Lawrence,03 SHAWSWICK 02,North Lawrence Comm SB,4,3,,Jeremy GILBERT,252,168,59,25
Lawrence,03 SHAWSWICK 02,North Lawrence Comm SB,4,3,,Wendy MILLER,242,167,50,25
Lawrence,03 SHAWSWICK 02,North Lawrence Comm SB,4,3,,Justin R. SOKELAND,242,165,51,26
Lawrence,03 SHAWSWICK 02,IN Supreme Court-Rush,,,,Yes,238,161,59,18
Lawrence,03 SHAWSWICK 02,IN Supreme Court-Rush,,,,No,71,42,20,9
Lawrence,03 SHAWSWICK 02,IN Supreme Court-Massa,,,,Yes,236,160,59,17
Lawrence,03 SHAWSWICK 02,IN Supreme Court-Massa,,,,No,69,39,20,10
Lawrence,03 SHAWSWICK 02,IN Supreme Court-Molter,,,,Yes,229,156,56,17
Lawrence,03 SHAWSWICK 02,IN Supreme Court-Molter,,,,No,75,42,24,9
Lawrence,03 SHAWSWICK 02,Court of Appeals Dist 1-Foley,,,,Yes,237,156,62,19
Lawrence,03 SHAWSWICK 02,Court of Appeals Dist 1-Foley,,,,No,65,41,17,7
Lawrence,03 SHAWSWICK 02,Court of Appeals Dist 4-Pyle III,,,,Yes,229,153,61,15
Lawrence,03 SHAWSWICK 02,Court of Appeals Dist 4-Pyle III,,,,No,74,44,18,12
Lawrence,03 SHAWSWICK 02,Straight Party,,,DEM,,24,,,
Lawrence,03 SHAWSWICK 02,Straight Party,,,REP,,120,,,
Lawrence,04 SHAWSWICK 03,Registered Voters,,,,,718,,,
Lawrence,04 SHAWSWICK 03,Ballots Cast,,,,,379,,,
Lawrence,04 SHAWSWICK 03,Public Question-Const Amendment,,,,Yes,178,104,69,5
Lawrence,04 SHAWSWICK 03,Public Question-Const Amendment,,,,No,130,70,51,9
Lawrence,04 SHAWSWICK 03,President,,1,REP,Donald J. TRUMP / JD VANCE,262,143,102,17
Lawrence,04 SHAWSWICK 03,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,104,55,39,10
Lawrence,04 SHAWSWICK 03,President,,1,LBT,Chase OLIVER / Mike terr MAAT,1,1,0,0
Lawrence,04 SHAWSWICK 03,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,6,4,2,0
Lawrence,04 SHAWSWICK 03,President,,1,,Write-In,1,1,0,0
Lawrence,04 SHAWSWICK 03,U.S. Senate,,1,REP,Jim BANKS,240,133,90,17
Lawrence,04 SHAWSWICK 03,U.S. Senate,,1,DEM,Valerie McCRAY,97,53,35,9
Lawrence,04 SHAWSWICK 03,U.S. Senate,,1,LBT,Andrew HORNING,15,10,5,0
Lawrence,04 SHAWSWICK 03,U.S. Senate,,1,,Write-In,0,0,0,0
Lawrence,04 SHAWSWICK 03,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,224,122,85,17
Lawrence,04 SHAWSWICK 03,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,112,62,41,9
Lawrence,04 SHAWSWICK 03,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,24,15,9,0
Lawrence,04 SHAWSWICK 03,Governor,,1,,Write-In,0,0,0,0
Lawrence,04 SHAWSWICK 03,Attorney General,,1,REP,Todd ROKITA,248,136,95,17
Lawrence,04 SHAWSWICK 03,Attorney General,,1,DEM,Destiny WELLS,111,59,43,9
Lawrence,04 SHAWSWICK 03,U.S. House,9,1,REP,Erin HOUCHIN,251,137,97,17
Lawrence,04 SHAWSWICK 03,U.S. House,9,1,DEM,Timothy (Tim) PECK,95,52,34,9
Lawrence,04 SHAWSWICK 03,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,11,7,4,0
Lawrence,04 SHAWSWICK 03,U.S. House,9,1,,Write-In,0,0,0,0
Lawrence,04 SHAWSWICK 03,State Senate,44,1,REP,Eric A. KOCH,284,154,112,18
Lawrence,04 SHAWSWICK 03,State Senate,44,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,State House,,1,REP,Chris D. MAY,285,154,116,15
Lawrence,04 SHAWSWICK 03,State House,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,Superior Court Judge No. 1,,1,REP,John M. PLUMMER III,286,157,114,15
Lawrence,04 SHAWSWICK 03,Superior Court Judge No. 1,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,Clerk Of The Circuit Court,,1,REP,Amy M. VOORHIES,284,155,112,17
Lawrence,04 SHAWSWICK 03,Clerk Of The Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,County Auditor,,1,REP,Martha Arnold TURNER,287,158,112,17
Lawrence,04 SHAWSWICK 03,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,County Recorder,,1,REP,Jessica L. ALLEN,284,153,114,17
Lawrence,04 SHAWSWICK 03,County Recorder,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,County Treasurer,,1,REP,Penny L. COBB,290,158,115,17
Lawrence,04 SHAWSWICK 03,County Treasurer,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,County Coroner,,1,REP,Elizabeth FREEMAN-CAMMACK,282,155,110,17
Lawrence,04 SHAWSWICK 03,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,County Surveyor,,1,REP,Corey D. ALLEN,279,153,109,17
Lawrence,04 SHAWSWICK 03,County Surveyor,,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,County Commissioner,2,1,REP,Jeff McKNIGHT,280,155,110,15
Lawrence,04 SHAWSWICK 03,County Commissioner,2,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,County Commissioner,3,1,REP,Wallace BRANHAM,283,156,110,17
Lawrence,04 SHAWSWICK 03,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,County Council,,3,,Rick BUTTERFIELD,194,112,71,11
Lawrence,04 SHAWSWICK 03,County Council,,3,,Julie Johnson HEWETSON,169,89,68,12
Lawrence,04 SHAWSWICK 03,County Council,,3,,Scott SMITH,159,83,65,11
Lawrence,04 SHAWSWICK 03,County Council,,3,,No Candidate Filed,0,0,0,0
Lawrence,04 SHAWSWICK 03,County Council,,3,LBT,Darin KINSER,67,40,25,2
Lawrence,04 SHAWSWICK 03,County Council,,3,LBT,Michael RUSSEL,56,34,20,2
Lawrence,04 SHAWSWICK 03,County Council,,3,LBT,Niklas SINIARD,40,25,13,2
Lawrence,04 SHAWSWICK 03,North Lawrence Comm SB,4,3,,Jeremy GILBERT,198,111,76,11
Lawrence,04 SHAWSWICK 03,North Lawrence Comm SB,4,3,,Wendy MILLER,207,115,81,11
Lawrence,04 SHAWSWICK 03,North Lawrence Comm SB,4,3,,Justin R. SOKELAND,199,113,76,10
Lawrence,04 SHAWSWICK 03,IN Supreme Court-Rush,,,,Yes,190,105,76,9
Lawrence,04 SHAWSWICK 03,IN Supreme Court-Rush,,,,No,77,44,29,4
Lawrence,04 SHAWSWICK 03,IN Supreme Court-Massa,,,,Yes,187,100,77,10
Lawrence,04 SHAWSWICK 03,IN Supreme Court-Massa,,,,No,77,48,26,3
Lawrence,04 SHAWSWICK 03,IN Supreme Court-Molter,,,,Yes,183,101,73,9
Lawrence,04 SHAWSWICK 03,IN Supreme Court-Molter,,,,No,79,46,30,3
Lawrence,04 SHAWSWICK 03,Court of Appeals Dist 1-Foley,,,,Yes,193,104,79,10
Lawrence,04 SHAWSWICK 03,Court of Appeals Dist 1-Foley,,,,No,69,43,23,3
Lawrence,04 SHAWSWICK 03,Court of Appeals Dist 4-Pyle III,,,,Yes,191,105,76,10
Lawrence,04 SHAWSWICK 03,Court of Appeals Dist 4-Pyle III,,,,No,71,43,25,3
Lawrence,04 SHAWSWICK 03,Straight Party,,,DEM,,32,,,
Lawrence,04 SHAWSWICK 03,Straight Party,,,REP,,106,,,
Lawrence,05 SHAWSWICK 04,Registered Voters,,,,,784,,,
Lawrence,05 SHAWSWICK 04,Ballots Cast,,,,,430,,,
Lawrence,05 SHAWSWICK 04,Public Question-Const Amendment,,,,Yes,198,116,74,8
Lawrence,05 SHAWSWICK 04,Public Question-Const Amendment,,,,No,157,85,65,7
Lawrence,05 SHAWSWICK 04,President,,1,REP,Donald J. TRUMP / JD VANCE,307,166,123,18
Lawrence,05 SHAWSWICK 04,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,107,70,31,6
Lawrence,05 SHAWSWICK 04,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,1,1,0
Lawrence,05 SHAWSWICK 04,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,6,4,2,0
Lawrence,05 SHAWSWICK 04,President,,1,,Write-In,2,0,2,0
Lawrence,05 SHAWSWICK 04,U.S. Senate,,1,REP,Jim BANKS,281,155,107,19
