county,precinct,office,district,seats,party,candidate,votes,election_day,absentee
Carroll,0002 Burlington,IN Supreme Court-MASSA,,1,,Yes,608,380,228
Carroll,0002 Burlington,IN Supreme Court-MASSA,,1,,No,178,103,75
Carroll,0002 Burlington,IN Supreme Court-MOLTER,,1,,Yes,608,374,234
Carroll,0002 Burlington,IN Supreme Court-MOLTER,,1,,No,177,106,71
Carroll,0002 Burlington,IN Supreme Court-MOLTER,,1,,Yes,587,361,226
Carroll,0002 Burlington,IN Supreme Court-MOLTER,,1,,No,191,118,73
Carroll,0003 Carrollton,Registered Voters,,,,,450,,
Carroll,0003 Carrollton,Total Ballots Cast,,,,,330,155,175
Carroll,0003 Carrollton,Public Question-Const Amendment,,1,,Yes,207,102,105
Carroll,0003 Carrollton,Public Question-Const Amendment,,1,,No,112,53,59
Carroll,0003 Carrollton,Straight Party,,1,REP,Republican,159,69,90
Carroll,0003 Carrollton,Straight Party,,1,DEM,Democratic,24,10,14
Carroll,0003 Carrollton,Straight Party,,1,LBT,Libertarian,0,0,0
Carroll,0003 Carrollton,Straight Party,,1,WTP,We The People,0,0,0
Carroll,0003 Carrollton,President,,1,REP,Donald J. TRUMP / JD VANCE,268,126,142
Carroll,0003 Carrollton,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,55,27,28
Carroll,0003 Carrollton,President,,1,LBT,Chase OLIVER / Mike TER MAAT,2,1,1
Carroll,0003 Carrollton,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,2,1,1
Carroll,0003 Carrollton,President,,1,,Write-In,0,0,0
Carroll,0003 Carrollton,U.S. Senate,,1,REP,Jim BANKS,267,126,141
Carroll,0003 Carrollton,U.S. Senate,,1,DEM,Valerie McCRAY,49,22,27
Carroll,0003 Carrollton,U.S. Senate,,1,LBT,Andrew HORNING,11,7,4
Carroll,0003 Carrollton,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,236,106,130
Carroll,0003 Carrollton,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,66,32,34
Carroll,0003 Carrollton,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,24,15,9
Carroll,0003 Carrollton,Governor,,1,,Write-In,0,0,0
Carroll,0003 Carrollton,Attorney General,,1,REP,Todd ROKITA,265,127,138
Carroll,0003 Carrollton,Attorney General,,1,DEM,Destiny WELLS,62,28,34
Carroll,0003 Carrollton,U.S. House,,1,REP,Jim BAIRD,267,125,142
Carroll,0003 Carrollton,U.S. House,,1,DEM,Derrick HOLDER,46,21,25
Carroll,0003 Carrollton,U.S. House,,1,LBT,Ashley GROFF,13,8,5
Carroll,0003 Carrollton,U.S. House,,1,,Write-In,0,0,0
Carroll,0003 Carrollton,State House,38,1,REP,Heath R. VANNATTER,273,129,144
Carroll,0003 Carrollton,State House,38,1,DEM,Carl A. SEESE,54,26,28
Carroll,0003 Carrollton,Circuit Court Judge,,1,REP,Shane Michael EVANS,306,151,155
Carroll,0003 Carrollton,County Clerk,,1,REP,Sharon MILBURN,311,151,160
Carroll,0003 Carrollton,County Recorder,,1,REP,Kathryn N O'FARRELL,311,150,161
Carroll,0003 Carrollton,County Coroner,,1,REP,Kristin ENOCH,313,152,161
Carroll,0003 Carrollton,County Surveyor,,1,REP,Bob GROSS,314,152,162
Carroll,0003 Carrollton,County Commissioner,2,1,REP,Scott WAYRES,300,144,156
Carroll,0003 Carrollton,County Commissioner,3,1,REP,William R BROWN (Bill),295,147,148
Carroll,0003 Carrollton,County Council Member,At Large,3,,Angela (Angie) C BROWN,222,117,105
Carroll,0003 Carrollton,County Council Member,At Large,3,,Sheri JOHNSON,246,129,117
Carroll,0003 Carrollton,County Council Member,At Large,3,,Cody MARTIN,243,120,123
Carroll,0003 Carrollton,School Board,1-Carroll,1,,Stacey BRAZEL,279,142,137
Carroll,0003 Carrollton,School Board,4-Carroll,1,,Scott BUTCHER,273,135,138
Carroll,0003 Carrollton,IN Supreme Court-RUSH,,1,,Yes,218,107,111
Carroll,0003 Carrollton,IN Supreme Court-RUSH,,1,,No,84,42,42
Carroll,0003 Carrollton,IN Supreme Court-MASSA,,1,,Yes,223,111,112
Carroll,0003 Carrollton,IN Supreme Court-MASSA,,1,,No,81,38,43
Carroll,0003 Carrollton,IN Supreme Court-MOLTER,,1,,Yes,223,109,114
Carroll,0003 Carrollton,IN Supreme Court-MOLTER,,1,,No,80,40,40
Carroll,0003 Carrollton,IN Supreme Court-MOLTER,,1,,Yes,219,108,111
Carroll,0003 Carrollton,IN Supreme Court-MOLTER,,1,,No,79,41,38
Carroll,0004 Clay,Registered Voters,,,,,809,,
Carroll,0004 Clay,Total Ballots Cast,,,,,527,168,359
Carroll,0004 Clay,Public Question-Const Amendment,,1,,Yes,280,90,190
Carroll,0004 Clay,Public Question-Const Amendment,,1,,No,227,70,157
Carroll,0004 Clay,Straight Party,,1,REP,Republican,243,73,170
Carroll,0004 Clay,Straight Party,,1,DEM,Democratic,48,11,37
Carroll,0004 Clay,Straight Party,,1,LBT,Libertarian,0,0,0
Carroll,0004 Clay,Straight Party,,1,WTP,We The People,4,0,4
Carroll,0004 Clay,President,,1,REP,Donald J. TRUMP / JD VANCE,402,134,268
Carroll,0004 Clay,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,101,23,78
Carroll,0004 Clay,President,,1,LBT,Chase OLIVER / Mike TER MAAT,1,0,1
Carroll,0004 Clay,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,11,6,5
Carroll,0004 Clay,President,,1,,Write-In,0,0,0
Carroll,0004 Clay,U.S. Senate,,1,REP,Jim BANKS,395,136,259
Carroll,0004 Clay,U.S. Senate,,1,DEM,Valerie McCRAY,104,26,78
Carroll,0004 Clay,U.S. Senate,,1,LBT,Andrew HORNING,16,4,12
Carroll,0004 Clay,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,349,113,236
Carroll,0004 Clay,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,128,36,92
Carroll,0004 Clay,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,44,19,25
Carroll,0004 Clay,Governor,,1,,Write-In,0,0,0
Carroll,0004 Clay,Attorney General,,1,REP,Todd ROKITA,390,133,257
Carroll,0004 Clay,Attorney General,,1,DEM,Destiny WELLS,126,33,93
Carroll,0004 Clay,U.S. House,4,1,REP,Jim BAIRD,406,137,269
Carroll,0004 Clay,U.S. House,4,1,DEM,Derrick HOLDER,95,25,70
Carroll,0004 Clay,U.S. House,4,1,LBT,Ashley GROFF,15,4,11
Carroll,0004 Clay,U.S. House,4,1,,Write-In,0,0,0
Carroll,0004 Clay,State House,,1,DEM,Carl A. SEESE,115,33,82
Carroll,0004 Clay,Circuit Court Judge,,1,REP,Shane Michael EVANS,477,156,321
Carroll,0004 Clay,County Clerk,,1,REP,Sharon MILBURN,480,158,322
Carroll,0004 Clay,County Recorder,,1,REP,Kathryn N O'FARRELL,483,158,325
Carroll,0004 Clay,County Coroner,,1,REP,Kristin ENOCH,483,158,325
Carroll,0004 Clay,County Surveyor,,1,REP,Bob GROSS,484,158,326
Carroll,0004 Clay,County Commissioner,3,1,REP,William R BROWN (Bill),470,154,316
Carroll,0004 Clay,County Council Member,At Large,3,,Angela (Angie) C BROWN,379,120,259
Carroll,0004 Clay,County Council Member,At Large,3,,Sheri JOHNSON,367,113,254
Carroll,0004 Clay,County Council Member,At Large,3,,Cody MARTIN,374,117,257
Carroll,0004 Clay,School Board,Clay Twp Rossville,1,,Joe HUFFORD,300,92,208
Carroll,0004 Clay,School Board,Clay Twp Rossville,1,,Dillon Craig ROTHROCK,193,64,129
Carroll,0004 Clay,School Board,19-Rossville,1,,Janet BLACKBURN,285,86,199
Carroll,0004 Clay,School Board,19-Rossville,1,,Jentry PENDLETON,192,65,127
Carroll,0004 Clay,School Board,20-Rossville,1,,Brent A MICHAEL,329,106,223
Carroll,0004 Clay,School Board,20-Rossville,1,,Julia A MINK,156,49,107
Carroll,0004 Clay,IN Supreme Court-RUSH,,1,,Yes,384,115,269
Carroll,0004 Clay,IN Supreme Court-RUSH,,1,,No,108,40,68
Carroll,0004 Clay,IN Supreme Court-MASSA,,1,,Yes,381,119,262
Carroll,0004 Clay,IN Supreme Court-MASSA,,1,,No,104,36,68
Carroll,0004 Clay,IN Supreme Court-MOLTER,,1,,Yes,387,117,270
Carroll,0004 Clay,IN Supreme Court-MOLTER,,1,,No,98,37,61
Carroll,0004 Clay,Court of Appeals Dist 4-PYLE III,4,1,,Yes,377,113,264
Carroll,0004 Clay,Court of Appeals Dist 4-PYLE III,4,1,,No,106,41,65
Carroll,0005 Deer Creek I,Registered Voters,,,,,1177,,
Carroll,0005 Deer Creek I,Public Question-Const Amendment,,1,,Yes,426,142,284
Carroll,0005 Deer Creek I,Public Question-Const Amendment,,1,,No,308,95,213
Carroll,0005 Deer Creek I,Straight Party,,1,REP,Republican,342,115,227
Carroll,0005 Deer Creek I,Straight Party,,1,DEM,Democratic,64,10,54
Carroll,0005 Deer Creek I,Straight Party,,1,LBT,Libertarian,2,2,0
Carroll,0005 Deer Creek I,Straight Party,,1,WTP,We The People,1,1,0
Carroll,0005 Deer Creek I,President,,1,REP,Donald J. TRUMP / JD VANCE,575,199,376
Carroll,0005 Deer Creek I,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,157,32,125
Carroll,0005 Deer Creek I,President,,1,LBT,Chase OLIVER / Mike TER MAAT,4,4,0
Carroll,0005 Deer Creek I,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,9,3,6
Carroll,0005 Deer Creek I,President,,1,,Write-In,4,0,4
Carroll,0005 Deer Creek I,U.S. Senate,,1,REP,Jim BANKS,584,194,390
Carroll,0005 Deer Creek I,U.S. Senate,,1,DEM,Valerie McCRAY,137,29,108
Carroll,0005 Deer Creek I,U.S. Senate,,1,LBT,Andrew HORNING,23,15,8
Carroll,0005 Deer Creek I,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,512,166,346
Carroll,0005 Deer Creek I,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,181,38,143
Carroll,0005 Deer Creek I,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,58,35,23
Carroll,0005 Deer Creek I,Governor,,1,,Write-In,1,0,1
Carroll,0005 Deer Creek I,Attorney General,,1,REP,Todd ROKITA,577,194,383
Carroll,0005 Deer Creek I,Attorney General,,1,DEM,Destiny WELLS,176,44,132
Carroll,0005 Deer Creek I,U.S. House,4,1,REP,Jim BAIRD,583,195,388
Carroll,0005 Deer Creek I,U.S. House,4,1,DEM,Derrick HOLDER,135,30,105
Carroll,0005 Deer Creek I,U.S. House,4,1,LBT,Ashley GROFF,27,11,16
Carroll,0005 Deer Creek I,U.S. House,4,1,,Write-In,0,0,0
Carroll,0005 Deer Creek I,State House,38,1,REP,Heath R. VANNATTER,572,192,380
Carroll,0005 Deer Creek I,State House,38,1,DEM,Carl A. SEESE,175,44,131
Carroll,0005 Deer Creek I,Circuit Court Judge,,1,REP,Shane Michael EVANS,698,226,472
Carroll,0005 Deer Creek I,County Clerk,,1,REP,Sharon MILBURN,691,229,462
Carroll,0005 Deer Creek I,County Recorder,,1,REP,Kathryn N O'FARRELL,700,233,467
Carroll,0005 Deer Creek I,County Coroner,,1,REP,Kristin ENOCH,703,230,473
Carroll,0005 Deer Creek I,County Surveyor,,1,REP,Bob GROSS,701,232,469
Carroll,0005 Deer Creek I,County Commissioner,2,1,REP,Scott WAYRES,692,233,459
Carroll,0005 Deer Creek I,County Commissioner,3,1,REP,William R BROWN (Bill),672,226,446
Carroll,0005 Deer Creek I,County Council Member,At Large,3,,Angela (Angie) C BROWN,543,187,356
Carroll,0005 Deer Creek I,County Council Member,At Large,3,,Sheri JOHNSON,551,201,350
Carroll,0005 Deer Creek I,County Council Member,At Large,3,,Cody MARTIN,564,195,369
Carroll,0005 Deer Creek I,IN Supreme Court-RUSH,,1,,Yes,559,182,377
Carroll,0005 Deer Creek I,IN Supreme Court-RUSH,,1,,No,150,48,102
Carroll,0005 Deer Creek I,IN Supreme Court-MASSA,,1,,Yes,554,184,370
Carroll,0005 Deer Creek I,IN Supreme Court-MASSA,,1,,No,147,43,104
Carroll,0005 Deer Creek I,IN Supreme Court-MOLTER,,1,,Yes,563,187,376
Carroll,0005 Deer Creek I,IN Supreme Court-MOLTER,,1,,No,142,40,102
Carroll,0005 Deer Creek I,IN Supreme Court-MOLTER,,1,,Yes,548,180,368
Carroll,0005 Deer Creek I,IN Supreme Court-MOLTER,,1,,No,154,47,107
Carroll,0006 Deer Creek III,Registered Voters,,,,,918,,
Carroll,0006 Deer Creek III,Total Ballots Cast,,,,,565,195,370
Carroll,0006 Deer Creek III,Public Question-Const Amendment,,1,,Yes,304,101,203
Carroll,0006 Deer Creek III,Public Question-Const Amendment,,1,,No,234,88,146
Carroll,0006 Deer Creek III,Straight Party,,1,REP,Republican,251,79,172
Carroll,0006 Deer Creek III,Straight Party,,1,DEM,Democratic,79,33,46
Carroll,0006 Deer Creek III,Straight Party,,1,LBT,Libertarian,2,2,0
Carroll,0006 Deer Creek III,Straight Party,,1,WTP,We The People,0,0,0
Carroll,0006 Deer Creek III,President,,1,REP,Donald J. TRUMP / JD VANCE,370,124,246
Carroll,0006 Deer Creek III,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,170,63,107
Carroll,0006 Deer Creek III,President,,1,LBT,Chase OLIVER / Mike TER MAAT,7,4,3
Carroll,0006 Deer Creek III,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,7,2,5
Carroll,0006 Deer Creek III,President,,1,,Write-In,2,1,1
Carroll,0006 Deer Creek III,U.S. Senate,,1,REP,Jim BANKS,382,127,255
Carroll,0006 Deer Creek III,U.S. Senate,,1,DEM,Valerie McCRAY,160,60,100
Carroll,0006 Deer Creek III,U.S. Senate,,1,LBT,Andrew HORNING,15,8,7
Carroll,0006 Deer Creek III,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,353,110,1
Carroll,0006 Deer Creek III,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,186,74,112
Carroll,0006 Deer Creek III,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,20,10,10
Carroll,0006 Deer Creek III,Governor,,1,,Write-In,0,0,0
Carroll,0006 Deer Creek III,Attorney General,,1,REP,Todd ROKITA,380,123,257
Carroll,0006 Deer Creek III,Attorney General,,1,DEM,Destiny WELLS,175,70,105
Carroll,0006 Deer Creek III,U.S. House,4,1,REP,Jim BAIRD,389,130,259
Carroll,0006 Deer Creek III,U.S. House,4,1,DEM,Derrick HOLDER,141,54,87
Carroll,0006 Deer Creek III,U.S. House,4,1,LBT,Ashley GROFF,26,10,16
Carroll,0006 Deer Creek III,U.S. House,4,1,,Write-In,0,0,0
Carroll,0006 Deer Creek III,State House,38,1,REP,Heath R. VANNATTER,380,126,254
Carroll,0006 Deer Creek III,State House,38,1,DEM,Carl A. SEESE,176,67,109
Carroll,0006 Deer Creek III,Circuit Court Judge,,1,REP,Shane Michael EVANS,512,178,334
Carroll,0006 Deer Creek III,County Clerk,,1,REP,Sharon MILBURN,494,168,326
Carroll,0006 Deer Creek III,County Coroner,,1,REP,Kristin ENOCH,501,175,326
Carroll,0006 Deer Creek III,County Surveyor,,1,REP,Bob GROSS,507,177,330
Carroll,0006 Deer Creek III,County Commissioner,2,1,REP,Scott WAYRES,495,174,321
Carroll,0006 Deer Creek III,County Commissioner,3,1,REP,William R BROWN (Bill),491,174,317
Carroll,0006 Deer Creek III,County Council Member,At Large,3,,Angela (Angie) C BROWN,392,139,253
Carroll,0006 Deer Creek III,County Council Member,At Large,3,,Sheri JOHNSON,388,144,244
Carroll,0006 Deer Creek III,County Council Member,At Large,3,,Cody MARTIN,389,139,250
Carroll,0006 Deer Creek III,IN Supreme Court-RUSH,,1,,Yes,389,134,255
Carroll,0006 Deer Creek III,IN Supreme Court-RUSH,,1,,No,135,48,87
Carroll,0006 Deer Creek III,IN Supreme Court-MASSA,,1,,Yes,384,134,250
Carroll,0006 Deer Creek III,IN Supreme Court-MASSA,,1,,No,132,48,84
Carroll,0006 Deer Creek III,IN Supreme Court-MOLTER,,1,,Yes,388,132,256
Carroll,0006 Deer Creek III,IN Supreme Court-MOLTER,,1,,No,130,50,80
Carroll,0006 Deer Creek III,IN Supreme Court-MOLTER,,1,,Yes,387,136,251
Carroll,0006 Deer Creek III,IN Supreme Court-MOLTER,,1,,No,129,46,83
Carroll,0007 Deer Creek V,Registered Voters,,,,,1193,,
Carroll,0007 Deer Creek V,Total Ballots Cast,,,,,562,210,352
Carroll,0007 Deer Creek V,Public Question-Const Amendment,,1,,Yes,312,133,179
Carroll,0007 Deer Creek V,Public Question-Const Amendment,,1,,No,220,76,144
Carroll,0007 Deer Creek V,Straight Party,,1,REP,Republican,213,96,117
Carroll,0007 Deer Creek V,Straight Party,,1,DEM,Democratic,88,28,60
Carroll,0007 Deer Creek V,Straight Party,,1,LBT,Libertarian,2,1,1
Carroll,0007 Deer Creek V,Straight Party,,1,WTP,We The People,1,1,0
Carroll,0007 Deer Creek V,President,,1,REP,Donald J. TRUMP / JD VANCE,356,150,206
Carroll,0007 Deer Creek V,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,184,52,132
Carroll,0007 Deer Creek V,President,,1,LBT,Chase OLIVER / Mike TER MAAT,4,2,2
Carroll,0007 Deer Creek V,President,,1,WTP,Robert F.KENNEDY JR. / Nichole SHANAHAN,9,4,5
Carroll,0007 Deer Creek V,President,,1,,Write-In,3,2,1
Carroll,0007 Deer Creek V,U.S. Senate,,1,REP,Jim BANKS,346,140,206
Carroll,0007 Deer Creek V,U.S. Senate,,1,DEM,Valerie McCRAY,185,55,130
Carroll,0007 Deer Creek V,U.S. Senate,,1,LBT,Andrew HORNING,21,11,10
Carroll,0007 Deer Creek V,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,308,135,173
Carroll,0007 Deer Creek V,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,197,59,138
Carroll,0007 Deer Creek V,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,41,14,27
Carroll,0007 Deer Creek V,Governor,,1,,Write-In,0,0,0
Carroll,0007 Deer Creek V,Attorney General,,1,REP,Todd ROKITA,348,150,198
Carroll,0007 Deer Creek V,Attorney General,,1,DEM,Destiny WELLS,199,59,140
Carroll,0007 Deer Creek V,U.S. House,4,1,REP,Jim BAIRD,347,147,200
Carroll,0007 Deer Creek V,U.S. House,4,1,DEM,Derrick HOLDER,167,44,123
Carroll,0007 Deer Creek V,U.S. House,4,1,LBT,Ashley GROFF,40,17,23
Carroll,0007 Deer Creek V,U.S. House,4,1,,Write-In,0,0,0
Carroll,0007 Deer Creek V,State House,38,1,REP,Heath R. VANNATTER,351,149,202
Carroll,0007 Deer Creek V,State House,38,1,DEM,Carl A. SEESE,192,58,134
Carroll,0007 Deer Creek V,Circuit Court Judge,,1,REP,Shane Michael EVANS,483,183,300
Carroll,0007 Deer Creek V,County Clerk,,1,REP,Sharon MILBURN,473,184,289
Carroll,0007 Deer Creek V,County Recorder,,1,REP,Kathryn N O'FARRELL,483,187,296
Carroll,0007 Deer Creek V,County Coroner,,1,REP,Kristin ENOCH,483,189,294
Carroll,0007 Deer Creek V,County Surveyor,,1,REP,Bob GROSS,482,190,292
Carroll,0007 Deer Creek V,County Commissioner,2,1,REP,Scott WAYRES,464,183,281
Carroll,0007 Deer Creek V,County Council Member,At Large,3,,Angela (Angie) C BROWN,373,158,215
Carroll,0007 Deer Creek V,County Council Member,At Large,3,,Sheri JOHNSON,366,146,220
Carroll,0007 Deer Creek V,County Council Member,At Large,3,,Cody MARTIN,377,158,219
Carroll,0007 Deer Creek V,IN Supreme Court-RUSH,,3,,Yes,395,153,242
Carroll,0007 Deer Creek V,IN Supreme Court-RUSH,,3,,No,124,46,78
Carroll,0007 Deer Creek V,IN Supreme Court-MASSA,,1,,Yes,382,152,230
Carroll,0007 Deer Creek V,IN Supreme Court-MASSA,,1,,No,128,44,84
