county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Owen,02 CLAY 2,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,159,109,36,14
Owen,02 CLAY 2,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,54,31,21,2
Owen,02 CLAY 2,Governor,,1,,Write-In,0,0,0,0
Owen,02 CLAY 2,Attorney General,,1,REP,Todd ROKITA,406,227,167,12
Owen,02 CLAY 2,Attorney General,,1,DEM,Destiny WELLS,172,115,42,15
Owen,02 CLAY 2,U.S. House,8,1,REP,Mark MESSMER,405,228,164,13
Owen,02 CLAY 2,U.S. House,8,1,DEM,Erik HURT,145,101,33,11
Owen,02 CLAY 2,U.S. House,8,1,LBT,K Richard FITZLAFF,31,17,11,3
Owen,02 CLAY 2,U.S. House,8,1,,Write-In,0,0,0,0
Owen,02 CLAY 2,State House,4,1,REP,Bob HEATON,419,238,165,16
Owen,02 CLAY 2,State House,4,1,DEM,Kurtis J CUMMINGS,150,100,39,11
Owen,02 CLAY 2,Judge Of 78th Circuit Court,,1,REP,Donald R. VanDerMOERE II,459,267,170,22
Owen,02 CLAY 2,Judge Of 78th Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Owen,02 CLAY 2,County Auditor,,1,REP,Sheila K. REEVES,456,267,166,23
Owen,02 CLAY 2,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Owen,02 CLAY 2,County Commissioner,2,1,REP,Sam HOBBS,477,275,181,21
Owen,02 CLAY 2,County Commissioner,2,1,DEM,No Candidate Filed,0,0,0,0
Owen,02 CLAY 2,County Commissioner,3,1,REP,David RISK,410,230,167,13
Owen,02 CLAY 2,County Commissioner,3,1,DEM,William L. JENNINGS,167,109,44,14
Owen,02 CLAY 2,County Council,,3,REP,Daniel BROWNING,298,182,109,7
Owen,02 CLAY 2,County Council,,3,REP,Polly CHESSER,281,172,100,9
Owen,02 CLAY 2,County Council,,3,REP,Joe FRYE,261,151,103,7
Owen,02 CLAY 2,County Council,,3,DEM,Sandra (Wood) CALVERT,168,109,48,11
Owen,02 CLAY 2,County Council,,3,LBT,Dustin COMBS,104,69,29,6
Owen,02 CLAY 2,County Council,,3,LBT,Chad VanRYN,105,71,31,3
Owen,02 CLAY 2,Spencer Owen County SB,1,1,,Chad COOPER,385,221,149,15
Owen,02 CLAY 2,Spencer Owen County SB,4,1,,Rick SMELTZER,386,233,138,15
Owen,02 CLAY 2,Spencer Owen County SB,5,2,,Derek MORGAN,337,202,124,11
Owen,02 CLAY 2,Spencer Owen County SB,5,2,,Deana L. STICKELS,286,177,95,14
Owen,02 CLAY 2,IN Supreme Court-Rush,,1,,Yes,301,170,118,13
Owen,02 CLAY 2,IN Supreme Court-Rush,,1,,No,136,90,42,4
Owen,02 CLAY 2,IN Supreme Court-Massa,,1,,Yes,282,162,109,11
Owen,02 CLAY 2,IN Supreme Court-Massa,,1,,No,150,95,49,6
Owen,02 CLAY 2,IN Supreme Court-Molter,,1,,Yes,299,169,118,12
Owen,02 CLAY 2,IN Supreme Court-Molter,,1,,No,142,93,44,5
Owen,02 CLAY 2,Court of Appeals Dist 1-Foley,,1,,Yes,306,174,120,12
Owen,02 CLAY 2,Court of Appeals Dist 1-Foley,,1,,No,130,82,43,5
Owen,02 CLAY 2,Court of Appeals Dist 4-Pyle III,,1,,Yes,303,172,119,12
Owen,02 CLAY 2,Court of Appeals Dist 4-Pyle III,,1,,No,136,85,46,5
Owen,02 CLAY 2,Straight Party,,,DEM,,38,,,
Owen,02 CLAY 2,Straight Party,,,REP,,170,,,
Owen,03 FRANKLIN,Registered Voters,,,,,909,,,
Owen,03 FRANKLIN,Ballots Cast,,,,,588,,,
Owen,03 FRANKLIN,Public Question-Const Amendment,,1,,Yes,277,121,147,9
Owen,03 FRANKLIN,Public Question-Const Amendment,,1,,No,235,117,109,9
Owen,03 FRANKLIN,President,,1,REP,Donald J. TRUMP / JD VANCE,440,200,226,14
Owen,03 FRANKLIN,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,137,65,64,8
Owen,03 FRANKLIN,President,,1,LBT,Chase OLIVER / Mike terr MAAT,3,1,2,0
Owen,03 FRANKLIN,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,3,0,2,1
Owen,03 FRANKLIN,President,,1,,Write-In,0,0,0,0
Owen,03 FRANKLIN,U.S. Senate,,1,REP,Jim BANKS,403,182,206,15
Owen,03 FRANKLIN,U.S. Senate,,1,DEM,Valerie McCRAY,127,62,57,8
Owen,03 FRANKLIN,U.S. Senate,,1,LBT,Andrew HORNING,25,13,12,0
Owen,03 FRANKLIN,U.S. Senate,,1,,Write-In,0,0,0,0
Owen,03 FRANKLIN,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,377,174,192,11
Owen,03 FRANKLIN,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,141,63,66,12
Owen,03 FRANKLIN,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,46,19,26,1
Owen,03 FRANKLIN,Governor,,1,,Write-In,0,0,0,0
Owen,03 FRANKLIN,Attorney General,,1,REP,Todd ROKITA,410,194,204,12
Owen,03 FRANKLIN,Attorney General,,1,DEM,Destiny WELLS,153,64,77,12
Owen,03 FRANKLIN,U.S. House,8,1,REP,Mark MESSMER,412,188,211,13
Owen,03 FRANKLIN,U.S. House,8,1,DEM,Erik HURT,127,61,57,9
Owen,03 FRANKLIN,U.S. House,8,1,LBT,K Richard FITZLAFF,19,10,9,0
Owen,03 FRANKLIN,U.S. House,8,1,,Write-In,0,0,0,0
Owen,03 FRANKLIN,State House,4,1,REP,Bob HEATON,424,194,219,11
Owen,03 FRANKLIN,State House,4,1,DEM,Kurtis J CUMMINGS,132,63,60,9
Owen,03 FRANKLIN,Judge Of 78th Circuit Court,,1,REP,Donald R. VanDerMOERE II,465,214,242,9
Owen,03 FRANKLIN,Judge Of 78th Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Owen,03 FRANKLIN,County Auditor,,1,REP,Sheila K. REEVES,467,210,244,13
Owen,03 FRANKLIN,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Owen,03 FRANKLIN,County Commissioner,2,1,REP,Sam HOBBS,465,205,246,14
Owen,03 FRANKLIN,County Commissioner,2,1,DEM,No Candidate Filed,0,0,0,0
Owen,03 FRANKLIN,County Commissioner,3,1,REP,David RISK,401,184,205,12
Owen,03 FRANKLIN,County Commissioner,3,1,DEM,William L. JENNINGS,159,74,75,10
Owen,03 FRANKLIN,County Council,,3,REP,Daniel BROWNING,294,132,153,9
Owen,03 FRANKLIN,County Council,,3,REP,Polly CHESSER,278,125,145,8
Owen,03 FRANKLIN,County Council,,3,REP,Joe FRYE,303,126,168,9
Owen,03 FRANKLIN,County Council,,3,DEM,Sandra (Wood) CALVERT,151,79,61,11
Owen,03 FRANKLIN,County Council,,3,LBT,Dustin COMBS,87,44,41,2
Owen,03 FRANKLIN,County Council,,3,LBT,Chad VanRYN,68,33,34,1
Owen,03 FRANKLIN,Spencer Owen County SB,1,1,,Chad COOPER,397,180,203,14
Owen,03 FRANKLIN,Spencer Owen County SB,4,1,,Rick SMELTZER,390,181,196,13
Owen,03 FRANKLIN,Spencer Owen County SB,5,2,,Derek MORGAN,324,147,168,9
Owen,03 FRANKLIN,Spencer Owen County SB,5,2,,Deana L. STICKELS,290,137,139,14
Owen,03 FRANKLIN,IN Supreme Court-Rush,,1,,Yes,310,132,167,11
Owen,03 FRANKLIN,IN Supreme Court-Rush,,1,,No,125,63,61,1
Owen,03 FRANKLIN,IN Supreme Court-Massa,,1,,Yes,307,136,159,12
Owen,03 FRANKLIN,IN Supreme Court-Massa,,1,,No,125,59,65,1
Owen,03 FRANKLIN,IN Supreme Court-Molter,,1,,Yes,314,135,168,11
Owen,03 FRANKLIN,IN Supreme Court-Molter,,1,,No,120,59,59,2
Owen,03 FRANKLIN,Court of Appeals Dist 1-Foley,,1,,Yes,309,133,163,13
Owen,03 FRANKLIN,Court of Appeals Dist 1-Foley,,1,,No,120,59,60,1
Owen,03 FRANKLIN,Court of Appeals Dist 4-Pyle III,,1,,Yes,308,133,162,13
Owen,03 FRANKLIN,Court of Appeals Dist 4-Pyle III,,1,,No,117,58,58,1
Owen,03 FRANKLIN,Straight Party,,,DEM,,35,,,
Owen,03 FRANKLIN,Straight Party,,,REP,,161,,,
Owen,04 HARRISON,Registered Voters,,,,,332,,,
Owen,04 HARRISON,Ballots Cast,,,,,202,,,
Owen,04 HARRISON,Public Question-Const Amendment,,1,,Yes,94,27,66,1
Owen,04 HARRISON,Public Question-Const Amendment,,1,,No,74,29,38,7
Owen,04 HARRISON,President,,1,REP,Donald J. TRUMP / JD VANCE,172,59,104,9
Owen,04 HARRISON,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,26,7,14,5
Owen,04 HARRISON,President,,1,LBT,Chase OLIVER / Mike terr MAAT,1,0,1,0
Owen,04 HARRISON,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,1,0,1,0
Owen,04 HARRISON,President,,1,,Write-In,0,0,0,0
Owen,04 HARRISON,U.S. Senate,,1,REP,Jim BANKS,151,51,91,9
Owen,04 HARRISON,U.S. Senate,,1,DEM,Valerie McCRAY,22,6,11,5
Owen,04 HARRISON,U.S. Senate,,1,LBT,Andrew HORNING,12,4,8,0
Owen,04 HARRISON,U.S. Senate,,1,,Write-In,0,0,0,0
Owen,04 HARRISON,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,141,48,84,9
Owen,04 HARRISON,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,28,8,15,5
Owen,04 HARRISON,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,23,8,15,0
Owen,04 HARRISON,Governor,,1,,Write-In,0,0,0,0
Owen,04 HARRISON,Attorney General,,1,REP,Todd ROKITA,157,56,92,9
Owen,04 HARRISON,Attorney General,,1,DEM,Destiny WELLS,34,8,21,5
Owen,04 HARRISON,U.S. House,8,1,REP,Mark MESSMER,159,56,94,9
Owen,04 HARRISON,U.S. House,8,1,DEM,Erik HURT,23,6,12,5
Owen,04 HARRISON,U.S. House,8,1,LBT,K Richard FITZLAFF,12,4,8,0
Owen,04 HARRISON,U.S. House,8,1,,Write-In,0,0,0,0
Owen,04 HARRISON,State Senate,37,1,REP,Rodric D. BRAY,165,57,99,9
Owen,04 HARRISON,State Senate,37,1,DEM,Kimberly M SCHODIELD,26,7,14,5
Owen,04 HARRISON,State House,4,1,REP,Bob HEATON,167,59,99,9
Owen,04 HARRISON,State House,4,1,DEM,Kurtis J CUMMINGS,25,6,14,5
Owen,04 HARRISON,Judge Of 78th Circuit Court,,1,REP,Donald R. VanDerMOERE II,158,55,95,8
Owen,04 HARRISON,Judge Of 78th Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Owen,04 HARRISON,County Auditor,,1,REP,Sheila K. REEVES,169,59,101,9
Owen,04 HARRISON,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Owen,04 HARRISON,County Commissioner,2,1,REP,Sam HOBBS,168,56,106,6
Owen,04 HARRISON,County Commissioner,2,1,DEM,No Candidate Filed,0,0,0,0
Owen,04 HARRISON,County Commissioner,3,1,REP,David RISK,159,55,96,8
Owen,04 HARRISON,County Commissioner,3,1,DEM,William L. JENNINGS,28,8,15,5
Owen,04 HARRISON,County Council,,3,REP,Daniel BROWNING,110,42,64,4
Owen,04 HARRISON,County Council,,3,REP,Polly CHESSER,101,38,59,4
Owen,04 HARRISON,County Council,,3,REP,Joe FRYE,92,34,54,4
Owen,04 HARRISON,County Council,,3,DEM,Sandra (Wood) CALVERT,29,9,18,2
Owen,04 HARRISON,County Council,,3,LBT,Dustin COMBS,28,8,20,0
Owen,04 HARRISON,County Council,,3,LBT,Chad VanRYN,30,8,22,0
Owen,04 HARRISON,Spencer Owen County SB,1,1,,Chad COOPER,138,48,86,4
Owen,04 HARRISON,Spencer Owen County SB,4,1,,Rick SMELTZER,113,44,66,3
Owen,04 HARRISON,Spencer Owen County SB,5,2,,Derek MORGAN,91,34,55,2
Owen,04 HARRISON,Spencer Owen County SB,5,2,,Deana L. STICKELS,88,36,49,3
Owen,04 HARRISON,IN Supreme Court-Rush,,1,,Yes,101,38,57,6
Owen,04 HARRISON,IN Supreme Court-Rush,,1,,No,48,14,32,2
Owen,04 HARRISON,IN Supreme Court-Massa,,1,,Yes,95,37,52,6
Owen,04 HARRISON,IN Supreme Court-Massa,,1,,No,52,15,35,2
Owen,04 HARRISON,IN Supreme Court-Molter,,1,,Yes,98,35,57,6
Owen,04 HARRISON,IN Supreme Court-Molter,,1,,No,50,17,31,2
Owen,04 HARRISON,Court of Appeals Dist 1-Foley,,1,,Yes,92,38,50,4
Owen,04 HARRISON,Court of Appeals Dist 1-Foley,,1,,No,52,14,36,2
Owen,04 HARRISON,Court of Appeals Dist 4-Pyle III,,1,,Yes,93,37,52,4
Owen,04 HARRISON,Court of Appeals Dist 4-Pyle III,,1,,No,49,13,34,2
Owen,04 HARRISON,Straight Party,,,DEM,,8,,,
Owen,04 HARRISON,Straight Party,,,REP,,76,,,
Owen,05 JACKSON,Registered Voters,,,,,1250,,,
Owen,05 JACKSON,Ballots Cast,,,,,727,,,
Owen,05 JACKSON,Public Question-Const Amendment,,1,,Yes,317,144,166,7
Owen,05 JACKSON,Public Question-Const Amendment,,1,,No,279,114,146,19
Owen,05 JACKSON,President,,1,REP,Donald J. TRUMP / JD VANCE,617,235,361,21
Owen,05 JACKSON,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,99,44,44,11
Owen,05 JACKSON,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,1,0,1
Owen,05 JACKSON,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,5,1,3,1
Owen,05 JACKSON,President,,1,,Write-In,2,2,0,0
Owen,05 JACKSON,U.S. Senate,,1,REP,Jim BANKS,566,220,327,19
Owen,05 JACKSON,U.S. Senate,,1,DEM,Valerie McCRAY,97,45,39,13
Owen,05 JACKSON,U.S. Senate,,1,LBT,Andrew HORNING,33,7,25,1
Owen,05 JACKSON,U.S. Senate,,1,,Write-In,0,0,0,0
Owen,05 JACKSON,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,511,207,288,16
Owen,05 JACKSON,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,96,41,42,13
Owen,05 JACKSON,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,90,24,63,3
Owen,05 JACKSON,Governor,,1,,Write-In,0,0,0,0
Owen,05 JACKSON,Attorney General,,1,REP,Todd ROKITA,584,227,337,20
Owen,05 JACKSON,Attorney General,,1,DEM,Destiny WELLS,120,49,58,13
Owen,05 JACKSON,U.S. House,8,1,REP,Mark MESSMER,567,225,326,16
Owen,05 JACKSON,U.S. House,8,1,DEM,Erik HURT,100,45,42,13
Owen,05 JACKSON,U.S. House,8,1,LBT,K Richard FITZLAFF,37,8,25,4
Owen,05 JACKSON,U.S. House,8,1,,Write-In,0,0,0,0
Owen,05 JACKSON,State Senate,37,1,REP,Rodric D. BRAY,588,226,341,21
Owen,05 JACKSON,State Senate,37,1,DEM,Kimberly M SCHODIELD,116,52,52,12
Owen,05 JACKSON,State House,4,1,REP,Bob HEATON,584,226,339,19
Owen,05 JACKSON,State House,4,1,DEM,Kurtis J CUMMINGS,110,46,50,14
Owen,05 JACKSON,Judge Of 78th Circuit Court,,1,REP,Donald R. VanDerMOERE II,612,232,357,23
Owen,05 JACKSON,Judge Of 78th Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Owen,05 JACKSON,County Auditor,,1,REP,Sheila K. REEVES,611,232,356,23
Owen,05 JACKSON,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Owen,05 JACKSON,County Commissioner,2,1,REP,Sam HOBBS,622,238,360,24
Owen,05 JACKSON,County Commissioner,2,1,DEM,No Candidate Filed,0,0,0,0
Owen,05 JACKSON,County Commissioner,3,1,REP,David RISK,578,226,332,20
Owen,05 JACKSON,County Commissioner,3,1,DEM,William L. JENNINGS,120,49,59,12
Owen,05 JACKSON,County Council,,3,REP,Daniel BROWNING,375,143,218,14
Owen,05 JACKSON,County Council,,3,REP,Polly CHESSER,304,128,165,11
Owen,05 JACKSON,County Council,,3,REP,Joe FRYE,341,129,196,16
Owen,05 JACKSON,County Council,,3,DEM,Sandra (Wood) CALVERT,108,45,49,14
Owen,05 JACKSON,County Council,,3,LBT,Dustin COMBS,93,40,50,3
Owen,05 JACKSON,County Council,,3,LBT,Chad VanRYN,93,43,47,3
Owen,05 JACKSON,Cloverdale SB,Jackson Twp,1,,No Candidate Filed,0,0,0,0
Owen,05 JACKSON,Cloverdale SB,Cloverdale Twp,3,,Donna FIDLER,359,150,201,8
Owen,05 JACKSON,Cloverdale SB,Cloverdale Twp,3,,Aragon GOULD,214,75,133,6
Owen,05 JACKSON,Cloverdale SB,Cloverdale Twp,3,,Katrina LEWIS,288,120,156,12
Owen,05 JACKSON,Cloverdale SB,Cloverdale Twp,3,,Joe MANN,271,114,144,13
Owen,05 JACKSON,IN Supreme Court-Rush,,1,,Yes,351,137,198,16
Owen,05 JACKSON,IN Supreme Court-Rush,,1,,No,152,61,85,6
Owen,05 JACKSON,IN Supreme Court-Massa,,1,,Yes,352,139,196,17
Owen,05 JACKSON,IN Supreme Court-Massa,,1,,No,144,57,82,5
Owen,05 JACKSON,IN Supreme Court-Molter,,1,,Yes,352,134,202,16
Owen,05 JACKSON,IN Supreme Court-Molter,,1,,No,149,63,80,6
Owen,05 JACKSON,Court of Appeals Dist 1-Foley,,1,,Yes,365,145,204,16
Owen,05 JACKSON,Court of Appeals Dist 1-Foley,,1,,No,137,53,78,6
Owen,05 JACKSON,Court of Appeals Dist 4-Pyle III,,1,,Yes,361,140,204,17
Owen,05 JACKSON,Court of Appeals Dist 4-Pyle III,,1,,No,145,58,81,6
Owen,05 JACKSON,Straight Party,,,DEM,,42,,,
Owen,05 JACKSON,Straight Party,,,REP,,345,,,
Owen,06 JEFFERSON,Registered Voters,,,,,708,,,
Owen,06 JEFFERSON,Ballots Cast,,,,,474,,,
Owen,06 JEFFERSON,Public Question-Const Amendment,,1,,Yes,221,74,141,6
Owen,06 JEFFERSON,Public Question-Const Amendment,,1,,No,196,89,104,3
Owen,06 JEFFERSON,President,,1,REP,Donald J. TRUMP / JD VANCE,374,130,233,11
Owen,06 JEFFERSON,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,90,44,40,6
Owen,06 JEFFERSON,President,,1,LBT,Chase OLIVER / Mike terr MAAT,0,0,0,0
Owen,06 JEFFERSON,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,5,1,4,0
Owen,06 JEFFERSON,President,,1,,Write-In,1,1,0,0
Owen,06 JEFFERSON,U.S. Senate,,1,REP,Jim BANKS,349,127,210,12
Owen,06 JEFFERSON,U.S. Senate,,1,DEM,Valerie McCRAY,80,40,35,5
Owen,06 JEFFERSON,U.S. Senate,,1,LBT,Andrew HORNING,11,4,7,0
Owen,06 JEFFERSON,U.S. Senate,,1,,Write-In,0,0,0,0
Owen,06 JEFFERSON,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,309,110,187,12
Owen,06 JEFFERSON,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,95,44,47,4
Owen,06 JEFFERSON,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,46,20,26,0
Owen,06 JEFFERSON,Governor,,1,,Write-In,0,0,0,0
Owen,06 JEFFERSON,Attorney General,,1,REP,Todd ROKITA,359,127,221,11
Owen,06 JEFFERSON,Attorney General,,1,DEM,Destiny WELLS,95,47,42,6
Owen,06 JEFFERSON,U.S. House,8,1,REP,Mark MESSMER,358,125,221,12
Owen,06 JEFFERSON,U.S. House,8,1,DEM,Erik HURT,78,38,35,5
Owen,06 JEFFERSON,U.S. House,8,1,LBT,K Richard FITZLAFF,14,7,7,0
Owen,06 JEFFERSON,U.S. House,8,1,,Write-In,0,0,0,0
Owen,06 JEFFERSON,State House,4,1,REP,Bob HEATON,379,135,231,13
Owen,06 JEFFERSON,State House,4,1,DEM,Kurtis J CUMMINGS,68,35,29,4
Owen,06 JEFFERSON,Judge Of 78th Circuit Court,,1,REP,Donald R. VanDerMOERE II,390,141,239,10
Owen,06 JEFFERSON,Judge Of 78th Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Owen,06 JEFFERSON,County Auditor,,1,REP,Sheila K. REEVES,389,139,240,10
Owen,06 JEFFERSON,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Owen,06 JEFFERSON,County Commissioner,2,1,REP,Sam HOBBS,405,143,249,13
Owen,06 JEFFERSON,County Commissioner,2,1,DEM,No Candidate Filed,0,0,0,0
Owen,06 JEFFERSON,County Commissioner,3,1,REP,David RISK,354,128,215,11
Owen,06 JEFFERSON,County Commissioner,3,1,DEM,William L. JENNINGS,95,43,47,5
Owen,06 JEFFERSON,County Council,,3,REP,Daniel BROWNING,271,97,166,8
Owen,06 JEFFERSON,County Council,,3,REP,Polly CHESSER,252,86,159,7
Owen,06 JEFFERSON,County Council,,3,REP,Joe FRYE,248,93,149,6
Owen,06 JEFFERSON,County Council,,3,DEM,Sandra (Wood) CALVERT,95,45,46,4
Owen,06 JEFFERSON,County Council,,3,LBT,Dustin COMBS,38,20,17,1
Owen,06 JEFFERSON,County Council,,3,LBT,Chad VanRYN,46,24,22,0
Owen,06 JEFFERSON,Spencer Owen County SB,1,1,,Chad COOPER,306,112,187,7
Owen,06 JEFFERSON,Spencer Owen County SB,4,1,,Rick SMELTZER,309,120,182,7
