county,office,district,candidate,party,votes
Daviess,Governor,,Velko Kapetanov,Independent,4
Daviess,Attorney General,,Joseph H Hogsett,Democratic,3335
Daviess,Attorney General,,Aaron T Milewski,Libertarian,184
Daviess,Attorney General,,Steve Carter,Republican,6604
Daviess,Superintendent Of Public Instruction,,Susan Williams,Democratic,3168
Daviess,Superintendent Of Public Instruction,,Joe Hauptmann,Libertarian,264
Daviess,Superintendent Of Public Instruction,,Suellen Reed,Republican,6521
Daviess,U.S. House,8,Jon P Jennings,Democratic,2935
Daviess,U.S. House,8,Mark Garvin,Libertarian,151
Daviess,U.S. House,8,John N Hostettler,Republican,7345
Daviess,State House,45,Alan B Chowning,Democratic,558
Daviess,State House,45,Bruce A Borders,Republican,1565
Daviess,State House,62,Jerry L Denbo,Democratic,0
Daviess,State House,62,Janie Craig Chenault,Republican,0
Daviess,State House,63,Dave Crooks,Democratic,4002
Daviess,State House,63,Paul R Mcfeaters,Republican,3784
Daviess,County Recorder,Daviess County,Rita E Ducharme,Democratic,3856
Daviess,County Recorder,Daviess County,Marcella Flint,Republican,6424
Daviess,County Treasurer,Daviess County,Joyce E Goodwin,Republican,8125
Daviess,County Coroner,Daviess County,Scott L Fleck,Democratic,3060
Daviess,County Coroner,Daviess County,Dr Stephen Cullen,Republican,7233
