county,precinct,office,district,candidate,party,early_voting,election_day,vote
Gibson,UNI2,Straight Party,,Democratic Party,,14,22,36
Gibson,UNI3,Straight Party,,Democratic Party,,22,20,42
Gibson,UNI4,Straight Party,,Democratic Party,,13,27,40
Gibson,WAS1,Straight Party,,Democratic Party,,11,13,24
Gibson,WR1,Straight Party,,Democratic Party,,11,29,40
Gibson,WR2,Straight Party,,Democratic Party,,7,9,16
Gibson,Total,Straight Party,,Democratic Party,,509,725,1234
Gibson,Federal,Straight Party,,Libertarian Party,,0,0,0
Gibson,BAR1,Straight Party,,Libertarian Party,,0,2,2
Gibson,BAR2,Straight Party,,Libertarian Party,,0,1,1
Gibson,CTRL,Straight Party,,Libertarian Party,,0,3,3
Gibson,COL1,Straight Party,,Libertarian Party,,0,0,0
Gibson,COL2,Straight Party,,Libertarian Party,,2,2,4
Gibson,COL5,Straight Party,,Libertarian Party,,1,5,6
Gibson,JON1,Straight Party,,Libertarian Party,,3,1,4
Gibson,JON2,Straight Party,,Libertarian Party,,0,1,1
Gibson,JON3,Straight Party,,Libertarian Party,,0,0,0
Gibson,MON1,Straight Party,,Libertarian Party,,1,2,3
Gibson,MON2,Straight Party,,Libertarian Party,,1,3,4
Gibson,WAB1,Straight Party,,Libertarian Party,,0,0,0
Gibson,MON3,Straight Party,,Libertarian Party,,0,8,8
Gibson,PAT1,Straight Party,,Libertarian Party,,0,3,3
Gibson,PAT2,Straight Party,,Libertarian Party,,1,1,2
Gibson,PAT3,Straight Party,,Libertarian Party,,1,1,2
Gibson,PAT4,Straight Party,,Libertarian Party,,1,0,1
Gibson,PAT5,Straight Party,,Libertarian Party,,0,1,1
Gibson,PAT6,Straight Party,,Libertarian Party,,1,2,3
Gibson,PAT7,Straight Party,,Libertarian Party,,1,4,5
Gibson,PAT8,Straight Party,,Libertarian Party,,0,3,3
Gibson,PAT9,Straight Party,,Libertarian Party,,1,1,2
Gibson,PAT11,Straight Party,,Libertarian Party,,0,0,0
Gibson,PAT12,Straight Party,,Libertarian Party,,0,2,2
Gibson,PAT13,Straight Party,,Libertarian Party,,1,0,1
Gibson,PAT14,Straight Party,,Libertarian Party,,2,1,3
Gibson,PAT15,Straight Party,,Libertarian Party,,0,0,0
Gibson,UNI1,Straight Party,,Libertarian Party,,1,0,1
Gibson,UNI2,Straight Party,,Libertarian Party,,0,0,0
Gibson,UNI3,Straight Party,,Libertarian Party,,0,1,1
Gibson,UNI4,Straight Party,,Libertarian Party,,0,0,0
Gibson,WAS1,Straight Party,,Libertarian Party,,0,3,3
Gibson,WR1,Straight Party,,Libertarian Party,,1,5,6
Gibson,WR2,Straight Party,,Libertarian Party,,0,0,0
Gibson,Total,Straight Party,,Libertarian Party,,19,56,75
Gibson,Federal,Straight Party,,Cast Votes,,0,0,0
Gibson,BAR1,Straight Party,,Cast Votes,,23,90,113
Gibson,BAR2,Straight Party,,Cast Votes,,22,72,94
Gibson,CTRL,Straight Party,,Cast Votes,,57,129,186
Gibson,COL1,Straight Party,,Cast Votes,,27,99,126
Gibson,COL2,Straight Party,,Cast Votes,,34,75,109
Gibson,COL5,Straight Party,,Cast Votes,,56,118,174
Gibson,JON1,Straight Party,,Cast Votes,,61,190,251
Gibson,JON2,Straight Party,,Cast Votes,,58,168,226
Gibson,JON3,Straight Party,,Cast Voles:,,49,174,223
Gibson,MON1,Straight Party,,Cast Votes,,64,109,173
Gibson,MON2,Straight Party,,Cast Votes,,58,143,201
Gibson,WAB1,Straight Party,,Cast Votes,,0,2,2
Gibson,MON3,Straight Party,,Cast Votes,,26,127,153
Gibson,PAT1,Straight Party,,Cast Votes,,59,87,146
Gibson,PAT2,Straight Party,,Cast Votes-,,16,30,46
Gibson,PAT3,Straight Party,,Cast Votes,,82,82,164
Gibson,PAT4,Straight Party,,Cast Votes,,37,46,83
Gibson,PAT5,Straight Party,,Cast Votes,,22,25,47
Gibson,PAT6,Straight Party,,Cast Votes-,,29,26,55
Gibson,PAT7,Straight Party,,Cast Votes,,76,83,159
Gibson,PAT8,Straight Party,,Cast Votes,,23,24,47
Gibson,PAT9,Straight Party,,Cast Votes,,57,70,127
Gibson,PAT11,Straight Party,,Cast Votes,,49,35,84
Gibson,PAT12,Straight Party,,Cast Votes,,37,47,84
Gibson,PAT13,Straight Party,,Cast Votes,,72,69,141
Gibson,PAT14,Straight Party,,Cast Votes,,60,64,124
Gibson,PAT15,Straight Party,,Cast Votes,,28,27,55
Gibson,UNI1,Straight Party,,Cast Voles:,,52,160,212
Gibson,UNI2,Straight Party,,Cast Votes,,35,102,137
Gibson,UNI3,Straight Party,,Cast Votes,,52,110,162
Gibson,UNI4,Straight Party,,Cast Voles:,,30,69,99
Gibson,WAS1,Straight Party,,Cast Votes,,37,92,129
Gibson,WR1,Straight Party,,Cast Votes,,32,96,128
Gibson,WR2,Straight Party,,Cast Votes,,15,36,51
Gibson,Total,Straight Party,,Cast Votes,,1435,2876,4311
Gibson,Federal,U.S. Senate,,MIKE BRAUN,,0,0,0
Gibson,BAR1,U.S. Senate,,MIKE BRAUN,,35,183,218
Gibson,BAR2,U.S. Senate,,MIKE BRAUN,,23,168,191
Gibson,CTRL,U.S. Senate,,MIKE BRAUN,,94,287,381
Gibson,COL1,U.S. Senate,,MIKE BRAUN,,36,163,199
Gibson,COL2,U.S. Senate,,MIKE BRAUN,,31,119,150
Gibson,COL5,U.S. Senate,,MIKE BRAUN,,88,257,345
Gibson,JON1,U.S. Senate,,MIKE BRAUN,,94,401,495
Gibson,JON2,U.S. Senate,,MIKE BRAUN,,79,383,462
Gibson,JON3,U.S. Senate,,MIKE BRAUN,,75,374,449
Gibson,MON1,U.S. Senate,,MIKE BRAUN,,97,271,368
Gibson,MON2,U.S. Senate,,MIKE BRAUN,,85,317,402
Gibson,WAB1,U.S. Senate,,MIKE BRAUN,,1,6,7
Gibson,MON3,U.S. Senate,,MIKE BRAUN,,49,199,248
Gibson,PAT1,U.S. Senate,,MIKE BRAUN,,113,176,289
Gibson,PAT2,U.S. Senate,,MIKE BRAUN,,15,49,64
Gibson,PAT3,U.S. Senate,,MIKE BRAUN,,76,127,203
Gibson,PAT4,U.S. Senate,,MIKE BRAUN,,48,67,115
Gibson,PAT5,U.S. Senate,,MIKE BRAUN,,23,61,84
Gibson,PAT6,U.S. Senate,,MIKE BRAUN,,43,50,93
Gibson,PAT7,U.S. Senate,,MIKE BRAUN,,100,135,235
Gibson,PAT8,U.S. Senate,,MIKE BRAUN,,24,38,62
Gibson,PAT9,U.S. Senate,,MIKE BRAUN,,127,155,282
Gibson,PAT11,U.S. Senate,,MIKE BRAUN,,77,116,193
Gibson,PAT12,U.S. Senate,,MIKE BRAUN,,40,121,161
Gibson,PAT13,U.S. Senate,,MIKE BRAUN,,152,198,350
Gibson,PAT14,U.S. Senate,,MIKE BRAUN,,85,112,197
Gibson,PAT15,U.S. Senate,,MIKE BRAUN,,34,50,84
Gibson,UNI1,U.S. Senate,,MIKE BRAUN,,87,273,360
Gibson,UNI2,U.S. Senate,,MIKE BRAUN,,48,187,235
Gibson,UNI3,U.S. Senate,,MIKE BRAUN,,80,240,320
Gibson,UNI4,U.S. Senate,,MIKE BRAUN,,36,115,151
Gibson,WAS1,U.S. Senate,,MIKE BRAUN,,66,200,266
Gibson,WR1,U.S. Senate,,MIKE BRAUN,,66,195,261
Gibson,WR2,U.S. Senate,,MIKE BRAUN,,20,100,120
Gibson,Total,U.S. Senate,,MIKE BRAUN,,2147,5893,8040
Gibson,Federal,U.S. Senate,,JOE DONNELLY,,0,0,0
Gibson,BAR1,U.S. Senate,,JOE DONNELLY,,18,102,120
Gibson,BAR2,U.S. Senate,,JOE DONNELLY,,20,73,93
Gibson,CTRL,U.S. Senate,,JOE DONNELLY,,48,127,175
Gibson,COL1,U.S. Senate,,JOE DONNELLY,,27,102,129
Gibson,COL2,U.S. Senate,,JOE DONNELLY,,27,97,124
Gibson,COL5,U.S. Senate,,JOE DONNELLY,,58,140,198
Gibson,JON1,U.S. Senate,,JOE DONNELLY,,46,171,217
Gibson,JON2,U.S. Senate,,JOE DONNELLY,,46,105,151
Gibson,JON3,U.S. Senate,,JOE DONNELLY,,42,131,173
Gibson,MON1,U.S. Senate,,JOE DONNELLY,,36,83,119
Gibson,MON2,U.S. Senate,,JOE DONNELLY,,50,107,157
Gibson,WAB1,U.S. Senate,,JOE DONNELLY,,0,4,4
Gibson,MON3,U.S. Senate,,JOE DONNELLY,,37,98,135
Gibson,PAT1,U.S. Senate,,JOE DONNELLY,,61,80,141
Gibson,PAT2,U.S. Senate,,JOE DONNELLY,,19,28,47
Gibson,PAT3,U.S. Senate,,JOE DONNELLY,,83,57,140
Gibson,PAT4,U.S. Senate,,JOE DONNELLY,,29,39,68
Gibson,PAT5,U.S. Senate,,JOE DONNELLY,,29,34,63
Gibson,PAT6,U.S. Senate,,JOE DONNELLY,,19,24,43
Gibson,PAT7,U.S. Senate,,JOE DONNELLY,,86,82,168
Gibson,PAT8,U.S. Senate,,JOE DONNELLY,,29,40,69
Gibson,PAT9,U.S. Senate,,JOE DONNELLY,,47,51,98
Gibson,PAT11,U.S. Senate,,JOE DONNELLY,,56,62,118
Gibson,PAT12,U.S. Senate,,JOE DONNELLY,,45,67,112
Gibson,PAT13,U.S. Senate,,JOE DONNELLY,,63,64,127
Gibson,PAT14,U.S. Senate,,JOE DONNELLY,,60,63,123
Gibson,PAT15,U.S. Senate,,JOE DONNELLY,,32,21,53
Gibson,UNI1,U.S. Senate,,JOE DONNELLY,,49,130,179
Gibson,UNI2,U.S. Senate,,JOE DONNELLY,,37,66,103
Gibson,UNI3,U.S. Senate,,JOE DONNELLY,,64,113,177
Gibson,UNI4,U.S. Senate,,JOE DONNELLY,,29,75,104
Gibson,WAS1,U.S. Senate,,JOE DONNELLY,,30,49,79
Gibson,WR1,U.S. Senate,,JOE DONNELLY,,37,105,142
Gibson,WR2,U.S. Senate,,JOE DONNELLY,,11,41,52
Gibson,Total,U.S. Senate,,JOE DONNELLY,,1370,2631,4001
Gibson,Federal,U.S. Senate,,LUCY M. BRENTON,,0,0,0
Gibson,BAR1,U.S. Senate,,LUCY M. BRENTON,,3,8,11
Gibson,BAR2,U.S. Senate,,LUCY M. BRENTON,,1,5,6
Gibson,CTRL,U.S. Senate,,LUCY M. BRENTON,,5,24,29
Gibson,COL1,U.S. Senate,,LUCY M. BRENTON,,2,13,15
Gibson,COL2,U.S. Senate,,LUCY M. BRENTON,,2,9,11
Gibson,COL5,U.S. Senate,,LUCY M. BRENTON,,4,16,20
Gibson,JON1,U.S. Senate,,LUCY M. BRENTON,,3,18,21
Gibson,JON2,U.S. Senate,,LUCY M. BRENTON,,4,14,18
Gibson,JON3,U.S. Senate,,LUCY M. BRENTON,,2,12,14
Gibson,MON1,U.S. Senate,,LUCY M. BRENTON,,4,14,18
Gibson,MON2,U.S. Senate,,LUCY NC BRENTON,,3,21,24
Gibson,WAB1,U.S. Senate,,LUCY M. BRENTON,,0,1,1
Gibson,MON3,U.S. Senate,,LUCY M. BRENTON,,2,15,17
Gibson,PAT1,U.S. Senate,,LUCY M. BRENTON,,7,9,16
Gibson,PAT2,U.S. Senate,,LUCY M. BRENTON,,2,2,4
Gibson,PAT3,U.S. Senate,,LUCY M. BRENTON,,7,11,18
Gibson,PAT4,U.S. Senate,,LUCY M. BRENTON,,2,7,9
Gibson,PAT5,U.S. Senate,,LUCY M. BRENTON,,3,6,9
Gibson,PAT6,U.S. Senate,,LUCY M. BRENTON,,2,5,7
Gibson,PAT7,U.S. Senate,,LUCY M. BRENTON,,8,16,24
Gibson,PAT8,U.S. Senate,,LUCY M. BRENTON,,0,5,5
Gibson,PAT9,U.S. Senate,,LUCY M. BRENTON,,2,8,10
Gibson,PAT11,U.S. Senate,,LUCY M. BRENTON,,3,8,11
Gibson,PAT12,U.S. Senate,,LUCY M. BRENTON,,0,7,7
Gibson,PAT13,U.S. Senate,,LUCY M. BRENTON,,5,7,12
Gibson,PAT14,U.S. Senate,,LUCY M. BRENTON,,7,5,12
Gibson,PAT15,U.S. Senate,,LUCY M. BRENTON,,2,3,5
Gibson,UNI1,U.S. Senate,,LUCY M. BRENTON,,3,19,22
Gibson,UNI2,U.S. Senate,,LUCY M. BRENTON,,1,14,15
Gibson,UNI3,U.S. Senate,,LUCY M. BRENTON,,4,11,15
Gibson,UNI4,U.S. Senate,,LUCY M. BRENTON,,5,11,16
Gibson,WAS1,U.S. Senate,,LUCY M. BRENTON,,3,8,11
Gibson,WR1,U.S. Senate,,LUCY M. BRENTON,,3,19,22
Gibson,WR2,U.S. Senate,,"LUCY M, BRENTON",,2,14,16
Gibson,Total,U.S. Senate,,LUCY M. BRENTON,,106,365,471
Gibson,Federal,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,BAR1,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,BAR2,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,CTRL,U.S. Senate,,Nathan Altman (VV),,0,0,0
Gibson,COL1,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,COL2,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,COL5,U.S. Senate,,Nathan Altman ON),,0,0,0
Gibson,JON1,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,JON2,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,JON3,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,MON1,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,MON2,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,WAB1,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,MON3,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT1,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT2,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT3,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT4,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT5,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT6,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT7,U.S. Senate,,Nathan Altman (V,,0,0,0
Gibson,PAT8,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT9,U.S. Senate,,Nathan Altman (N),,0,0,0
Gibson,PAT11,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT12,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT13,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,PAT14,U.S. Senate,,Nathan Altman (W),,0,1,1
Gibson,PAT15,U.S. Senate,,Nathan Altman (N),,0,0,0
Gibson,UNI1,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,UNI2,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,UNI3,U.S. Senate,,Nathan Altman (VV),,0,0,0
Gibson,UNI4,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,WAS1,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,WR1,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,WR2,U.S. Senate,,Nathan Altman (W),,0,0,0
Gibson,Total,U.S. Senate,,Nathan Altman (W),,0,1,1
Gibson,Federal,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,BAR1,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,BAR2,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,CTRL,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,COL1,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,COL2,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,COL5,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,JON1,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,JON2,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,JON3,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,MON1,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,MON2,U.S. Senate,,Christopher Fischer (V,,0,0,0
Gibson,WAB1,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,MON3,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT1,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT2,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT3,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT4,U.S. Senate,,Christopher Fischer (VV),,0,0,0
Gibson,PAT5,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT6,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT7,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT8,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT9,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT11,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT12,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT13,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,PAT14,U.S. Senate,,Christopher Fischer (VV),,0,0,0
Gibson,PAT15,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,UNI1,U.S. Senate,,Christopher Fischer (VV),,0,0,0
Gibson,UNI2,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,UNI3,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,UNI4,U.S. Senate,,Christopher Fischer {V,,0,0,0
Gibson,WAS1,U.S. Senate,,Christopher Fischer (N),,0,0,0
Gibson,WR1,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,WR2,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,Total,U.S. Senate,,Christopher Fischer (W),,0,0,0
Gibson,Federal,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,BAR1,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,BAR2,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,CTRL,U.S. Senate,,James L. Johnson Jr. (VV),,0,0,0
Gibson,COL1,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,COL2,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,COL5,U.S. Senate,,James L Johnson Jr. (W),,0,0,0
Gibson,JON1,U.S. Senate,,James L. Johnson Jr. {V,,0,0,0
Gibson,JON2,U.S. Senate,,James L. Johnson Jr. (VV),,0,0,0
Gibson,JON3,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,MON1,U.S. Senate,,James L. Johnson Jr. (VV),,0,0,0
Gibson,MON2,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,WAB1,U.S. Senate,,James L. Johnson Jr. (Vs.1),,0,0,0
Gibson,MON3,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,PAT1,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,PAT2,U.S. Senate,,James L. Johnson Jr. (VV),,0,0,0
Gibson,PAT3,U.S. Senate,,James L. Johnson Jr. (VV),,0,0,0
Gibson,PAT4,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,PAT5,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,PAT6,U.S. Senate,,James L. Johnson Jr. (V,,0,0,0
Gibson,PAT7,U.S. Senate,,"James L, Johnson Jr. (VV)",,0,0,0
Gibson,PAT8,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,PAT9,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,PAT11,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,PAT12,U.S. Senate,,"James L. Johnson Jr, (W)",,0,0,0
Gibson,PAT13,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,PAT14,U.S. Senate,,"James L. Johnson Jr, (W)",,0,0,0
Gibson,PAT15,U.S. Senate,,James L Johnson Jr. (W),,0,0,0
Gibson,UNI1,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,UNI2,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,UNI3,U.S. Senate,,James L. Johnson Jr. (UV),,0,0,0
Gibson,UNI4,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,WAS1,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,WR1,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,WR2,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,Total,U.S. Senate,,James L. Johnson Jr. (W),,0,0,0
Gibson,Federal,U.S. Senate,,Cast Votes,,0,0,0
Gibson,BAR1,U.S. Senate,,Cast Votes,,56,293,349
Gibson,BAR2,U.S. Senate,,Cast Votes,,44,246,290
Gibson,CTRL,U.S. Senate,,Cast Votes,,147,438,585
Gibson,COL1,U.S. Senate,,Cast Votes,,65,278,343
Gibson,COL2,U.S. Senate,,Cast Votes,,60,225,285
Gibson,COL5,U.S. Senate,,Cast Votes,,150,413,563
Gibson,JON1,U.S. Senate,,Cast Votes,,143,590,733
Gibson,JON2,U.S. Senate,,Cast Votes,,129,502,631
Gibson,JON3,U.S. Senate,,Cast Votes,,119,517,636
Gibson,MON1,U.S. Senate,,Cast Votes,,137,368,505
Gibson,MON2,U.S. Senate,,Cast Votes,,138,445,583
Gibson,WAB1,U.S. Senate,,Cast Votes,,1,11,12
Gibson,MON3,U.S. Senate,,Cast Votes,,88,312,400
Gibson,PAT1,U.S. Senate,,Cast Votes,,181,265,446
Gibson,PAT2,U.S. Senate,,Cast Votes,,36,79,115
Gibson,PAT3,U.S. Senate,,Cast Votes,,166,195,361
Gibson,PAT4,U.S. Senate,,Cast Voles:,,79,113,192
Gibson,PAT5,U.S. Senate,,Cast Votes,,55,101,156
Gibson,PAT6,U.S. Senate,,Cast Votes,,64,79,143
