county,office,district,candidate,party,votes
Carroll,U.S. House,4,Rick Cornstuble,Democratic,0
Carroll,U.S. House,4,Darin S. Kinser,Democratic,0
Carroll,U.S. House,4,David Sanders,Democratic,0
Carroll,U.S. House,4,Steve Buyer,Republican,0
Carroll,U.S. House,4,Mike Campbell,Republican,0
Carroll,State House,25,Jeb Bardon,Democratic,0
Carroll,Judge Of The Circuit Court,Carroll 74Th Circuit,Don Currie,Republican,2735
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,Robert T. Ives,Republican,1279
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,Tricia L. Thompson,Republican,2061
Cass,U.S. Senator,,Richard G. Lugar,Republican,3932
Cass,U.S. House,4,Rick Cornstuble,Democratic,0
Cass,U.S. House,4,Darin S. Kinser,Democratic,0
Cass,U.S. House,4,David Sanders,Democratic,0
Cass,U.S. House,4,Steve Buyer,Republican,0
Cass,U.S. House,4,Mike Campbell,Republican,0
Cass,State House,23,J. Christopher Rahe,Democratic,0
Cass,State House,23,William C. Friend,Republican,0
Cass,Judge Of The Circuit Court,Cass 29Th Circuit,Robert Leirer Justice,Republican,1473
Cass,Judge Of The Circuit Court,Cass 29Th Circuit,Patrick E. Mcnarny,Republican,843
Cass,Judge Of The Circuit Court,Cass 29Th Circuit,Sheryl M. Pherson,Republican,1900
Cass,Judge Of The Superior Court,"Cass County, Court 2",Rick Maughmer,Republican,3697
Cass,Prosecuting Attorney,Cass 29Th Circuit,Kevin S. Enyeart,Republican,3625
Clark,U.S. Senator,,Richard G. Lugar,Republican,2349
Clark,U.S. House,9,Gretchen Clearwater,Democratic,1802
Clark,U.S. House,9,Baron P. Hill,Democratic,11093
Clark,U.S. House,9,John (Cosmo) Hockersmith,Democratic,489
Clark,U.S. House,9,Lendall B. Terry,Democratic,509
Clark,U.S. House,9,Sam Schultz,Republican,263
Clark,U.S. House,9,Mike Sodrel,Republican,2324
Clark,State Senator,45,James (Jim) Lewis,Democratic,4906
Clark,State Senator,45,Steve Meyer,Democratic,3280
Clark,State Senator,45,Floyd Coates,Republican,1195
Clark,State Senator,45,Ryan Bergman,Republican,837
Clark,State House,66,Terry Goodin,Democratic,2222
Clark,State House,66,Christopher L. Byrd,Republican,442
Clark,State House,66,James R. Mcclure Jr.,Republican,275
Clark,State House,66,Steven R. Stemler,Republican,4207
Clark,State House,66,Greg Marquart,Republican,309
Clark,State House,66,Joe Theobald,Republican,978
Clark,Judge Of The Superior Court,"Clark County, No. 1",Vicki Carmichael,Democratic,7963
Clark,Judge Of The Superior Court,"Clark County, No. 1",Jerome F. (Jerry) Jacobi,Democratic,6768
Clark,Judge Of The Superior Court,"Clark County, No. 1",Steven P. (Steve) Langdon,Republican,2109
Clark,Prosecuting Attorney,Clark 4Th Circuit,Steven D. Stewart,Democratic,11129
Clay,U.S. Senator,,Richard G. Lugar,Republican,1714
Clay,U.S. House,8,Brad Ellsworth,Democratic,1841
Clay,U.S. House,8,John N. Hostettler,Republican,1484
Clay,State Senator,38,Timothy D. (Tim) Skinner,Democratic,0
Clay,State Senator,38,John M. Waterman,Republican,464
Clay,State House,42,F. Dale Grubb,Democratic,0
Clay,State House,42,Jeffrey Mccoy,Republican,0
Clay,State House,42,Reid Dallas,Republican,405
Clay,Judge Of The Circuit Court,Clay 13Th Circuit,Joseph Dom Trout,Democratic,2114
Clay,Judge Of The Circuit Court,Clay 13Th Circuit,Robert Alex Pell,Republican,1615
Clay,Judge Of The Superior Court,Clay County,J. Blaine Akers,Democratic,2179
Clay,Prosecuting Attorney,Clay 13Th Circuit,"B. Lee Reberger, Jr.",Republican,1624
Clinton,U.S. Senator,,Richard G. Lugar,Republican,3459
Clinton,U.S. House,4,Rick Cornstuble,Democratic,281
Clinton,U.S. House,4,Darin S. Kinser,Democratic,190
Clinton,U.S. House,4,David Sanders,Democratic,501
Clinton,U.S. House,4,Steve Buyer,Republican,2827
Clinton,U.S. House,4,Mike Campbell,Republican,811
Clinton,State Senator,21,Jeff Drozda,Republican,0
Clinton,State House,25,Jeb Bardon,Democratic,0
Clinton,Judge Of The Circuit Court,Clinton 45Th Circuit,Linley E. Pearson,Republican,3486
Clinton,Prosecuting Attorney,Clinton 45Th Circuit,Louis D. Evans,Democratic,849
Clinton,Prosecuting Attorney,Clinton 45Th Circuit,Anthony J. Sommer,Republican,2015
Clinton,Prosecuting Attorney,Clinton 45Th Circuit,F. Scott Stuard,Republican,1692
Crawford,U.S. Senator,,Richard G. Lugar,Republican,490
Crawford,U.S. House,8,Brad Ellsworth,Democratic,0
Crawford,U.S. House,8,John N. Hostettler,Republican,0
Crawford,U.S. House,8,Baron P. Hill,Republican,1671
Crawford,U.S. House,8,John (Cosmo) Hockersmith,Republican,112
Crawford,U.S. House,8,Lendall B. Terry,Republican,107
Crawford,U.S. House,8,Sam Schultz,Republican,131
Crawford,U.S. House,8,Mike Sodrel,Republican,438
Crawford,State Senator,47,"Richard D. Young, Jr.",Democratic,1970
Crawford,State Senator,47,Brian C. Thomas,Republican,394
Crawford,State House,74,Russ Stilwell,Democratic,0
Crawford,State House,74,Steven Mcbrian,Republican,0
Crawford,Prosecuting Attorney,Crawford 77Th Circuit,Cheryl Hillenburg,Democratic,1467
Crawford,Prosecuting Attorney,Crawford 77Th Circuit,Jimmie L. Montgomery,Democratic,990
Daviess,U.S. Senator,,Richard G. Lugar,Republican,2375
Daviess,U.S. House,8,Brad Ellsworth,Democratic,576
Daviess,U.S. House,8,John N. Hostettler,Republican,2315
Daviess,State Senator,39,Steven M. Thais,Democratic,147
Daviess,State Senator,39,John M. Waterman,Republican,701
Daviess,State House,45,Mike Bledsoe,Democratic,130
Daviess,State House,45,Bruce Alan Borders,Republican,800
Daviess,State House,45,Donald O. Patton,Republican,0
Daviess,State House,45,Gale Edward Timberlake Ii,Republican,0
Daviess,State House,45,Ron Arnold,Republican,1200
Daviess,Prosecuting Attorney,Daviess 49Th Circuit,G. Byron Overton,Republican,2264
Dearborn,U.S. Senator,,Richard G. Lugar,Republican,3353
Dearborn,U.S. House,6,Ralph Spelbring,Democratic,68
Dearborn,U.S. House,6,Barry A. Welsh,Democratic,100
Dearborn,U.S. House,6,George T. Holland,Republican,340
Dearborn,U.S. House,6,Mike Pence,Republican,854
Dearborn,State Senator,27,Allen E. Paul,Republican,0
Dearborn,State Senator,27,R. Bruce Wissel,Republican,0
Dearborn,State Senator,27,Johnny Nugent,Republican,3469
Dearborn,State House,67,Cleo Duncan,Republican,0
Dearborn,State House,67,Bill Ullrich,Republican,1891
Dearborn,Judge Of The Superior Court,"Dearborn County, No. 2",Sally A. Blankenship,Republican,3152
Dearborn,Prosecuting Attorney,Dearborn & Ohio7Th Cir.,Aaron Negangard,Republican,3168
Decatur,U.S. Senator,,Richard G. Lugar,Republican,2771
Decatur,U.S. House,6,Ralph Spelbring,Democratic,157
Decatur,U.S. House,6,Barry A. Welsh,Democratic,405
Decatur,U.S. House,6,George T. Holland,Republican,428
Decatur,U.S. House,6,Mike Pence,Republican,2463
Decatur,State Senator,43,Lane A. Siekman,Democratic,0
Decatur,State Senator,43,Johnny Nugent,Republican,0
Decatur,State House,55,Dale E. Lanning,Democratic,0
Decatur,State House,55,T. Scott Bevington,Republican,0
Decatur,State House,55,Tom Knollman,Republican,0
Decatur,Judge Of The Circuit Court,Decatur 69Th Circuit,John A. Westhafer,Republican,2698
Decatur,Prosecuting Attorney,Decatur 69Th Circuit,William O. Smith,Democratic,525
DeKalb,U.S. Senator,,Richard G. Lugar,Republican,3702
DeKalb,U.S. House,3,Kevin Boyd,Democratic,179
DeKalb,U.S. House,3,Thomas Hayhurst,Democratic,727
DeKalb,U.S. House,3,Thomas Allen Schrader,Democratic,120
DeKalb,U.S. House,3,Edward W. Smith,Democratic,103
DeKalb,U.S. House,3,William Larsen,Republican,1341
DeKalb,U.S. House,3,Mark Edward Souder,Republican,2960
DeKalb,State Senator,14,Dennis K. Kruse,Republican,3684
DeKalb,State House,52,Dennis Rorick,Democratic,233
DeKalb,State House,52,Marlin A. Stutzman,Republican,481
DeKalb,Judge Of The Superior Court,"Dekalb County, Court 2",Monte L. Brown,Republican,3681
DeKalb,Prosecuting Attorney,Dekalb 75Th Circuit,Gregory J. Kenner,Republican,1970
DeKalb,Prosecuting Attorney,Dekalb 75Th Circuit,Claramary Winebrenner,Republican,2481
Delaware,U.S. Senator,,Richard G. Lugar,Republican,6445
Delaware,U.S. House,6,Ralph Spelbring,Democratic,2468
Delaware,U.S. House,6,Barry A. Welsh,Democratic,5318
Delaware,U.S. House,6,George T. Holland,Republican,669
Delaware,U.S. House,6,Mike Pence,Republican,5827
Delaware,State Senator,25,Tim Lanane,Democratic,0
Delaware,State Senator,25,Dan Dykes,Republican,0
Delaware,State Senator,25,Sue Errington,Republican,4508
Delaware,State Senator,25,Steven L. Graves,Republican,3419
Delaware,State Senator,25,Andrew Stillman Phipps,Republican,5782
Delaware,State House,31,Larry R. Hile,Democratic,0
Delaware,State House,31,Timothy W. Harris,Republican,0
Delaware,State House,31,Bill J. Davis,Republican,1030
Delaware,State House,31,Adrian Leavell,Republican,1776
Delaware,State House,31,L. Jack Lutz,Republican,2825
Delaware,Judge Of The Circuit Court,Delaware Ct. 246Th Cir.,Richard A. Dailey,Democratic,8867
Delaware,Prosecuting Attorney,Delaware 46Th Circuit,Mark R. Mckinney,Democratic,8860
Delaware,Prosecuting Attorney,Delaware 46Th Circuit,Mark A. Delgado,Republican,5336
Dubois,U.S. Senator,,Richard G. Lugar,Republican,820
Dubois,U.S. House,8,Brad Ellsworth,Democratic,0
Dubois,U.S. House,8,John N. Hostettler,Republican,0
Dubois,State Senator,47,"Richard D. Young, Jr.",Democratic,1422
Dubois,State Senator,47,Brian C. Thomas,Republican,255
Dubois,State House,63,Dave Crooks,Democratic,2134
Dubois,State House,63,Ron Arnold,Republican,376
Dubois,State House,63,Steven Mcbrian,Republican,197
Dubois,Prosecuting Attorney,Dubois 57Th Circuit,Michael A. Fritch,Democratic,3650
Elkhart,U.S. Senator,,Richard G. Lugar,Republican,11500
Elkhart,U.S. House,2,Joe Donnelly,Democratic,2136
Elkhart,U.S. House,2,Steve Francis,Democratic,599
Elkhart,U.S. House,2,Chris Chocola,Republican,3394
Elkhart,U.S. House,2,Tony Zirkle,Republican,1587
Elkhart,State Senator,11,Patricia A. (Pat) Mcquade,Democratic,1240
Elkhart,State Senator,11,Joe Zakas,Republican,2749
Elkhart,State House,21,Robert Kovach,Democratic,862
Elkhart,State House,21,Jackie Walorski,Republican,1806
Elkhart,State House,21,Larry E. Rensberger,Republican,0
Elkhart,State House,21,William J. (Bill) Ruppel,Republican,0
Elkhart,State House,21,Timothy Neese,Republican,2557
Elkhart,State House,21,Lorell Nihart,Republican,1075
Elkhart,Judge Of The Superior Court,"Elkhart County, No. 2",Stephen R. Bowers,Republican,7097
Elkhart,Judge Of The Superior Court,"Elkhart County, No. 2",Stephen E. Platt,Republican,5299
Elkhart,Prosecuting Attorney,Elkhart 34Th Circuit,"Curtis T. Hill, Jr.",Republican,11056
Fayette,U.S. Senator,,Richard G. Lugar,Republican,1460
Fayette,U.S. House,6,Ralph Spelbring,Democratic,494
Fayette,U.S. House,6,Barry A. Welsh,Democratic,1436
Fayette,U.S. House,6,George T. Holland,Republican,196
Fayette,U.S. House,6,Mike Pence,Republican,1302
Fayette,State Senator,27,Allen E. Paul,Republican,0
Fayette,State Senator,27,R. Bruce Wissel,Republican,0
Fayette,State House,55,Dale E. Lanning,Democratic,1857
Fayette,State House,55,T. Scott Bevington,Republican,1147
Fayette,State House,55,Tom Knollman,Republican,523
Fayette,Prosecuting Attorney,Fayette 73Rd Circuit,Kenneth D. Faw,Democratic,1980
Fayette,Prosecuting Attorney,Fayette 73Rd Circuit,Cynthia (Cindy) Crispin,Republican,1258
Floyd,U.S. Senator,,Richard G. Lugar,Republican,2395
Floyd,U.S. House,9,Gretchen Clearwater,Democratic,579
Floyd,U.S. House,9,Baron P. Hill,Democratic,5061
Floyd,U.S. House,9,John (Cosmo) Hockersmith,Democratic,265
Floyd,U.S. House,9,Lendall B. Terry,Democratic,130
Floyd,U.S. House,9,Sam Schultz,Republican,234
Floyd,U.S. House,9,Mike Sodrel,Republican,2363
Floyd,State Senator,46,Connie Weigleb Sipes,Democratic,5226
Floyd,State Senator,46,Ryan Bergman,Republican,2180
Floyd,State House,70,Paul J. Robertson,Democratic,744
Floyd,State House,70,Christopher L. Byrd,Republican,349
Floyd,Prosecuting Attorney,Floyd 52Nd Circuit,Lee Cotner,Democratic,4722
Floyd,Prosecuting Attorney,Floyd 52Nd Circuit,Keith Henderson,Republican,2426
Fountain,U.S. Senator,,Richard G. Lugar,Republican,2746
Fountain,U.S. House,4,Rick Cornstuble,Democratic,31
Fountain,U.S. House,4,Darin S. Kinser,Democratic,16
Fountain,U.S. House,4,David Sanders,Democratic,140
Fountain,U.S. House,4,Steve Buyer,Republican,715
Fountain,U.S. House,4,Mike Campbell,Republican,311
Fountain,State Senator,23,Philip L. (Phil) Boots,Republican,762
Fountain,State Senator,23,James R. Detamore,Republican,527
Fountain,State Senator,23,Susan B. Mcgrady,Republican,1090
Fountain,State Senator,23,Richard (Dick) Thompson,Republican,696
Fountain,State House,13,Chester F. Dobis,Democratic,0
Fountain,State House,13,Jeffrey Mccoy,Republican,2312
Fountain,Prosecuting Attorney,Fountain 61St Circuit,Teryl D. (Terry) Martin,Republican,2703
Franklin,U.S. Senator,,Richard G. Lugar,Republican,3016
Franklin,U.S. House,6,Ralph Spelbring,Democratic,241
Franklin,U.S. House,6,Barry A. Welsh,Democratic,722
Franklin,U.S. House,6,George T. Holland,Republican,613
Franklin,U.S. House,6,Mike Pence,Republican,2543
Franklin,State Senator,27,Allen E. Paul,Republican,0
Franklin,State Senator,27,R. Bruce Wissel,Republican,0
Franklin,State House,55,Dale E. Lanning,Democratic,301
Franklin,State House,55,T. Scott Bevington,Republican,447
Franklin,State House,55,Tom Knollman,Republican,663
Franklin,State House,55,Bill Ullrich,Republican,1141
Franklin,Judge Of The Circuit Court,Franklin 37Th Circuit,J. Steven Cox,Republican,1882
Franklin,Judge Of The Circuit Court,Franklin 37Th Circuit,Troy Christian Werner,Republican,1860
Franklin,Prosecuting Attorney,Franklin 37Th Circuit,Melvin F. Wilhelm,Democratic,928
Franklin,Prosecuting Attorney,Franklin 37Th Circuit,Hubert Branstetter,Republican,2580
Fulton,U.S. Senator,,Richard G. Lugar,Republican,1092
Fulton,U.S. House,2,Joe Donnelly,Democratic,638
Fulton,U.S. House,2,Steve Francis,Democratic,105
Fulton,U.S. House,2,Chris Chocola,Republican,816
Fulton,U.S. House,2,Tony Zirkle,Republican,410
Fulton,State House,16,Eric A. Gutwein,Republican,892
Fulton,State House,16,Steve Heim,Republican,0
Fulton,State House,16,William C. Friend,Republican,112
Fulton,Judge Of The Superior Court,Fulton County,Wayne E. Steele,Republican,1050
Fulton,Prosecuting Attorney,Fulton 41St Circuit,Richard A. Brown,Republican,981
Gibson,U.S. Senator,,Richard G. Lugar,Republican,675
Gibson,U.S. House,8,Brad Ellsworth,Democratic,1872
Gibson,U.S. House,8,John N. Hostettler,Republican,661
Gibson,State Senator,48,Lindel O. Hume,Democratic,1638
Gibson,State Senator,48,Paul O. Swanson,Democratic,68
Gibson,State Senator,48,Kevin Winternheimer,Democratic,93
Gibson,State Senator,48,George R. Postletheweight,Republican,72
Gibson,State House,64,Kreg Battles,Democratic,1373
Gibson,State House,64,Troy Woodruff,Republican,630
Gibson,Judge Of The Circuit Court,Gibson 66Th Circuit,J. Robert Kinkle,Democratic,1788
Gibson,Judge Of The Circuit Court,Gibson 66Th Circuit,Jeff Meade,Republican,660
Gibson,Prosecuting Attorney,Gibson 66Th Circuit,Robert Krieg,Republican,687
Grant,U.S. Senator,,Richard G. Lugar,Republican,6890
Grant,U.S. House,5,Mike Brown,Democratic,662
Grant,U.S. House,5,Katherine Fox Carr,Democratic,829
Grant,U.S. House,5,Michael Clements,Democratic,851
Grant,U.S. House,5,Thomas E. Williams,Democratic,256
Grant,U.S. House,5,Clayton L. (C.L. Jim) Alfred,Republican,506
Grant,U.S. House,5,Dan Burton,Republican,6342
Grant,U.S. House,5,Victor D. Wakley,Republican,414
Grant,State Senator,17,Gary Dillon,Republican,1513
Grant,State House,18,David A. Wolkins,Republican,0
Grant,State House,18,John Smith,Republican,0
Grant,State House,18,Timothy W. Harris,Republican,3305
Grant,Judge Of The Circuit Court,Grant 48Th Circuit,Mark E. Spitzer,Republican,6011
Grant,Judge Of The Superior Court,"Grant County, No. 2",Randall (Randy) Lee Johnson,Republican,5991
Grant,Prosecuting Attorney,Grant 48Th Circuit,David M. Payne,Democratic,2204
Grant,Prosecuting Attorney,Grant 48Th Circuit,James D. Luttrull Jr.,Republican,6374
Greene,U.S. Senator,,Richard G. Lugar,Republican,2710
Greene,U.S. House,8,Brad Ellsworth,Democratic,2159
Greene,U.S. House,8,John N. Hostettler,Republican,2652
Greene,State Senator,39,Steven M. Thais,Democratic,1058
Greene,State Senator,39,John M. Waterman,Republican,1863
Greene,State House,45,Mike Bledsoe,Democratic,752
Greene,State House,45,Bruce Alan Borders,Republican,1459
Greene,State House,45,Donald O. Patton,Republican,719
Greene,State House,45,Gale Edward Timberlake Ii,Republican,369
Greene,Prosecuting Attorney,Greene 63Rd Circuit,Jarrod D. Holtsclaw,Republican,2786
Hamilton,U.S. Senator,,Richard G. Lugar,Republican,20508
Hamilton,U.S. House,5,Mike Brown,Democratic,651
Hamilton,U.S. House,5,Katherine Fox Carr,Democratic,1373
Hamilton,U.S. House,5,Michael Clements,Democratic,529
Hamilton,U.S. House,5,Thomas E. Williams,Democratic,240
Hamilton,U.S. House,5,Clayton L. (C.L. Jim) Alfred,Republican,2023
Hamilton,U.S. House,5,Dan Burton,Republican,16284
Hamilton,U.S. House,5,Victor D. Wakley,Republican,1557
Hamilton,State Senator,21,Jeff Drozda,Republican,2798
Hamilton,State Senator,21,"James W. Merritt, Jr.",Republican,0
Hamilton,State House,24,Richard (Rick) Eller,Republican,0
Hamilton,State House,24,Richard W. (Rich) Mcclain,Republican,0
Hamilton,State House,24,Kathy Kreag Richardson,Republican,5880
Hamilton,State House,24,Rusty Skoog,Republican,545
Hamilton,State House,24,Jerry Torr,Republican,5758
Hamilton,State House,24,Brian C. Bosma,Republican,624
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 1",Steven R. Nation,Republican,17155
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 1",Gail Bardach,Republican,9615
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 1",William P. Greenaway,Republican,8000
Hamilton,Judge Of The Superior Court,"Hamilton County, No. 1",Larry Sells,Republican,2435
Hamilton,Prosecuting Attorney,Hamilton 24Th Circuit,Paul Felix,Republican,10529
Hamilton,Prosecuting Attorney,Hamilton 24Th Circuit,Sonia J. Leerkamp,Republican,10663
Hancock,U.S. Senator,,Richard G. Lugar,Republican,8552
Hancock,U.S. House,6,Ralph Spelbring,Democratic,0
Hancock,U.S. House,6,Barry A. Welsh,Democratic,0
Hancock,U.S. House,6,George T. Holland,Republican,0
Hancock,U.S. House,6,Mike Pence,Republican,0
Hancock,State House,53,Robert W. (Bob) Cherry,Republican,7773
Hancock,State House,53,Edward F. Dundas,Republican,0
Hancock,State House,53,Sean R. Eberhart,Republican,0
Hancock,State House,53,Karen A. Frazier,Republican,0
Hancock,State House,53,Rob Nolley,Republican,0
Hancock,State House,53,Marvin V. Pavlov,Republican,0
Hancock,State House,53,Brian C. Bosma,Republican,0
Hancock,Judge Of The Circuit Court,Hancock 18Th Circuit,Richard D. Culver,Republican,7721
Hancock,Prosecuting Attorney,Hancock 18Th Circuit,Dean Dobbins,Republican,5257
Hancock,Prosecuting Attorney,Hancock 18Th Circuit,Brent E. Eaton,Republican,3806
Harrison,U.S. Senator,,Richard G. Lugar,Republican,2085
Harrison,U.S. House,9,Gretchen Clearwater,Democratic,555
Harrison,U.S. House,9,Baron P. Hill,Democratic,4060
Harrison,U.S. House,9,John (Cosmo) Hockersmith,Democratic,197
Harrison,U.S. House,9,Lendall B. Terry,Democratic,179
Harrison,U.S. House,9,Sam Schultz,Republican,409
Harrison,U.S. House,9,Mike Sodrel,Republican,1822
Harrison,State Senator,47,"Richard D. Young, Jr.",Democratic,4399
Harrison,State Senator,47,Brian C. Thomas,Republican,1884
Harrison,State House,70,Paul J. Robertson,Democratic,4459
Harrison,State House,70,Christopher L. Byrd,Republican,1949
Harrison,Prosecuting Attorney,Harrison 3Rd Circuit,Dennis L. Byrd,Democratic,4451
Hendricks,U.S. Senator,,Richard G. Lugar,Republican,12366
Hendricks,U.S. House,4,Rick Cornstuble,Democratic,465
Hendricks,U.S. House,4,Darin S. Kinser,Democratic,506
Hendricks,U.S. House,4,David Sanders,Democratic,1003
Hendricks,U.S. House,4,Steve Buyer,Republican,9471
