county,office,district,candidate,party,votes
Allen,State Convention Delegate,Allen County,Jack D Green,Democratic,0
Allen,State Convention Delegate,Allen County,Jane K Gresham,Democratic,0
Allen,State Convention Delegate,Allen County,Bruce R Hall,Democratic,0
Allen,State Convention Delegate,Allen County,Fred Hefter,Democratic,0
Allen,State Convention Delegate,Allen County,Kathy Jordan,Democratic,0
Allen,State Convention Delegate,Allen County,Sandra E Kennedy,Democratic,0
Allen,State Convention Delegate,Allen County,Lawrence Larry Kruse,Democratic,0
Allen,State Convention Delegate,Allen County,Frederick A Lanahan,Democratic,0
Allen,State Convention Delegate,Allen County,Linda Leslie,Democratic,0
Allen,State Convention Delegate,Allen County,Karla Lovachy,Democratic,0
Allen,State Convention Delegate,Allen County,Brenda Marshall,Democratic,0
Allen,State Convention Delegate,Allen County,Patrick Mcallister,Democratic,0
Allen,State Convention Delegate,Allen County,Roger Mcnett,Democratic,0
Allen,State Convention Delegate,Allen County,"Richard H Dick Merren, Jr.",Democratic,0
Allen,State Convention Delegate,Allen County,Roger M Miller,Democratic,0
Allen,State Convention Delegate,Allen County,Sofia Rodriguez Mirwaldt,Democratic,0
Allen,State Convention Delegate,Allen County,Jomare Elizabeth Mizzell,Democratic,0
Allen,State Convention Delegate,Allen County,Gerald P Moore,Democratic,0
Allen,State Convention Delegate,Allen County,Patricia E Moore,Democratic,0
Allen,State Convention Delegate,Allen County,Mary L Morris,Democratic,0
Allen,State Convention Delegate,Allen County,"Winfield C Moses, Jr.",Democratic,0
Allen,State Convention Delegate,Allen County,Mark Newman,Democratic,0
Allen,State Convention Delegate,Allen County,Nina Gaines Newson,Democratic,0
Allen,State Convention Delegate,Allen County,Joseph L Ojeda,Democratic,0
Allen,State Convention Delegate,Allen County,Geoff Paddock,Democratic,0
Allen,State Convention Delegate,Allen County,Maria M Parra,Democratic,0
Allen,State Convention Delegate,Allen County,Sandra Poling,Democratic,0
Allen,State Convention Delegate,Allen County,Curt Poor,Democratic,0
Allen,State Convention Delegate,Allen County,Jeff Pruitt,Democratic,0
Allen,State Convention Delegate,Allen County,James Reeder,Democratic,0
Allen,State Convention Delegate,Allen County,Rebecca Reeder,Democratic,0
Allen,State Convention Delegate,Allen County,Michael A Reef,Democratic,0
Allen,State Convention Delegate,Allen County,Graham Richard,Democratic,0
Allen,State Convention Delegate,Allen County,Bertha Rogers,Democratic,0
Allen,State Convention Delegate,Allen County,Robert L Rouse,Democratic,0
Allen,State Convention Delegate,Allen County,Gary Schepp,Democratic,0
Allen,State Convention Delegate,Allen County,Roger C Schlegel,Democratic,0
Allen,State Convention Delegate,Allen County,Cynthia Cindy Schmidt,Democratic,0
Allen,State Convention Delegate,Allen County,Randy S Schmidt,Democratic,0
Allen,State Convention Delegate,Allen County,Jill Scott,Democratic,0
Allen,State Convention Delegate,Allen County,Rodney Scott,Democratic,0
Allen,State Convention Delegate,Allen County,Wanda Y Singleton,Democratic,0
Allen,State Convention Delegate,Allen County,Jack Spindler,Democratic,0
Allen,State Convention Delegate,Allen County,Richard A Sr Stevenson,Democratic,0
Allen,State Convention Delegate,Allen County,Dick Stumpf,Democratic,0
Allen,State Convention Delegate,Allen County,Karen Treat,Democratic,0
Allen,State Convention Delegate,Allen County,Michele M Wagner,Democratic,0
Allen,State Convention Delegate,Allen County,Charlotte Ann Weybright,Democratic,0
Allen,State Convention Delegate,Allen County,Clara Queen Nefertiti Williams,Democratic,0
Allen,State Convention Delegate,Allen County,Alfred Ricardo Wims,Democratic,0
Allen,State Convention Delegate,Allen County,Dean Scott Adams,Republican,0
Allen,State Convention Delegate,Allen County,Larry Arnold,Republican,0
Allen,State Convention Delegate,Allen County,Brent Barrand,Republican,0
Allen,State Convention Delegate,Allen County,Mary Gale Barrand,Republican,0
Allen,State Convention Delegate,Allen County,Hugh J Beebe,Republican,0
Allen,State Convention Delegate,Allen County,Chuck Bodenhafer,Republican,0
Allen,State Convention Delegate,Allen County,Liz Brown,Republican,0
Allen,State Convention Delegate,Allen County,Therese M Brown,Republican,0
Allen,State Convention Delegate,Allen County,Shane Buell,Republican,0
Allen,State Convention Delegate,Allen County,Linda Buskirk,Republican,0
Allen,State Convention Delegate,Allen County,Roy Buskirk,Republican,0
Allen,State Convention Delegate,Allen County,Brian Carrier,Republican,0
Allen,State Convention Delegate,Allen County,Larry G Casebere,Republican,0
Allen,State Convention Delegate,Allen County,Bo Craig,Republican,0
Allen,State Convention Delegate,Allen County,Abner Ab Crosby,Republican,0
Allen,State Convention Delegate,Allen County,Jon C Dalton,Republican,0
Allen,State Convention Delegate,Allen County,Alex Al Danowski,Republican,0
Allen,State Convention Delegate,Allen County,Thomas Didier,Republican,0
Allen,State Convention Delegate,Allen County,Andrew S Douglas,Republican,0
Allen,State Convention Delegate,Allen County,Gary Durbin,Republican,0
Allen,State Convention Delegate,Allen County,Steven E Ervin,Republican,0
Allen,State Convention Delegate,Allen County,Richard B Fishering,Republican,0
Allen,State Convention Delegate,Allen County,Bartlett Nelson Fletcher,Republican,0
Allen,State Convention Delegate,Allen County,Richard J Freeland,Republican,0
Allen,State Convention Delegate,Allen County,Allan D Frisinger,Republican,0
Allen,State Convention Delegate,Allen County,Roberta Galloway,Republican,0
Allen,State Convention Delegate,Allen County,Kyle Gorrell,Republican,0
Allen,State Convention Delegate,Allen County,Monica Gorrell,Republican,0
Allen,State Convention Delegate,Allen County,Kurt A Gutman,Republican,0
Allen,State Convention Delegate,Allen County,Kyle Hamm,Republican,0
Allen,State Convention Delegate,Allen County,Mitch V Harper,Republican,0
Allen,State Convention Delegate,Allen County,John L Hawkins,Republican,0
Allen,State Convention Delegate,Allen County,Jeannette Jaquish,Republican,0
Allen,State Convention Delegate,Allen County,Jeremiah Jeffrey,Republican,0
Allen,State Convention Delegate,Allen County,Glenna Jehl,Republican,0
Allen,State Convention Delegate,Allen County,Christopher M Jozwiak,Republican,0
Allen,State Convention Delegate,Allen County,Diane M Kemerer-Sliger,Republican,0
Allen,State Convention Delegate,Allen County,Kevin Komin,Republican,0
Allen,State Convention Delegate,Allen County,Barbara J Krisher,Republican,0
Allen,State Convention Delegate,Allen County,Pete Leblanc,Republican,0
Allen,State Convention Delegate,Allen County,Robert Lee,Republican,0
Allen,State Convention Delegate,Allen County,Ruth M Liechty,Republican,0
Allen,State Convention Delegate,Allen County,Melissa Lineberry,Republican,0
Allen,State Convention Delegate,Allen County,Bruce L Macpherson,Republican,0
Allen,State Convention Delegate,Allen County,Christopher Mann,Republican,0
Allen,State Convention Delegate,Allen County,Jim Martindale,Republican,0
Allen,State Convention Delegate,Allen County,Sandra Martindale,Republican,0
Allen,State Convention Delegate,Allen County,Anita Mather,Republican,0
Allen,State Convention Delegate,Allen County,Michael J Mcalexander,Republican,0
Allen,State Convention Delegate,Allen County,Rebecca Mccann,Republican,0
Allen,State Convention Delegate,Allen County,Scott Mcclanahan,Republican,0
Allen,State Convention Delegate,Allen County,James Mccoy,Republican,0
Allen,State Convention Delegate,Allen County,John D Mcgauley,Republican,0
Allen,State Convention Delegate,Allen County,Alan Mcmahan,Republican,0
Allen,State Convention Delegate,Allen County,Anita P Micklenburgh,Republican,0
Allen,State Convention Delegate,Allen County,Anthony C Mitson,Republican,0
Allen,State Convention Delegate,Allen County,Christina A Mitson,Republican,0
Allen,State Convention Delegate,Allen County,James I Morning,Republican,0
Allen,State Convention Delegate,Allen County,Karen K Morning,Republican,0
Allen,State Convention Delegate,Allen County,Paul V Morrison,Republican,0
Allen,State Convention Delegate,Allen County,Paul Moss,Republican,0
Allen,State Convention Delegate,Allen County,Ed Neufer,Republican,0
Allen,State Convention Delegate,Allen County,Kenneth R Neumesiter,Republican,0
Allen,State Convention Delegate,Allen County,Mollie R Ohneck,Republican,0
Allen,State Convention Delegate,Allen County,Jon J Olinger,Republican,0
Allen,State Convention Delegate,Allen County,Susan Sue Orth,Republican,0
Allen,State Convention Delegate,Allen County,Michael R Pinkham,Republican,0
Allen,State Convention Delegate,Allen County,Jonathan D Pound,Republican,0
Allen,State Convention Delegate,Allen County,Charles F Powell,Republican,0
Allen,State Convention Delegate,Allen County,Audrey Queckboerner,Republican,0
Allen,State Convention Delegate,Allen County,Gary Lee Queckboerner,Republican,0
Allen,State Convention Delegate,Allen County,Jason Rajcany,Republican,0
Allen,State Convention Delegate,Allen County,James C Ramos,Republican,0
Allen,State Convention Delegate,Allen County,Stanford Rice,Republican,0
Allen,State Convention Delegate,Allen County,Nicholas Roberts,Republican,0
Allen,State Convention Delegate,Allen County,Carolina Rodriguez-Rutz,Republican,0
Allen,State Convention Delegate,Allen County,Bette Sue Rowe,Republican,0
Allen,State Convention Delegate,Allen County,Brian M Rumschlag,Republican,0
Allen,State Convention Delegate,Allen County,Ric Runestad,Republican,0
Allen,State Convention Delegate,Allen County,John A Russell,Republican,0
Allen,State Convention Delegate,Allen County,Ray L Scott,Republican,0
Allen,State Convention Delegate,Allen County,Shirley A Scott,Republican,0
Allen,State Convention Delegate,Allen County,Brandon Seifert,Republican,0
Allen,State Convention Delegate,Allen County,Amber E Shively,Republican,0
Allen,State Convention Delegate,Allen County,Christine Mariea Shrock,Republican,0
Allen,State Convention Delegate,Allen County,Elmer Sonny Shrock,Republican,0
Allen,State Convention Delegate,Allen County,Jeff Sorg,Republican,0
Allen,State Convention Delegate,Allen County,Tina Strack,Republican,0
Allen,State Convention Delegate,Allen County,"Gregory W Sult, Jr.",Republican,0
Allen,State Convention Delegate,Allen County,Corinne Lea Swanson,Republican,0
Allen,State Convention Delegate,Allen County,Michael A Taylor,Republican,0
Allen,State Convention Delegate,Allen County,Daniel H Turkette,Republican,0
Allen,State Convention Delegate,Allen County,Rick Vance,Republican,0
Allen,State Convention Delegate,Allen County,Terry A Werling,Republican,0
Allen,State Convention Delegate,Allen County,Lynn D Witt,Republican,0
Bartholomew,President,,Barack Obama,Democratic,13567
Bartholomew,President,,Bob Barr,Libertarian,359
Bartholomew,President,,John Mccain,Republican,17067
Bartholomew,President,,Darrell L Castle,Constitution,1
Bartholomew,President,,Cynthia A Mckinney,Green,2
Bartholomew,President,,Michael L Faith,Americas Independent,0
Bartholomew,President,,Chuck Baldwin,Independent,18
Bartholomew,President,,Lawson Mitchell Bone,Independent,0
Bartholomew,President,,Kevin Mottus,Independent,0
Bartholomew,President,,Ralph Nader,Independent,29
Bartholomew,President,,John Leroy Plemons,Independent,0
Bartholomew,President,,"""Lou"" Kujawski",Republican,0
Bartholomew,President,,Brian Moore,Socialist,0
Bartholomew,Governor,,Jill Long Thompson,Democratic,8447
Bartholomew,Governor,,Andy Horning,Libertarian,533
Bartholomew,Governor,,Mitchell E Daniels,Republican,21547
Bartholomew,Governor,,Timothy Lee Frye,Independent,0
Bartholomew,Governor,,Christopher Stried,Independent,0
Bartholomew,Attorney General,,Linda Pence,Democratic,12407
Bartholomew,Attorney General,,Greg Zoeller,Republican,16938
Bartholomew,Superintendent Of Public Instruction,,Richard D Wood,Democratic,11494
Bartholomew,Superintendent Of Public Instruction,,Tony Bennett,Republican,17001
Bartholomew,Superintendent Of Public Instruction,,Kevin R Brown,Democratic,0
Bartholomew,U.S. House,6,Barry A Welsh,Democratic,4322
Bartholomew,U.S. House,6,George T Holland,Libertarian,301
Bartholomew,U.S. House,6,Mike Pence,Republican,13099
Bartholomew,State Senator,44,Matthew S Colglazier,Democratic,0
Bartholomew,State Senator,44,Brent E Steele,Republican,0
Bartholomew,State House,57,Sean R Eberhart,Republican,6845
Bartholomew,State House,59,Rhonda Roush Bell,Democratic,5076
Bartholomew,State House,59,Milo Smith,Republican,10213
Bartholomew,State House,69,David Cheatham,Democratic,0
Bartholomew,State House,69,Floyd Coates,Republican,0
Bartholomew,Judge Of The Superior Court,"Bartholomew County, No. 2",Kathleen Kitty Tighe Coriden,Democratic,15229
Bartholomew,Judge Of The Superior Court,"Bartholomew County, No. 2",Roderick D Mcgillivray,Republican,14683
Bartholomew,State Convention Delegate,Bartholomew County,Brandon Allen,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Markel Andrews,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Scott C Andrews,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Gary J Bell,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Rhonda Roush Bell,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Nancy Ann Brown,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Marcia Covert,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Sherri Cowan,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Bob Freeman,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Matthew R Hall,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Eric Hayes,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Janice Kreinop,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Brenda Sullivan,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Nicholas A Wallace,Democratic,0
Bartholomew,State Convention Delegate,Bartholomew County,Phyllis A Apple,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Stephen C Combs,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Barry C Davis,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Larry S Fisher,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Barbara Barb Hackman,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Aaron Hankins,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Travis Hankins,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Dewayne Hines,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Ryan D Lauer,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Ann Ogle,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Ted W Ogle,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Tom Owens,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Sue Paris,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Bill Riley,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Larry L Scott,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Bill Starr,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Joe Bill Whipker,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Lew Wilson,Republican,0
Benton,President,,Barack Obama,Democratic,1563
Benton,President,,Bob Barr,Libertarian,64
Benton,President,,John Mccain,Republican,2183
Benton,President,,Darrell L Castle,Constitution,0
Benton,President,,Cynthia A Mckinney,Green,0
Benton,President,,Michael L Faith,Americas Independent,0
Benton,President,,Chuck Baldwin,Independent,4
Benton,President,,Lawson Mitchell Bone,Independent,0
Benton,President,,Kevin Mottus,Independent,0
Benton,President,,Ralph Nader,Independent,0
Benton,President,,John Leroy Plemons,Independent,0
Benton,President,,"""Lou"" Kujawski",Republican,0
Benton,President,,Brian Moore,Socialist,0
Benton,Governor,,Jill Long Thompson,Democratic,1308
Benton,Governor,,Andy Horning,Libertarian,109
Benton,Governor,,Mitchell E Daniels,Republican,2398
Benton,Governor,,Timothy Lee Frye,Independent,0
Benton,Governor,,Christopher Stried,Independent,0
Benton,Attorney General,,Linda Pence,Democratic,1591
Benton,Attorney General,,Greg Zoeller,Republican,2081
Benton,Superintendent Of Public Instruction,,Richard D Wood,Democratic,1673
Benton,Superintendent Of Public Instruction,,Tony Bennett,Republican,1931
Benton,Superintendent Of Public Instruction,,Kevin R Brown,Democratic,0
Benton,U.S. House,4,Nels Ackerson,Democratic,0
Benton,U.S. House,4,Steve Buyer,Republican,0
Benton,State House,13,Chester F Dobis,Democratic,0
Benton,State House,13,Joseph M Hero,Republican,0
Benton,Judge Of The Circuit Court,Benton 76Th Circuit,Rex W Kepner,Republican,3164
Benton,State Convention Delegate,Benton County,Thelma L Benner,Republican,0
Benton,State Convention Delegate,Benton County,James Gilbert,Republican,0
Benton,State Convention Delegate,Benton County,Steven Heisel,Republican,0
Blackford,President,,Barack Obama,Democratic,2677
Blackford,President,,Bob Barr,Libertarian,68
Blackford,President,,John Mccain,Republican,2690
Blackford,President,,Darrell L Castle,Constitution,1
Blackford,President,,Cynthia A Mckinney,Green,0
Blackford,President,,Michael L Faith,Americas Independent,0
Blackford,President,,Chuck Baldwin,Independent,2
Blackford,President,,Lawson Mitchell Bone,Independent,0
Blackford,President,,Kevin Mottus,Independent,0
Blackford,President,,Ralph Nader,Independent,3
Blackford,President,,John Leroy Plemons,Independent,0
Blackford,President,,"""Lou"" Kujawski",Republican,0
Blackford,President,,Brian Moore,Socialist,0
Blackford,Governor,,Jill Long Thompson,Democratic,2221
Blackford,Governor,,Andy Horning,Libertarian,97
Blackford,Governor,,Mitchell E Daniels,Republican,3098
Blackford,Governor,,Timothy Lee Frye,Independent,0
Blackford,Governor,,Christopher Stried,Independent,0
Blackford,Attorney General,,Linda Pence,Democratic,2846
Blackford,Attorney General,,Greg Zoeller,Republican,2324
Blackford,Superintendent Of Public Instruction,,Richard D Wood,Democratic,2546
Blackford,Superintendent Of Public Instruction,,Tony Bennett,Republican,2409
Blackford,Superintendent Of Public Instruction,,Kevin R Brown,Democratic,0
Blackford,U.S. House,3,Michael A Montagano,Democratic,0
Blackford,U.S. House,3,William R Larsen,Libertarian,0
Blackford,U.S. House,3,Mark E Souder,Republican,0
Blackford,U.S. House,5,Mary Etta Ruley,Democratic,0
Blackford,U.S. House,5,Dan Burton,Republican,0
Blackford,State House,31,Joseph R Pearson,Democratic,2835
Blackford,State House,31,Timothy W Harris,Republican,2565
Blackford,State House,33,Charles Andrew Schemenaur,Democratic,0
Blackford,State House,33,Bill J Davis,Republican,0
Blackford,State Convention Delegate,Blackford County,David Bennett,Democratic,0
Blackford,State Convention Delegate,Blackford County,Nancy Cale,Democratic,0
Blackford,State Convention Delegate,Blackford County,Thomas Cale,Democratic,0
Blackford,State Convention Delegate,Blackford County,Denise Hile,Democratic,0
Blackford,State Convention Delegate,Blackford County,Larry Hile,Democratic,0
Blackford,State Convention Delegate,Blackford County,Derinda Shady,Democratic,0
Blackford,State Convention Delegate,Blackford County,Kathy Bantz,Republican,0
Blackford,State Convention Delegate,Blackford County,Rollin G Brown,Republican,0
Blackford,State Convention Delegate,Blackford County,Thomas Brown,Republican,0
Blackford,State Convention Delegate,Blackford County,Kathy Goodspeed,Republican,0
Boone,President,,Barack Obama,Democratic,9752
Boone,President,,Bob Barr,Libertarian,258
Boone,President,,John Mccain,Republican,16622
Boone,President,,Darrell L Castle,Constitution,1
Boone,President,,Cynthia A Mckinney,Green,2
Boone,President,,Michael L Faith,Americas Independent,0
Boone,President,,Chuck Baldwin,Independent,7
Boone,President,,Lawson Mitchell Bone,Independent,0
Boone,President,,Kevin Mottus,Independent,0
Boone,President,,Ralph Nader,Independent,5
Boone,President,,John Leroy Plemons,Independent,0
Boone,President,,"""Lou"" Kujawski",Republican,0
Boone,President,,Brian Moore,Socialist,0
Boone,Governor,,Jill Long Thompson,Democratic,4633
Boone,Governor,,Andy Horning,Libertarian,540
Boone,Governor,,Mitchell E Daniels,Republican,21352
Boone,Governor,,Timothy Lee Frye,Independent,0
Boone,Governor,,Christopher Stried,Independent,0
Boone,Attorney General,,Linda Pence,Democratic,8082
Boone,Attorney General,,Greg Zoeller,Republican,17624
Boone,Superintendent Of Public Instruction,,Richard D Wood,Democratic,7857
Boone,Superintendent Of Public Instruction,,Tony Bennett,Republican,17088
Boone,Superintendent Of Public Instruction,,Kevin R Brown,Democratic,0
Boone,U.S. House,4,Nels Ackerson,Democratic,8633
Boone,U.S. House,4,Steve Buyer,Republican,17334
Boone,U.S. House,5,Mary Etta Ruley,Democratic,0
Boone,U.S. House,5,Dan Burton,Republican,0
Boone,State Senator,7,Brandt Hershman,Republican,0
Boone,State House,24,"Timothy J Banter, Jr.",Democratic,0
Boone,State House,24,Richard W Mcclain,Republican,0
Boone,State House,28,Jason M Ellis,Democratic,3739
Boone,State House,28,Wade Mitchell,Libertarian,665
Boone,State House,28,Jeffrey A Thompson,Republican,9524
Boone,State House,28,Danny W Shipley,Independent,0
Boone,State House,41,James Stytle,Democratic,0
Boone,State House,41,Tim Stewart,Libertarian,0
Boone,State House,41,Timothy Brown,Republican,0
Boone,Judge Of The Superior Court,"Boone County, No. 1",Matthew C Kincaid,Republican,21829
Boone,Judge Of The Superior Court,"Boone County, No. 2",Rebecca S Mcclure,Republican,21779
Boone,State Convention Delegate,Boone County,Annemarie Alonso,Democratic,0
Boone,State Convention Delegate,Boone County,Mary K Alonso,Democratic,0
Boone,State Convention Delegate,Boone County,"George A Buskirk, Jr.",Democratic,0
Boone,State Convention Delegate,Boone County,Paul R Dickerson,Democratic,0
Boone,State Convention Delegate,Boone County,Sue Eicks,Democratic,0
Boone,State Convention Delegate,Boone County,Charles Ewing,Democratic,0
Boone,State Convention Delegate,Boone County,Casey Foley,Democratic,0
Boone,State Convention Delegate,Boone County,Angela Martin,Democratic,0
Boone,State Convention Delegate,Boone County,Joe Martin,Democratic,0
Boone,State Convention Delegate,Boone County,Kristine Meade,Democratic,0
Boone,State Convention Delegate,Boone County,Jeffrey W Odom,Democratic,0
Boone,State Convention Delegate,Boone County,Jill Paskoff,Democratic,0
Boone,State Convention Delegate,Boone County,Halsey G Roberts,Democratic,0
Boone,State Convention Delegate,Boone County,Matthew A Stach,Democratic,0
Boone,State Convention Delegate,Boone County,Richard E Wait,Democratic,0
Boone,State Convention Delegate,Boone County,Allison D Wharry,Democratic,0
Boone,State Convention Delegate,Boone County,Jim Whelan,Democratic,0
Boone,State Convention Delegate,Boone County,Marc Applegate,Republican,0
Boone,State Convention Delegate,Boone County,Mary Alice Sam Baldwin,Republican,0
Boone,State Convention Delegate,Boone County,H Ronald Ron Beck,Republican,0
Boone,State Convention Delegate,Boone County,Ken P Campbell,Republican,0
Boone,State Convention Delegate,Boone County,Elaine C Dickerson,Republican,0
Boone,State Convention Delegate,Boone County,Tom Easterday,Republican,0
Boone,State Convention Delegate,Boone County,Kent Thomas Easterwood,Republican,0
Boone,State Convention Delegate,Boone County,Lisa L Funk,Republican,0
Boone,State Convention Delegate,Boone County,Nickolas Hill,Republican,0
Boone,State Convention Delegate,Boone County,Jim Holden,Republican,0
Boone,State Convention Delegate,Boone County,Cindy Ping Holmes,Republican,0
Boone,State Convention Delegate,Boone County,Larry Hysong,Republican,0
Boone,State Convention Delegate,Boone County,Jane M Myers,Republican,0
