county,office,district,candidate,party,votes
Boone,State House,24,"Richard ""Rich"" Mcclain",Republican,0
Boone,State House,24,Jeffrey A. Thompson,Republican,2754
Boone,State House,24,Timothy (Tim) Brown,Republican,0
Boone,Judge Of The Superior Court,"Boone County, No. 1",Matt Kincaid,Republican,5211
Brown,President,,Hillary Clinton,Democratic,2009
Brown,President,,Barack Obama,Democratic,1991
Brown,President,,Mike Huckabee,Republican,144
Brown,President,,John Mccain,Republican,1076
Brown,President,,Ron Paul,Republican,84
Brown,President,,Mitt Romney,Republican,57
Brown,Governor,,Jim Schellinger,Democratic,1771
Brown,Governor,,Jill Long Thompson,Democratic,1909
Brown,Governor,,Mitch Daniels,Republican,1194
Brown,U.S. House,9,John R. Bottorff,Democratic,342
Brown,U.S. House,9,Gretchen Clearwater,Democratic,745
Brown,U.S. House,9,Baron P. Hill,Democratic,2484
Brown,U.S. House,9,Lendall B. Terry,Democratic,133
Brown,U.S. House,9,Mike Sodrel,Republican,1171
Brown,State Senator,44,Matthew S. Colglazier,Democratic,0
Brown,State Senator,44,"Tony ""Big Dog"" Van Pelt",Democratic,0
Brown,State Senator,44,Brent Steele,Republican,0
Brown,State House,65,Eric A. Koch,Republican,1122
Carroll,President,,Hillary Clinton,Democratic,2033
Carroll,President,,Barack Obama,Democratic,1625
Carroll,President,,Mike Huckabee,Republican,254
Carroll,President,,John Mccain,Republican,1466
Carroll,President,,Ron Paul,Republican,117
Carroll,President,,Mitt Romney,Republican,85
Carroll,Governor,,Jim Schellinger,Democratic,1603
Carroll,Governor,,Jill Long Thompson,Democratic,1840
Carroll,Governor,,Mitch Daniels,Republican,1608
Carroll,U.S. House,4,Nels Ackerson,Democratic,0
Carroll,U.S. House,4,Steve Buyer,Republican,0
Carroll,U.S. House,4,Mike Campbell,Republican,0
Carroll,U.S. House,4,Firefighter Laron Keith,Republican,0
Carroll,State Senator,7,Brandt Hershman,Republican,1663
Carroll,State Senator,7,Randall Head,Republican,0
Carroll,State Senator,7,David R. Martin,Republican,0
Carroll,State Senator,7,Phillip R. Messer,Republican,0
Carroll,State Senator,7,Brian Thomas,Republican,0
Carroll,State House,25,Jeb Bardon,Democratic,0
Carroll,State House,25,James (Jim) R. Buck,Republican,0
Carroll,Judge Of The Superior Court,Carroll County,Jeffrey R. Smith,Republican,1525
Cass,President,,Hillary Clinton,Democratic,3978
Cass,President,,Barack Obama,Democratic,2513
Cass,President,,Mike Huckabee,Republican,408
Cass,President,,John Mccain,Republican,2941
Cass,President,,Ron Paul,Republican,243
Cass,President,,Mitt Romney,Republican,153
Cass,Governor,,Jim Schellinger,Democratic,2826
Cass,Governor,,Jill Long Thompson,Democratic,3514
Cass,Governor,,Mitch Daniels,Republican,3016
Cass,U.S. House,4,Nels Ackerson,Democratic,0
Cass,U.S. House,4,Steve Buyer,Republican,0
Cass,U.S. House,4,Mike Campbell,Republican,0
Cass,U.S. House,4,Firefighter Laron Keith,Republican,0
Cass,State Senator,18,Linda L. Klinck,Democratic,5527
Cass,State Senator,18,Randall Head,Republican,2356
Cass,State Senator,18,David R. Martin,Republican,304
Cass,State Senator,18,Phillip R. Messer,Republican,402
Cass,State Senator,18,Brian Thomas,Republican,620
Cass,State House,23,William C. Friend,Republican,0
Cass,State House,23,James (Jim) R. Buck,Republican,0
Clar,President,,Hillary Clinton,Democratic,18094
Clar,President,,Barack Obama,Democratic,8710
Clar,President,,Mike Huckabee,Republican,320
Clar,President,,John Mccain,Republican,2724
Clar,President,,Ron Paul,Republican,128
Clar,President,,Mitt Romney,Republican,127
Clar,Governor,,Jim Schellinger,Democratic,13707
Clar,Governor,,Jill Long Thompson,Democratic,9508
Clar,Governor,,Mitch Daniels,Republican,3012
Clar,U.S. House,9,John R. Bottorff,Democratic,5939
Clar,U.S. House,9,Gretchen Clearwater,Democratic,2809
Clar,U.S. House,9,Baron P. Hill,Democratic,15665
Clar,U.S. House,9,Lendall B. Terry,Democratic,729
Clar,U.S. House,9,Mike Sodrel,Republican,3071
Clar,State House,66,Terry Goodin,Democratic,3409
Clar,State House,66,Jack R. Gillespie,Republican,369
Clar,State House,66,Tim Hunt,Republican,723
Clar,State House,66,Steve Davisson,Republican,111
Clar,Judge Of The Superior Court,"Clark County, No. 2",Andrew (Drew) Adams,Democratic,5238
Clar,Judge Of The Superior Court,"Clark County, No. 2",Jerome F. (Jerry) Jacobi,Democratic,9727
Clar,Judge Of The Superior Court,"Clark County, No. 2",Shelley J. Marble,Democratic,5595
Clar,Judge Of The Superior Court,"Clark County, No. 2",Daniel E. Moore,Democratic,5025
Clay,President,,Hillary Clinton,Democratic,4011
Clay,President,,Barack Obama,Democratic,2028
Clay,President,,Mike Huckabee,Republican,270
Clay,President,,John Mccain,Republican,1333
Clay,President,,Ron Paul,Republican,132
Clay,President,,Mitt Romney,Republican,53
Clay,Governor,,Jim Schellinger,Democratic,3312
Clay,Governor,,Jill Long Thompson,Democratic,2357
Clay,Governor,,Mitch Daniels,Republican,1452
Clay,U.S. House,8,Brad Ellsworth,Democratic,5198
Clay,U.S. House,8,Greg Goode,Republican,1381
Clay,State House,42,F. Dale Grubb,Democratic,0
Clay,State House,42,Richard Thompson,Democratic,1832
Clay,State House,42,Duane W. Conover,Republican,154
Clay,State House,42,Amos P. Thomas,Republican,927
Clay,State House,42,Bob Heaton,Republican,489
Clinton,President,,Hillary Clinton,Democratic,2562
Clinton,President,,Barack Obama,Democratic,1710
Clinton,President,,Mike Huckabee,Republican,505
Clinton,President,,John Mccain,Republican,3088
Clinton,President,,Ron Paul,Republican,219
Clinton,President,,Mitt Romney,Republican,184
Clinton,Governor,,Jim Schellinger,Democratic,2107
Clinton,Governor,,Jill Long Thompson,Democratic,1816
Clinton,Governor,,Mitch Daniels,Republican,3430
Clinton,U.S. House,4,Nels Ackerson,Democratic,3035
Clinton,U.S. House,4,Steve Buyer,Republican,2925
Clinton,U.S. House,4,Mike Campbell,Republican,570
Clinton,U.S. House,4,Firefighter Laron Keith,Republican,478
Clinton,State Senator,7,Brandt Hershman,Republican,982
Clinton,State House,25,Jeb Bardon,Democratic,0
Clinton,State House,25,James (Jim) R. Buck,Republican,3591
Clinton,Judge Of The Superior Court,Clinton County,Louis D. Evans,Democratic,3212
Clinton,Judge Of The Superior Court,Clinton County,Michael E. Douglas,Republican,897
Clinton,Judge Of The Superior Court,Clinton County,Justin Hunter,Republican,1596
Clinton,Judge Of The Superior Court,Clinton County,Bradley K. Mohler,Republican,1086
Clinton,Judge Of The Superior Court,Clinton County,Robert M. Shaffer,Republican,606
Crawford,President,,Hillary Clinton,Democratic,2140
Crawford,President,,Barack Obama,Democratic,775
Crawford,President,,Mike Huckabee,Republican,48
Crawford,President,,John Mccain,Republican,436
Crawford,President,,Ron Paul,Republican,16
Crawford,President,,Mitt Romney,Republican,10
Crawford,Governor,,Jim Schellinger,Democratic,1632
Crawford,Governor,,Jill Long Thompson,Democratic,936
Crawford,Governor,,Mitch Daniels,Republican,400
Crawford,U.S. House,8,Brad Ellsworth,Democratic,0
Crawford,U.S. House,8,Greg Goode,Republican,0
Crawford,U.S. House,8,Gretchen Clearwater,Republican,430
Crawford,U.S. House,8,Baron P. Hill,Republican,1859
Crawford,U.S. House,8,Lendall B. Terry,Republican,142
Crawford,U.S. House,8,Mike Sodrel,Republican,450
Crawford,State House,74,Russ Stilwell,Democratic,0
Crawford,State House,74,William Marcrum,Republican,0
Daviess,President,,Hillary Clinton,Democratic,2291
Daviess,President,,Barack Obama,Democratic,1554
Daviess,President,,Mike Huckabee,Republican,360
Daviess,President,,John Mccain,Republican,2640
Daviess,President,,Ron Paul,Republican,101
Daviess,President,,Mitt Romney,Republican,92
Daviess,Governor,,Jim Schellinger,Democratic,2005
Daviess,Governor,,Jill Long Thompson,Democratic,1575
Daviess,Governor,,Mitch Daniels,Republican,2177
Daviess,U.S. House,8,Brad Ellsworth,Democratic,3342
Daviess,U.S. House,8,Greg Goode,Republican,2342
Daviess,State House,45,Rick Marshall,Democratic,441
Daviess,State House,45,Bruce A. Borders,Republican,672
Daviess,State House,45,"Judith ""Judy"" Coleman",Republican,0
Daviess,State House,45,Jamie J. Harris,Republican,0
Daviess,State House,45,Donald O. Patton,Republican,0
Daviess,State House,45,Brook Tarr,Republican,0
Daviess,State House,45,Mark B. Messmer,Republican,1788
Daviess,Judge Of The Circuit Court,Daviess 49Th Circuit,Jeffrey R. (Jeff) Norris,Democratic,3169
Daviess,Judge Of The Circuit Court,Daviess 49Th Circuit,Gregory A. Smith,Republican,2684
Daviess,Judge Of The Superior Court,Daviess County,Dean A. Sobecki,Republican,2691
Dearborn,President,,Hillary Clinton,Democratic,5270
Dearborn,President,,Barack Obama,Democratic,1782
Dearborn,President,,Mike Huckabee,Republican,432
Dearborn,President,,John Mccain,Republican,3827
Dearborn,President,,Ron Paul,Republican,287
Dearborn,President,,Mitt Romney,Republican,246
Dearborn,Governor,,Jim Schellinger,Democratic,2789
Dearborn,Governor,,Jill Long Thompson,Democratic,3073
Dearborn,Governor,,Mitch Daniels,Republican,4146
Dearborn,U.S. House,6,Barry A. Welsh,Democratic,1251
Dearborn,U.S. House,6,Mike Pence,Republican,1515
Dearborn,State House,67,Mike Keller,Democratic,0
Dearborn,State House,67,Cleo Duncan,Republican,0
Dearborn,Judge Of The Superior Court,Dearborn County No. 1,Thomas R. Blondell,Democratic,2561
Dearborn,Judge Of The Superior Court,Dearborn County No. 1,Barbara A. Wyly,Democratic,3369
Dearborn,Judge Of The Superior Court,Dearborn County No. 1,Jonathan N. Cleary,Republican,3408
Dearborn,Judge Of The Superior Court,Dearborn County No. 1,G. Michael Witte,Republican,1624
Decatur,President,,Hillary Clinton,Democratic,2326
Decatur,President,,Barack Obama,Democratic,1274
Decatur,President,,Mike Huckabee,Republican,320
Decatur,President,,John Mccain,Republican,2407
Decatur,President,,Ron Paul,Republican,136
Decatur,President,,Mitt Romney,Republican,125
Decatur,Governor,,Jim Schellinger,Democratic,1816
Decatur,Governor,,Jill Long Thompson,Democratic,1529
Decatur,Governor,,Mitch Daniels,Republican,2588
Decatur,U.S. House,6,Barry A. Welsh,Democratic,2545
Decatur,U.S. House,6,Mike Pence,Republican,2677
Decatur,State Senator,42,Warren Goodrich,Democratic,2364
Decatur,State Senator,42,"Max A. Ellison, Jr.",Republican,85
Decatur,State Senator,42,John Heaton,Republican,257
Decatur,State Senator,42,Jean Leising,Republican,1769
Decatur,State Senator,42,Jeff Sponsel,Republican,895
Decatur,State House,55,Tom Knollman,Republican,0
Decatur,State House,55,Cleo Duncan,Republican,2712
Decatur,Judge Of The Superior Court,Decatur County,Matthew D. Bailey,Republican,1805
Decatur,Judge Of The Superior Court,Decatur County,Lora Reed Williams,Republican,1277
DeKalb,President,,Hillary Clinton,Democratic,3427
DeKalb,President,,Barack Obama,Democratic,2557
DeKalb,President,,Mike Huckabee,Republican,500
DeKalb,President,,John Mccain,Republican,2558
DeKalb,President,,Ron Paul,Republican,502
DeKalb,President,,Mitt Romney,Republican,230
DeKalb,Governor,,Jim Schellinger,Democratic,1703
DeKalb,Governor,,Jill Long Thompson,Democratic,4076
DeKalb,Governor,,Mitch Daniels,Republican,2791
DeKalb,U.S. House,3,Michael A. (Mike) Montagano,Democratic,4244
DeKalb,U.S. House,3,Mark Edward Souder,Republican,2890
DeKalb,U.S. House,3,Scott Wise,Republican,864
DeKalb,State Senator,13,Fred Demske,Democratic,150
DeKalb,State Senator,13,Robert L. Meeks,Republican,114
DeKalb,State House,52,Marlin A. Stutzman,Republican,466
DeKalb,Judge Of The Superior Court,"Dekalb County, Court 1",Kevin P. Wallace,Democratic,4896
Delaware,President,,Hillary Clinton,Democratic,14743
Delaware,President,,Barack Obama,Democratic,12971
Delaware,President,,Mike Huckabee,Republican,591
Delaware,President,,John Mccain,Republican,5450
Delaware,President,,Ron Paul,Republican,415
Delaware,President,,Mitt Romney,Republican,303
Delaware,Governor,,Jim Schellinger,Democratic,14409
Delaware,Governor,,Jill Long Thompson,Democratic,10508
Delaware,Governor,,Mitch Daniels,Republican,6148
Delaware,U.S. House,6,Barry A. Welsh,Democratic,18957
Delaware,U.S. House,6,Mike Pence,Republican,6325
Delaware,State House,31,Joe Pearson,Democratic,0
Delaware,State House,31,Timothy W. Harris,Republican,0
Delaware,State House,31,Bill J. Davis,Republican,950
Delaware,State House,31,Theodore (Ted) Baker,Republican,1678
Delaware,State House,31,Gilbert T. Lumsey,Republican,275
Delaware,State House,31,L. Jack Lutz,Republican,2894
Delaware,Judge Of The Circuit Court,Delaware Ct. 346Th Cir.,Joe E. Orick,Democratic,10772
Delaware,Judge Of The Circuit Court,Delaware Ct. 346Th Cir.,Linda Ralu Wolf,Democratic,14362
Delaware,Judge Of The Circuit Court,Delaware Ct. 346Th Cir.,Judi L. Calhoun,Republican,2685
Delaware,Judge Of The Circuit Court,Delaware Ct. 346Th Cir.,Mark A. Delgado,Republican,3646
Delaware,Judge Of The Circuit Court,Delaware Ct. 346Th Cir.,John M. Feick,Republican,5963
Delaware,Judge Of The Circuit Court,Delaware Ct. 346Th Cir.,Kimberly S. Dowling,Republican,8568
Delaware,Judge Of The Circuit Court,Delaware Ct. 346Th Cir.,Ronald L. Henderson,Republican,6106
Delaware,Judge Of The Circuit Court,Delaware Ct. 346Th Cir.,Chris M. Teagle,Republican,5348
Dubois,President,,Hillary Clinton,Democratic,5472
Dubois,President,,Barack Obama,Democratic,4463
Dubois,President,,Mike Huckabee,Republican,133
Dubois,President,,John Mccain,Republican,1160
Dubois,President,,Ron Paul,Republican,76
Dubois,President,,Mitt Romney,Republican,86
Dubois,Governor,,Jim Schellinger,Democratic,4585
Dubois,Governor,,Jill Long Thompson,Democratic,4361
Dubois,Governor,,Mitch Daniels,Republican,1168
Dubois,U.S. House,8,Brad Ellsworth,Democratic,0
Dubois,U.S. House,8,Greg Goode,Republican,0
Dubois,State House,63,John G. Burger,Democratic,4556
Dubois,State House,63,Mark B. Messmer,Republican,877
Dubois,State House,63,William Marcrum,Republican,279
Dubois,Judge Of The Circuit Court,Dubois 57Th Circuit,William E. Weikert,Democratic,8429
Elkhart,President,,Hillary Clinton,Democratic,11183
Elkhart,President,,Barack Obama,Democratic,16034
Elkhart,President,,Mike Huckabee,Republican,2210
Elkhart,President,,John Mccain,Republican,12455
Elkhart,President,,Ron Paul,Republican,1351
Elkhart,President,,Mitt Romney,Republican,775
Elkhart,Governor,,Jim Schellinger,Democratic,11480
Elkhart,Governor,,Jill Long Thompson,Democratic,13925
Elkhart,Governor,,Mitch Daniels,Republican,12887
Elkhart,U.S. House,2,Joe Donnelly,Democratic,11636
Elkhart,U.S. House,2,Luke Puckett,Republican,2701
Elkhart,U.S. House,2,Joseph Roush,Republican,1048
Elkhart,U.S. House,2,Tony Zirkle,Republican,788
Elkhart,State Senator,9,Ryan D. Mishler,Republican,1429
Elkhart,State Senator,9,Don Metzler-Smith,Republican,5910
Elkhart,State Senator,9,Joseph P. Williams,Republican,3636
Elkhart,State Senator,9,James C. Erb,Republican,3188
Elkhart,State Senator,9,Joe Guerrero,Republican,1344
Elkhart,State Senator,9,Carlin J. Yoder,Republican,7181
Elkhart,State House,21,Jackie Walorski,Republican,2494
Elkhart,State House,21,Larry E. Rensberger,Republican,0
Elkhart,State House,21,William A. (Bill) Dixon,Republican,0
Elkhart,State House,21,Michael B. Ridenour,Republican,0
Elkhart,State House,21,"William J. ""Bill"" Ruppel",Republican,0
Elkhart,State House,21,James E. Teall,Republican,367
Elkhart,State House,21,John D. Ulmer,Republican,1876
Elkhart,Judge Of The Superior Court,"Elkhart County, No. 1",Evan S. Roberts,Republican,13626
Elkhart,Judge Of The Superior Court,"Elkhart County, No. 1",Thomas A. Murto,Republican,3111
Elkhart,Judge Of The Superior Court,"Elkhart County, No. 1",Peter (Pete) D. Todd,Republican,2550
Elkhart,Judge Of The Superior Court,"Elkhart County, No. 1",Bruce A. Wells,Republican,3767
Elkhart,Judge Of The Superior Court,"Elkhart County, No. 1",Charles C. Wicks,Republican,4171
Fayette,President,,Hillary Clinton,Democratic,3267
Fayette,President,,Barack Obama,Democratic,1562
Fayette,President,,Mike Huckabee,Republican,167
Fayette,President,,John Mccain,Republican,1256
Fayette,President,,Ron Paul,Republican,78
Fayette,President,,Mitt Romney,Republican,45
Fayette,Governor,,Jim Schellinger,Democratic,2466
Fayette,Governor,,Jill Long Thompson,Democratic,1958
Fayette,Governor,,Mitch Daniels,Republican,1367
Fayette,U.S. House,6,Barry A. Welsh,Democratic,3511
Fayette,U.S. House,6,Mike Pence,Republican,1385
Fayette,State Senator,42,Warren Goodrich,Democratic,3121
Fayette,State Senator,42,"Max A. Ellison, Jr.",Republican,289
Fayette,State Senator,42,John Heaton,Republican,68
Fayette,State Senator,42,Jean Leising,Republican,893
Fayette,State Senator,42,Jeff Sponsel,Republican,305
Fayette,State House,55,Tom Knollman,Republican,1431
Fayette,Judge Of The Superior Court,Fayette County,Beth Ann Butsch,Democratic,2148
Fayette,Judge Of The Superior Court,Fayette County,Ronald T. Urdal,Democratic,2385
Fayette,Judge Of The Superior Court,Fayette County,Bette Jo Friend Jones,Republican,1222
Floyd,President,,Hillary Clinton,Democratic,12350
Floyd,President,,Barack Obama,Democratic,6456
Floyd,President,,Mike Huckabee,Republican,270
Floyd,President,,John Mccain,Republican,2563
Floyd,President,,Ron Paul,Republican,121
Floyd,President,,Mitt Romney,Republican,130
Floyd,Governor,,Jim Schellinger,Democratic,9030
Floyd,Governor,,Jill Long Thompson,Democratic,7062
Floyd,Governor,,Mitch Daniels,Republican,2740
Floyd,U.S. House,9,John R. Bottorff,Democratic,2350
Floyd,U.S. House,9,Gretchen Clearwater,Democratic,2162
Floyd,U.S. House,9,Baron P. Hill,Democratic,12271
Floyd,U.S. House,9,Lendall B. Terry,Democratic,469
Floyd,U.S. House,9,Mike Sodrel,Republican,2832
Floyd,State House,70,Paul J. Robertson,Democratic,2200
Floyd,State House,70,Tim Hunt,Republican,459
Floyd,State House,70,Edward D. (Ed) Clere,Republican,1951
Floyd,Judge Of The Superior Court,"Floyd County, No. 1",Michael J. Mcdaniel,Democratic,6452
Floyd,Judge Of The Superior Court,"Floyd County, No. 1",Susan L. Orth,Democratic,10935
Floyd,Judge Of The Superior Court,"Floyd County, No. 1",Chris Lane,Republican,2282
Floyd,Judge Of The Superior Court,"Floyd County, No. 1",Maria Granger,Republican,8588
Floyd,Judge Of The Superior Court,"Floyd County, No. 1",Stan Robison,Republican,6146
Floyd,Judge Of The Superior Court,"Floyd County, No. 1",Richard R. Fox,Republican,2423
Fountain,President,,Hillary Clinton,Democratic,1835
Fountain,President,,Barack Obama,Democratic,1204
Fountain,President,,Mike Huckabee,Republican,282
Fountain,President,,John Mccain,Republican,1251
Fountain,President,,Ron Paul,Republican,96
Fountain,President,,Mitt Romney,Republican,60
Fountain,Governor,,Jim Schellinger,Democratic,1523
Fountain,Governor,,Jill Long Thompson,Democratic,1337
Fountain,Governor,,Mitch Daniels,Republican,1247
Fountain,U.S. House,4,Nels Ackerson,Democratic,662
Fountain,U.S. House,4,Steve Buyer,Republican,424
Fountain,U.S. House,4,Mike Campbell,Republican,111
Fountain,U.S. House,4,Firefighter Laron Keith,Republican,94
Fountain,State House,13,Chester F. Dobis,Democratic,0
Fountain,State House,13,Joseph M. Hero,Republican,0
Franklin,President,,Hillary Clinton,Democratic,2600
Franklin,President,,Barack Obama,Democratic,1183
Franklin,President,,Mike Huckabee,Republican,164
Franklin,President,,John Mccain,Republican,1413
Franklin,President,,Ron Paul,Republican,115
Franklin,President,,Mitt Romney,Republican,65
Franklin,Governor,,Jim Schellinger,Democratic,1586
Franklin,Governor,,Jill Long Thompson,Democratic,1747
Franklin,Governor,,Mitch Daniels,Republican,1396
Franklin,U.S. House,6,Barry A. Welsh,Democratic,2873
Franklin,U.S. House,6,Mike Pence,Republican,1500
Franklin,State Senator,42,Warren Goodrich,Democratic,1068
Franklin,State Senator,42,"Max A. Ellison, Jr.",Republican,21
Franklin,State Senator,42,John Heaton,Republican,20
Franklin,State Senator,42,Jean Leising,Republican,567
Franklin,State Senator,42,Jeff Sponsel,Republican,109
Franklin,State House,55,Tom Knollman,Republican,640
Fulton,President,,Hillary Clinton,Democratic,2164
Fulton,President,,Barack Obama,Democratic,1523
Fulton,President,,Mike Huckabee,Republican,169
Fulton,President,,John Mccain,Republican,1094
Fulton,President,,Ron Paul,Republican,103
Fulton,President,,Mitt Romney,Republican,62
Fulton,Governor,,Jim Schellinger,Democratic,1586
Fulton,Governor,,Jill Long Thompson,Democratic,1989
Fulton,Governor,,Mitch Daniels,Republican,1060
Fulton,U.S. House,2,Joe Donnelly,Democratic,3236
Fulton,U.S. House,2,Luke Puckett,Republican,687
Fulton,U.S. House,2,Joseph Roush,Republican,371
Fulton,U.S. House,2,Tony Zirkle,Republican,198
Fulton,State Senator,18,Linda L. Klinck,Democratic,2642
Fulton,State Senator,18,Randall Head,Republican,731
Fulton,State Senator,18,David R. Martin,Republican,135
Fulton,State Senator,18,Phillip R. Messer,Republican,238
Fulton,State Senator,18,Brian Thomas,Republican,240
Fulton,State House,16,Bill Reutebuch,Democratic,2444
Fulton,State House,16,Douglas L. Gutwein,Republican,1037
Fulton,State House,16,Ernest Rowe,Republican,0
Fulton,State House,16,Mark Mackillop,Republican,0
Fulton,Judge Of The Circuit Court,Fulton 41St Circuit,A. Christopher Lee,Democratic,3082
Fulton,Judge Of The Circuit Court,Fulton 41St Circuit,Richard A. Brown,Republican,1123
Gibson,President,,Hillary Clinton,Democratic,5524
Gibson,President,,Barack Obama,Democratic,2676
Gibson,President,,Mike Huckabee,Republican,134
Gibson,President,,John Mccain,Republican,891
Gibson,President,,Ron Paul,Republican,62
Gibson,President,,Mitt Romney,Republican,32
Gibson,Governor,,Jim Schellinger,Democratic,4005
Gibson,Governor,,Jill Long Thompson,Democratic,3635
Gibson,Governor,,Mitch Daniels,Republican,976
