county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Spencer,Carter 3,President,,Trump / Pence,REP,206,42,138,386
Spencer,Carter 3,President,,Biden / Harris,DEM,80,57,82,219
Spencer,Carter 3,President,,Jorgensen / Cohen,LIB,9,1,4,14
Spencer,Carter 3,President,,Write-In,,1,0,0,1
Spencer,Carter 3,Governor,,Holcomb / Crouch,REP,173,53,135,361
Spencer,Carter 3,Governor,,Myers / Lawson,DEM,67,44,65,176
Spencer,Carter 3,Governor,,Rainwater II / Henry,LIB,50,1,22,73
Spencer,Carter 3,Attorney General,,Todd Rokita,REP,169,37,118,324
Spencer,Carter 3,Attorney General,,Jonathan Weinzapfel,DEM,115,62,99,276
Spencer,Carter 3,U.S. House,8,Larry D. Bucshon,REP,189,42,133,364
Spencer,Carter 3,U.S. House,8,E. Thomasina Marsili,DEM,87,56,81,224
Spencer,Carter 3,U.S. House,8,James D. Rodenberger,LIB,14,1,6,21
Spencer,Carter 3,U.S. House,8,Write-In,,0,0,0,0
Spencer,Carter 3,State Representative,74,Stephen R. Bartels,REP,230,65,164,459
Spencer,Carter 3,State Representative,74,No Candidate Filed,DEM,0,0,0,0
Spencer,Carter 4,Registered Voters,,,,,,,269
Spencer,Carter 4,Ballots Cast,,,,66,25,127,218
Spencer,Carter 4,President,,Trump / Pence,REP,49,15,99,163
Spencer,Carter 4,President,,Biden / Harris,DEM,13,10,27,50
Spencer,Carter 4,President,,Jorgensen / Cohen,LIB,3,0,1,4
Spencer,Carter 4,President,,Write-In,,0,0,0,0
Spencer,Carter 4,Governor,,Holcomb / Crouch,REP,44,15,93,152
Spencer,Carter 4,Governor,,Myers / Lawson,DEM,7,6,17,30
Spencer,Carter 4,Governor,,Rainwater II / Henry,LIB,15,2,14,31
Spencer,Carter 4,Attorney General,,Todd Rokita,REP,35,14,80,129
Spencer,Carter 4,Attorney General,,Jonathan Weinzapfel,DEM,26,8,38,72
Spencer,Carter 4,U.S. House,8,Larry D. Bucshon,REP,42,15,102,159
Spencer,Carter 4,U.S. House,8,E. Thomasina Marsili,DEM,20,9,23,52
Spencer,Carter 4,U.S. House,8,James D. Rodenberger,LIB,4,0,0,4
Spencer,Carter 4,U.S. House,8,Write-In,,0,0,0,0
Spencer,Carter 4,State Representative,74,Stephen R. Bartels,REP,57,16,103,176
Spencer,Carter 4,State Representative,74,No Candidate Filed,DEM,0,0,0,0
Spencer,Clay 1,Registered Voters,,,,,,,425
Spencer,Clay 1,Ballots Cast,,,,89,46,187,322
Spencer,Clay 1,President,,Trump / Pence,REP,76,13,125,214
Spencer,Clay 1,President,,Biden / Harris,DEM,10,30,54,94
Spencer,Clay 1,President,,Jorgensen / Cohen,LIB,2,2,8,12
Spencer,Clay 1,President,,Write-In,,0,0,0,0
Spencer,Clay 1,Governor,,Holcomb / Crouch,REP,65,18,125,208
Spencer,Clay 1,Governor,,Myers / Lawson,DEM,9,25,37,71
Spencer,Clay 1,Governor,,Rainwater II / Henry,LIB,13,1,24,38
Spencer,Clay 1,Attorney General,,Todd Rokita,REP,63,9,111,183
Spencer,Clay 1,Attorney General,,Jonathan Weinzapfel,DEM,23,33,66,122
Spencer,Clay 1,U.S. House,8,Larry D. Bucshon,REP,67,13,124,204
Spencer,Clay 1,U.S. House,8,E. Thomasina Marsili,DEM,15,31,53,99
Spencer,Clay 1,U.S. House,8,James D. Rodenberger,LIB,6,0,9,15
Spencer,Clay 1,U.S. House,8,Write-In,,0,0,0,0
Spencer,Clay 1,State Representative,74,Stephen R. Bartels,REP,80,20,145,245
Spencer,Clay 1,State Representative,74,No Candidate Filed,DEM,0,0,0,0
Spencer,Clay 2,Registered Voters,,,,,,,1256
Spencer,Clay 2,Ballots Cast,,,,228,159,586,973
Spencer,Clay 2,President,,Trump / Pence,REP,166,81,402,649
Spencer,Clay 2,President,,Biden / Harris,DEM,54,75,164,293
Spencer,Clay 2,President,,Jorgensen / Cohen,LIB,6,1,9,16
Spencer,Clay 2,President,,Write-In,,0,0,1,1
Spencer,Clay 2,Governor,,Holcomb / Crouch,REP,156,91,425,672
Spencer,Clay 2,Governor,,Myers / Lawson,DEM,26,62,124,212
Spencer,Clay 2,Governor,,Rainwater II / Henry,LIB,44,4,30,78
Spencer,Clay 2,Attorney General,,Todd Rokita,REP,156,70,363,589
Spencer,Clay 2,Attorney General,,Jonathan Weinzapfel,DEM,67,87,203,357
Spencer,Clay 2,U.S. House,8,Larry D. Bucshon,REP,171,85,404,660
Spencer,Clay 2,U.S. House,8,E. Thomasina Marsili,DEM,41,71,155,267
Spencer,Clay 2,U.S. House,8,James D. Rodenberger,LIB,11,1,10,22
Spencer,Clay 2,U.S. House,8,Write-In,,0,0,0,0
Spencer,Clay 2,State Representative,74,Stephen R. Bartels,REP,194,99,462,755
Spencer,Clay 2,State Representative,74,No Candidate Filed,DEM,0,0,0,0
Spencer,Clay 3,Registered Voters,,,,,,,590
Spencer,Clay 3,Ballots Cast,,,,110,64,279,453
Spencer,Clay 3,President,,Trump / Pence,REP,91,19,194,304
Spencer,Clay 3,President,,Biden / Harris,DEM,17,43,80,140
Spencer,Clay 3,President,,Jorgensen / Cohen,LIB,2,2,1,5
Spencer,Clay 3,President,,Write-In,,0,0,1,1
Spencer,Clay 3,Governor,,Holcomb / Crouch,REP,82,28,211,321
Spencer,Clay 3,Governor,,Myers / Lawson,DEM,12,31,49,92
Spencer,Clay 3,Governor,,Rainwater II / Henry,LIB,14,3,19,36
Spencer,Clay 3,Attorney General,,Todd Rokita,REP,72,17,179,268
Spencer,Clay 3,Attorney General,,Jonathan Weinzapfel,DEM,30,45,91,166
Spencer,Clay 3,U.S. House,8,Larry D. Bucshon,REP,87,21,203,311
Spencer,Clay 3,U.S. House,8,E. Thomasina Marsili,DEM,16,41,71,128
Spencer,Clay 3,U.S. House,8,James D. Rodenberger,LIB,6,1,0,7
Spencer,Clay 3,U.S. House,8,Write-In,,0,0,0,0
Spencer,Clay 3,State Representative,74,Stephen R. Bartels,REP,99,40,236,375
Spencer,Clay 3,State Representative,74,No Candidate Filed,DEM,0,0,0,0
Spencer,Grass 1,Registered Voters,,,,,,,481
Spencer,Grass 1,Ballots Cast,,,,173,37,125,335
Spencer,Grass 1,President,,Trump / Pence,REP,124,13,83,220
Spencer,Grass 1,President,,Biden / Harris,DEM,42,22,39,103
Spencer,Grass 1,President,,Jorgensen / Cohen,LIB,5,0,3,8
Spencer,Grass 1,President,,Write-In,,0,0,0,0
Spencer,Grass 1,Governor,,Holcomb / Crouch,REP,110,22,84,216
Spencer,Grass 1,Governor,,Myers / Lawson,DEM,40,13,31,84
Spencer,Grass 1,Governor,,Rainwater II / Henry,LIB,20,0,6,26
Spencer,Grass 1,Attorney General,,Todd Rokita,REP,86,16,70,172
Spencer,Grass 1,Attorney General,,Jonathan Weinzapfel,DEM,80,19,51,150
Spencer,Grass 1,U.S. House,8,Larry D. Bucshon,REP,108,15,80,203
Spencer,Grass 1,U.S. House,8,E. Thomasina Marsili,DEM,51,19,38,108
Spencer,Grass 1,U.S. House,8,James D. Rodenberger,LIB,7,0,3,10
Spencer,Grass 1,U.S. House,8,Write-In,,0,0,0,0
Spencer,Grass 1,State Representative,75,Cindy Ledbetter,REP,90,10,57,157
Spencer,Grass 1,State Representative,75,John Hurley,DEM,77,24,66,167
Spencer,Grass 2,Registered Voters,,,,,,,400
Spencer,Grass 2,Ballots Cast,,,,114,48,145,307
Spencer,Grass 2,President,,Trump / Pence,REP,92,18,104,214
Spencer,Grass 2,President,,Biden / Harris,DEM,19,28,35,82
Spencer,Grass 2,President,,Jorgensen / Cohen,LIB,2,1,4,7
Spencer,Grass 2,President,,Write-In,,0,0,0,0
Spencer,Grass 2,Governor,,Holcomb / Crouch,REP,84,24,101,209
Spencer,Grass 2,Governor,,Myers / Lawson,DEM,17,21,33,71
Spencer,Grass 2,Governor,,Rainwater II / Henry,LIB,10,2,8,20
Spencer,Grass 2,Attorney General,,Todd Rokita,REP,71,22,92,185
Spencer,Grass 2,Attorney General,,Jonathan Weinzapfel,DEM,37,26,49,112
Spencer,Grass 2,U.S. House,8,Larry D. Bucshon,REP,86,19,98,203
Spencer,Grass 2,U.S. House,8,E. Thomasina Marsili,DEM,23,25,37,85
Spencer,Grass 2,U.S. House,8,James D. Rodenberger,LIB,4,2,6,12
Spencer,Grass 2,U.S. House,8,Write-In,,0,0,0,0
Spencer,Grass 2,State Representative,75,Cindy Ledbetter,REP,71,16,87,174
Spencer,Grass 2,State Representative,75,John Hurley,DEM,43,32,55,130
Spencer,Hammond 1,Registered Voters,,,,,,,623
Spencer,Hammond 1,Ballots Cast,,,,254,58,139,451
Spencer,Hammond 1,President,,Trump / Pence,REP,204,26,104,334
Spencer,Hammond 1,President,,Biden / Harris,DEM,42,31,29,102
Spencer,Hammond 1,President,,Jorgensen / Cohen,LIB,3,0,2,5
Spencer,Hammond 1,President,,Write-In,,0,0,0,0
Spencer,Hammond 1,Governor,,Holcomb / Crouch,REP,174,32,99,305
Spencer,Hammond 1,Governor,,Myers / Lawson,DEM,32,25,27,84
Spencer,Hammond 1,Governor,,Rainwater II / Henry,LIB,35,0,8,43
Spencer,Hammond 1,Attorney General,,Todd Rokita,REP,163,22,90,275
Spencer,Hammond 1,Attorney General,,Jonathan Weinzapfel,DEM,73,35,44,152
Spencer,Hammond 1,U.S. House,8,Larry D. Bucshon,REP,201,29,102,332
Spencer,Hammond 1,U.S. House,8,E. Thomasina Marsili,DEM,33,27,30,90
Spencer,Hammond 1,U.S. House,8,James D. Rodenberger,LIB,5,1,4,10
Spencer,Hammond 1,U.S. House,8,Write-In,,0,0,0,0
Spencer,Hammond 1,State Representative,75,Cindy Ledbetter,REP,151,24,85,260
Spencer,Hammond 1,State Representative,75,John Hurley,DEM,94,33,50,177
Spencer,Hammond 2,Registered Voters,,,,,,,492
Spencer,Hammond 2,Ballots Cast,,,,159,53,125,337
Spencer,Hammond 2,President,,Trump / Pence,REP,119,21,92,232
Spencer,Hammond 2,President,,Biden / Harris,DEM,33,30,32,95
Spencer,Hammond 2,President,,Jorgensen / Cohen,LIB,4,1,0,5
Spencer,Hammond 2,President,,Write-In,,0,0,0,0
Spencer,Hammond 2,Governor,,Holcomb / Crouch,REP,109,29,85,223
Spencer,Hammond 2,Governor,,Myers / Lawson,DEM,30,23,28,81
Spencer,Hammond 2,Governor,,Rainwater II / Henry,LIB,16,0,8,24
Spencer,Hammond 2,Attorney General,,Todd Rokita,REP,87,21,78,186
Spencer,Hammond 2,Attorney General,,Jonathan Weinzapfel,DEM,66,32,39,137
Spencer,Hammond 2,U.S. House,8,Larry D. Bucshon,REP,119,27,88,234
Spencer,Hammond 2,U.S. House,8,E. Thomasina Marsili,DEM,30,23,30,83
Spencer,Hammond 2,U.S. House,8,James D. Rodenberger,LIB,3,2,1,6
Spencer,Hammond 2,U.S. House,8,Write-In,,0,0,0,0
Spencer,Hammond 2,State Representative,74,Stephen R. Bartels,REP,124,35,96,255
Spencer,Hammond 2,State Representative,74,No Candidate Filed,DEM,0,0,0,0
Spencer,Harrison 1,Registered Voters,,,,,,,890
Spencer,Harrison 1,Ballots Cast,,,,92,289,202,583
Spencer,Harrison 1,President,,Trump / Pence,REP,73,112,138,323
Spencer,Harrison 1,President,,Biden / Harris,DEM,16,160,55,231
Spencer,Harrison 1,President,,Jorgensen / Cohen,LIB,1,7,7,15
Spencer,Harrison 1,President,,Write-In,,0,1,2,3
Spencer,Harrison 1,Governor,,Holcomb / Crouch,REP,61,144,130,335
Spencer,Harrison 1,Governor,,Myers / Lawson,DEM,14,118,47,179
Spencer,Harrison 1,Governor,,Rainwater II / Henry,LIB,15,13,24,52
Spencer,Harrison 1,Attorney General,,Todd Rokita,REP,53,87,124,264
Spencer,Harrison 1,Attorney General,,Jonathan Weinzapfel,DEM,37,193,73,303
Spencer,Harrison 1,U.S. House,8,Larry D. Bucshon,REP,73,108,139,320
Spencer,Harrison 1,U.S. House,8,E. Thomasina Marsili,DEM,16,168,55,239
Spencer,Harrison 1,U.S. House,8,James D. Rodenberger,LIB,1,4,3,8
Spencer,Harrison 1,U.S. House,8,Write-In,,0,0,0,0
Spencer,Harrison 1,State Representative,74,Stephen R. Bartels,REP,82,167,163,412
Spencer,Harrison 1,State Representative,74,No Candidate Filed,DEM,0,0,0,0
Spencer,Harrison 2,Registered Voters,,,,,,,566
Spencer,Harrison 2,Ballots Cast,,,,174,115,154,443
Spencer,Harrison 2,President,,Trump / Pence,REP,136,57,90,283
Spencer,Harrison 2,President,,Biden / Harris,DEM,33,56,58,147
Spencer,Harrison 2,President,,Jorgensen / Cohen,LIB,3,1,3,7
Spencer,Harrison 2,President,,Write-In,,0,0,0,0
Spencer,Harrison 2,Governor,,Holcomb / Crouch,REP,114,66,91,271
Spencer,Harrison 2,Governor,,Myers / Lawson,DEM,32,41,43,116
Spencer,Harrison 2,Governor,,Rainwater II / Henry,LIB,27,3,17,47
Spencer,Harrison 2,Attorney General,,Todd Rokita,REP,101,38,81,220
Spencer,Harrison 2,Attorney General,,Jonathan Weinzapfel,DEM,65,72,68,205
Spencer,Harrison 2,U.S. House,8,Larry D. Bucshon,REP,124,52,98,274
Spencer,Harrison 2,U.S. House,8,E. Thomasina Marsili,DEM,40,59,48,147
Spencer,Harrison 2,U.S. House,8,James D. Rodenberger,LIB,5,1,3,9
Spencer,Harrison 2,U.S. House,8,Write-In,,0,0,0,0
Spencer,Harrison 2,State Representative,74,Stephen R. Bartels,REP,143,83,115,341
Spencer,Harrison 2,State Representative,74,No Candidate Filed,DEM,0,0,0,0
Spencer,Huff,Registered Voters,,,,,,,752
Spencer,Huff,Ballots Cast,,,,325,93,262,680
Spencer,Huff,President,,Trump / Pence,REP,239,35,177,451
Spencer,Huff,President,,Biden / Harris,DEM,71,52,71,194
Spencer,Huff,President,,Jorgensen / Cohen,LIB,7,4,11,22
Spencer,Huff,President,,Write-In,,0,1,0,1
Spencer,Huff,Governor,,Holcomb / Crouch,REP,216,47,182,445
Spencer,Huff,Governor,,Myers / Lawson,DEM,56,41,53,150
Spencer,Huff,Governor,,Rainwater II / Henry,LIB,45,3,24,72
Spencer,Huff,Attorney General,,Todd Rokita,REP,189,31,156,376
Spencer,Huff,Attorney General,,Jonathan Weinzapfel,DEM,122,61,98,281
Spencer,Huff,U.S. House,8,Larry D. Bucshon,REP,219,36,172,427
Spencer,Huff,U.S. House,8,E. Thomasina Marsili,DEM,87,55,74,216
Spencer,Huff,U.S. House,8,James D. Rodenberger,LIB,10,0,9,19
Spencer,Huff,U.S. House,8,Write-In,,0,1,0,1
Spencer,Huff,State Representative,74,Stephen R. Bartels,REP,262,54,202,518
Spencer,Huff,State Representative,74,No Candidate Filed,DEM,0,0,0,0
Spencer,Jackson,Registered Voters,,,,,,,612
Spencer,Jackson,Ballots Cast,,,,156,80,219,455
Spencer,Jackson,President,,Trump / Pence,REP,124,24,147,295
Spencer,Jackson,President,,Biden / Harris,DEM,27,54,67,148
Spencer,Jackson,President,,Jorgensen / Cohen,LIB,2,1,1,4
Spencer,Jackson,President,,Write-In,,0,0,2,2
Spencer,Jackson,Governor,,Holcomb / Crouch,REP,113,39,141,293
Spencer,Jackson,Governor,,Myers / Lawson,DEM,27,39,50,116
Spencer,Jackson,Governor,,Rainwater II / Henry,LIB,14,0,23,37
Spencer,Jackson,Attorney General,,Todd Rokita,REP,108,27,115,250
Spencer,Jackson,Attorney General,,Jonathan Weinzapfel,DEM,41,53,95,189
Spencer,Jackson,U.S. House,8,Larry D. Bucshon,REP,124,26,139,289
Spencer,Jackson,U.S. House,8,E. Thomasina Marsili,DEM,27,50,71,148
Spencer,Jackson,U.S. House,8,James D. Rodenberger,LIB,2,2,2,6
Spencer,Jackson,U.S. House,8,Write-In,,0,0,0,0
Spencer,Jackson,State Representative,75,Cindy Ledbetter,REP,109,24,115,248
Spencer,Jackson,State Representative,75,John Hurley,DEM,45,54,97,196
Spencer,Luce 1,Registered Voters,,,,,,,686
Spencer,Luce 1,Ballots Cast,,,,251,69,166,486
Spencer,Luce 1,President,,Trump / Pence,REP,188,27,119,334
Spencer,Luce 1,President,,Biden / Harris,DEM,57,40,42,139
Spencer,Luce 1,President,,Jorgensen / Cohen,LIB,1,1,1,3
Spencer,Luce 1,President,,Write-In,,4,0,1,5
Spencer,Luce 1,Governor,,Holcomb / Crouch,REP,170,34,116,320
Spencer,Luce 1,Governor,,Myers / Lawson,DEM,46,32,33,111
Spencer,Luce 1,Governor,,Rainwater II / Henry,LIB,26,2,15,43
Spencer,Luce 1,Attorney General,,Todd Rokita,REP,144,22,96,262
Spencer,Luce 1,Attorney General,,Jonathan Weinzapfel,DEM,89,46,61,196
Spencer,Luce 1,U.S. House,8,Larry D. Bucshon,REP,178,30,111,319
Spencer,Luce 1,U.S. House,8,E. Thomasina Marsili,DEM,51,37,40,128
Spencer,Luce 1,U.S. House,8,James D. Rodenberger,LIB,10,1,4,15
Spencer,Luce 1,U.S. House,8,Write-In,,0,0,0,0
Spencer,Luce 1,State Representative,75,Cindy Ledbetter,REP,122,19,74,215
Spencer,Luce 1,State Representative,75,John Hurley,DEM,121,49,87,257
Spencer,Luce 2,Registered Voters,,,,,,,618
Spencer,Luce 2,Ballots Cast,,,,182,78,219,479
Spencer,Luce 2,President,,Trump / Pence,REP,139,38,161,338
Spencer,Luce 2,President,,Biden / Harris,DEM,35,39,51,125
Spencer,Luce 2,President,,Jorgensen / Cohen,LIB,6,0,3,9
Spencer,Luce 2,President,,Write-In,,0,0,1,1
Spencer,Luce 2,Governor,,Holcomb / Crouch,REP,122,52,165,339
Spencer,Luce 2,Governor,,Myers / Lawson,DEM,41,22,40,103
Spencer,Luce 2,Governor,,Rainwater II / Henry,LIB,15,1,10,26
Spencer,Luce 2,Attorney General,,Todd Rokita,REP,99,28,149,276
Spencer,Luce 2,Attorney General,,Jonathan Weinzapfel,DEM,68,47,67,182
Spencer,Luce 2,U.S. House,8,Larry D. Bucshon,REP,130,47,171,348
Spencer,Luce 2,U.S. House,8,E. Thomasina Marsili,DEM,39,27,43,109
Spencer,Luce 2,U.S. House,8,James D. Rodenberger,LIB,7,2,3,12
Spencer,Luce 2,U.S. House,8,Write-In,,0,0,0,0
Spencer,Luce 2,State Representative,75,Cindy Ledbetter,REP,95,24,124,243
Spencer,Luce 2,State Representative,75,John Hurley,DEM,83,52,94,229
Spencer,Luce 3,Registered Voters,,,,,,,615
Spencer,Luce 3,Ballots Cast,,,,198,45,172,415
Spencer,Luce 3,President,,Trump / Pence,REP,151,23,122,296
Spencer,Luce 3,President,,Biden / Harris,DEM,37,21,48,106
Spencer,Luce 3,President,,Jorgensen / Cohen,LIB,4,0,1,5
Spencer,Luce 3,President,,Write-In,,2,0,0,2
Spencer,Luce 3,Governor,,Holcomb / Crouch,REP,148,25,110,283
Spencer,Luce 3,Governor,,Myers / Lawson,DEM,36,20,41,97
Spencer,Luce 3,Governor,,Rainwater II / Henry,LIB,12,0,14,26
Spencer,Luce 3,Attorney General,,Todd Rokita,REP,119,21,92,232
Spencer,Luce 3,Attorney General,,Jonathan Weinzapfel,DEM,73,24,71,168
Spencer,Luce 3,U.S. House,8,Larry D. Bucshon,REP,143,26,116,285
Spencer,Luce 3,U.S. House,8,E. Thomasina Marsili,DEM,42,19,49,110
Spencer,Luce 3,U.S. House,8,James D. Rodenberger,LIB,6,0,3,9
Spencer,Luce 3,U.S. House,8,Write-In,,0,0,0,0
Spencer,Luce 3,State Representative,75,Cindy Ledbetter,REP,105,22,86,213
Spencer,Luce 3,State Representative,75,John Hurley,DEM,86,23,85,194
Spencer,Ohio 1,Registered Voters,,,,,,,573
Spencer,Ohio 1,Ballots Cast,,,,129,79,155,363
Spencer,Ohio 1,President,,Trump / Pence,REP,96,31,94,221
Spencer,Ohio 1,President,,Biden / Harris,DEM,29,48,53,130
Spencer,Ohio 1,President,,Jorgensen / Cohen,LIB,4,0,5,9
Spencer,Ohio 1,President,,Write-In,,0,0,0,0
Spencer,Ohio 1,Governor,,Holcomb / Crouch,REP,89,48,102,239
Spencer,Ohio 1,Governor,,Myers / Lawson,DEM,21,28,43,92
Spencer,Ohio 1,Governor,,Rainwater II / Henry,LIB,13,0,9,22
Spencer,Ohio 1,Attorney General,,Todd Rokita,REP,74,30,91,195
Spencer,Ohio 1,Attorney General,,Jonathan Weinzapfel,DEM,45,45,60,150
Spencer,Ohio 1,U.S. House,8,Larry D. Bucshon,REP,84,42,99,225
Spencer,Ohio 1,U.S. House,8,E. Thomasina Marsili,DEM,29,33,45,107
Spencer,Ohio 1,U.S. House,8,James D. Rodenberger,LIB,10,1,6,17
Spencer,Ohio 1,U.S. House,8,Write-In,,0,0,0,0
Spencer,Ohio 1,State Representative,75,Cindy Ledbetter,REP,70,32,68,170
Spencer,Ohio 1,State Representative,75,John Hurley,DEM,53,43,87,183
Spencer,Ohio 2,Registered Voters,,,,,,,493
Spencer,Ohio 2,Ballots Cast,,,,101,61,99,261
Spencer,Ohio 2,President,,Trump / Pence,REP,67,37,57,161
Spencer,Ohio 2,President,,Biden / Harris,DEM,26,22,33,81
Spencer,Ohio 2,President,,Jorgensen / Cohen,LIB,4,1,7,12
Spencer,Ohio 2,President,,Write-In,,0,0,0,0
Spencer,Ohio 2,Governor,,Holcomb / Crouch,REP,55,44,52,151
Spencer,Ohio 2,Governor,,Myers / Lawson,DEM,19,14,23,56
Spencer,Ohio 2,Governor,,Rainwater II / Henry,LIB,14,0,18,32
Spencer,Ohio 2,Attorney General,,Todd Rokita,REP,49,32,46,127
Spencer,Ohio 2,Attorney General,,Jonathan Weinzapfel,DEM,36,26,41,103
Spencer,Ohio 2,U.S. House,8,Larry D. Bucshon,REP,57,37,60,154
Spencer,Ohio 2,U.S. House,8,E. Thomasina Marsili,DEM,25,19,29,73
Spencer,Ohio 2,U.S. House,8,James D. Rodenberger,LIB,4,1,8,13
Spencer,Ohio 2,U.S. House,8,Write-In,,0,0,0,0
Spencer,Ohio 2,State Representative,75,Cindy Ledbetter,REP,44,29,44,117
Spencer,Ohio 2,State Representative,75,John Hurley,DEM,46,29,52,127
Spencer,Ohio 3,Registered Voters,,,,,,,506
Spencer,Ohio 3,Ballots Cast,,,,124,62,127,313
Spencer,Ohio 3,President,,Trump / Pence,REP,80,32,74,186
Spencer,Ohio 3,President,,Biden / Harris,DEM,42,26,48,116
Spencer,Ohio 3,President,,Jorgensen / Cohen,LIB,1,0,2,3
Spencer,Ohio 3,President,,Write-In,,0,0,1,1
Spencer,Ohio 3,Governor,,Holcomb / Crouch,REP,71,40,82,193
Spencer,Ohio 3,Governor,,Myers / Lawson,DEM,41,18,28,87
Spencer,Ohio 3,Governor,,Rainwater II / Henry,LIB,6,2,12,20
Spencer,Ohio 3,Attorney General,,Todd Rokita,REP,56,30,67,153
Spencer,Ohio 3,Attorney General,,Jonathan Weinzapfel,DEM,59,32,50,141
Spencer,Ohio 3,U.S. House,8,Larry D. Bucshon,REP,75,37,80,192
Spencer,Ohio 3,U.S. House,8,E. Thomasina Marsili,DEM,44,24,38,106
Spencer,Ohio 3,U.S. House,8,James D. Rodenberger,LIB,3,1,3,7
Spencer,Ohio 3,U.S. House,8,Write-In,,0,0,0,0
Spencer,Ohio 3,State Representative,75,Cindy Ledbetter,REP,59,35,59,153
Spencer,Ohio 3,State Representative,75,John Hurley,DEM,62,27,63,152
Spencer,Ohio 4,Registered Voters,,,,,,,752
Spencer,Ohio 4,Ballots Cast,,,,170,76,297,543
Spencer,Ohio 4,President,,Trump / Pence,REP,145,41,227,413
Spencer,Ohio 4,President,,Biden / Harris,DEM,24,32,67,123
Spencer,Ohio 4,President,,Jorgensen / Cohen,LIB,0,0,3,3
Spencer,Ohio 4,President,,Write-In,,1,0,0,1
Spencer,Ohio 4,Governor,,Holcomb / Crouch,REP,137,45,234,416
Spencer,Ohio 4,Governor,,Myers / Lawson,DEM,19,29,51,99
Spencer,Ohio 4,Governor,,Rainwater II / Henry,LIB,14,0,10,24
Spencer,Ohio 4,Attorney General,,Todd Rokita,REP,115,39,204,358
Spencer,Ohio 4,Attorney General,,Jonathan Weinzapfel,DEM,53,36,84,173
Spencer,Ohio 4,U.S. House,8,Larry D. Bucshon,REP,142,41,236,419
Spencer,Ohio 4,U.S. House,8,E. Thomasina Marsili,DEM,23,30,55,108
Spencer,Ohio 4,U.S. House,8,James D. Rodenberger,LIB,3,0,5,8
Spencer,Ohio 4,U.S. House,8,Write-In,,0,0,0,0
Spencer,Ohio 4,State Representative,75,Cindy Ledbetter,REP,99,32,193,324
Spencer,Ohio 4,State Representative,75,John Hurley,DEM,70,40,103,213
Spencer,Ohio 5,Registered Voters,,,,,,,729
Spencer,Ohio 5,Ballots Cast,,,,141,68,341,550
Spencer,Ohio 5,President,,Trump / Pence,REP,115,38,240,393
Spencer,Ohio 5,President,,Biden / Harris,DEM,22,28,94,144
Spencer,Ohio 5,President,,Jorgensen / Cohen,LIB,3,2,3,8
Spencer,Ohio 5,President,,Write-In,,0,0,1,1
Spencer,Ohio 5,Governor,,Holcomb / Crouch,REP,104,45,241,390
