county,office,district,candidate,party,votes
Blackford,U.S. House,3,Phillip J. (Phil) Troyer,Republican,0
Blackford,U.S. House,3,Nasser Hanna,Republican,0
Blackford,U.S. House,3,Ann B. Adcook,Republican,0
Blackford,U.S. House,3,Dan Burton,Republican,0
Blackford,U.S. House,3,Andy Lyons,Republican,0
Blackford,U.S. House,3,John Mcgoff,Republican,0
Blackford,U.S. House,3,Brose Mcvey,Republican,0
Blackford,U.S. House,3,Luke Messer,Republican,0
Blackford,U.S. House,3,Michael B. Murphy,Republican,0
Blackford,State Senator,19,Travis Holdman,Republican,805
Blackford,State House,31,Joe Pearson,Democratic,923
Blackford,State House,31,Kevin A. Mahan,Republican,922
Blackford,Judge Of The Superior Court,Blackford County,Nick Barry,Republican,877
Blackford,Prosecuting Attorney,Blackford 71St Circuit,Kevin N. Basey,Republican,907
Boone,U.S. Senator,,"Don Bates, Jr.",Republican,300
Boone,U.S. Senator,,Richard Behney,Republican,375
Boone,U.S. Senator,,Dan Coats,Republican,2596
Boone,U.S. Senator,,John N. Hostettler,Republican,1977
Boone,U.S. Senator,,Marlin A. Stutzman,Republican,2470
Boone,U.S. House,4,Tara E. Nelson,Democratic,259
Boone,U.S. House,4,Mark Powell,Democratic,174
Boone,U.S. House,4,David Sanders,Democratic,437
Boone,U.S. House,4,Jon Acton,Republican,294
Boone,U.S. House,4,Cheryl Denise Allen,Republican,169
Boone,U.S. House,4,Mike Campbell,Republican,427
Boone,U.S. House,4,Daniel L. Dunham,Republican,48
Boone,U.S. House,4,James T. (Jim) Hass,Republican,75
Boone,U.S. House,4,Charles E. Henderson,Republican,94
Boone,U.S. House,4,Brandt Hershman,Republican,1424
Boone,U.S. House,4,Laron (Firefighter Laron) Keith,Republican,280
Boone,U.S. House,4,Todd Rokita,Republican,3764
Boone,U.S. House,4,Mark Seitz,Republican,116
Boone,U.S. House,4,Phillip J. (Pj) Steffen,Republican,158
Boone,U.S. House,4,Eric L. Wathen,Republican,360
Boone,U.S. House,4,R. Michael Young,Republican,350
Boone,U.S. House,4,Nasser Hanna,Republican,0
Boone,U.S. House,4,Ann B. Adcook,Republican,0
Boone,U.S. House,4,Dan Burton,Republican,0
Boone,U.S. House,4,Andy Lyons,Republican,0
Boone,U.S. House,4,John Mcgoff,Republican,0
Boone,U.S. House,4,Brose Mcvey,Republican,0
Boone,U.S. House,4,Luke Messer,Republican,0
Boone,U.S. House,4,Michael B. Murphy,Republican,0
Boone,State Senator,23,Philip L. (Phil) Boots,Republican,3589
Boone,State Senator,23,Robin Shackleford,Republican,0
Boone,State Senator,23,Mike Delph,Republican,0
Boone,State House,24,"Timothy J. Banter, Jr.",Democratic,0
Boone,State House,24,"Richard W. ""Rich"" Mcclain",Republican,0
Boone,State House,24,Anita Horn Carpenter,Republican,0
Boone,Prosecuting Attorney,Boone 20Th Circuit,Todd J. Meyer,Republican,6274
Brown,U.S. Senator,,"Don Bates, Jr.",Republican,101
Brown,U.S. Senator,,Richard Behney,Republican,109
Brown,U.S. Senator,,Dan Coats,Republican,795
Brown,U.S. Senator,,John N. Hostettler,Republican,589
Brown,U.S. Senator,,Marlin A. Stutzman,Republican,670
Brown,U.S. House,9,John R. Bottorff,Democratic,118
Brown,U.S. House,9,Baron P. Hill,Democratic,1058
Brown,U.S. House,9,Carol Johnson-Smith,Democratic,130
Brown,U.S. House,9,"James R. Mcclure, Jr.",Democratic,91
Brown,U.S. House,9,Lendall B. Terry,Democratic,39
Brown,U.S. House,9,Travis Hankins,Republican,1006
Brown,U.S. House,9,Mike Sodrel,Republican,732
Brown,U.S. House,9,Rick Warren,Republican,75
Brown,U.S. House,9,Todd Young,Republican,516
Brown,State House,65,Eric A. Koch,Republican,1953
Brown,Prosecuting Attorney,Brown 88Th Circuit,James R. Oliver,Democratic,1245
Carroll,U.S. Senator,,"Don Bates, Jr.",Republican,167
Carroll,U.S. Senator,,Richard Behney,Republican,203
Carroll,U.S. Senator,,Dan Coats,Republican,1155
Carroll,U.S. Senator,,John N. Hostettler,Republican,695
Carroll,U.S. Senator,,Marlin A. Stutzman,Republican,836
Carroll,U.S. House,4,Tara E. Nelson,Democratic,0
Carroll,U.S. House,4,Mark Powell,Democratic,0
Carroll,U.S. House,4,David Sanders,Democratic,0
Carroll,U.S. House,4,Jon Acton,Republican,0
Carroll,U.S. House,4,Cheryl Denise Allen,Republican,0
Carroll,U.S. House,4,Mike Campbell,Republican,0
Carroll,U.S. House,4,Daniel L. Dunham,Republican,0
Carroll,U.S. House,4,James T. (Jim) Hass,Republican,0
Carroll,U.S. House,4,Charles E. Henderson,Republican,0
Carroll,U.S. House,4,Brandt Hershman,Republican,0
Carroll,U.S. House,4,Laron (Firefighter Laron) Keith,Republican,0
Carroll,U.S. House,4,Todd Rokita,Republican,0
Carroll,U.S. House,4,Mark Seitz,Republican,0
Carroll,U.S. House,4,Phillip J. (Pj) Steffen,Republican,0
Carroll,U.S. House,4,Eric L. Wathen,Republican,0
Carroll,U.S. House,4,R. Michael Young,Republican,0
Carroll,State House,25,Jeb Bardon,Democratic,0
Carroll,State House,25,Dan Pool,Republican,0
Carroll,State House,25,Heath Vannatter,Republican,0
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,James Ackermann,Republican,501
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,Robert T. (Rob) Ives,Republican,1608
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,Tricia L. Thompson,Republican,1085
Cass,U.S. Senator,,"Don Bates, Jr.",Republican,286
Cass,U.S. Senator,,Richard Behney,Republican,323
Cass,U.S. Senator,,Dan Coats,Republican,2329
Cass,U.S. Senator,,John N. Hostettler,Republican,932
Cass,U.S. Senator,,Marlin A. Stutzman,Republican,1545
Cass,U.S. House,4,Tara E. Nelson,Democratic,0
Cass,U.S. House,4,Mark Powell,Democratic,0
Cass,U.S. House,4,David Sanders,Democratic,0
Cass,U.S. House,4,Jon Acton,Republican,0
Cass,U.S. House,4,Cheryl Denise Allen,Republican,0
Cass,U.S. House,4,Mike Campbell,Republican,0
Cass,U.S. House,4,Daniel L. Dunham,Republican,0
Cass,U.S. House,4,James T. (Jim) Hass,Republican,0
Cass,U.S. House,4,Charles E. Henderson,Republican,0
Cass,U.S. House,4,Brandt Hershman,Republican,0
Cass,U.S. House,4,Laron (Firefighter Laron) Keith,Republican,0
Cass,U.S. House,4,Todd Rokita,Republican,0
Cass,U.S. House,4,Mark Seitz,Republican,0
Cass,U.S. House,4,Phillip J. (Pj) Steffen,Republican,0
Cass,U.S. House,4,Eric L. Wathen,Republican,0
Cass,U.S. House,4,R. Michael Young,Republican,0
Cass,State House,23,William C. Friend,Republican,0
Cass,State House,23,Dan Pool,Republican,0
Cass,State House,23,Heath Vannatter,Republican,0
Cass,Judge Of The Superior Court,"Cass County, Court 1",Thomas C. Perrone,Democratic,1525
Cass,Prosecuting Attorney,Cass 29Th Circuit,Kevin S. Enyeart,Republican,4727
Clar,U.S. Senator,,"Don Bates, Jr.",Republican,240
Clar,U.S. Senator,,Richard Behney,Republican,159
Clar,U.S. Senator,,Dan Coats,Republican,3381
Clar,U.S. Senator,,John N. Hostettler,Republican,1045
Clar,U.S. Senator,,Marlin A. Stutzman,Republican,746
Clar,U.S. House,9,John R. Bottorff,Democratic,2172
Clar,U.S. House,9,Baron P. Hill,Democratic,6111
Clar,U.S. House,9,Carol Johnson-Smith,Democratic,590
Clar,U.S. House,9,"James R. Mcclure, Jr.",Democratic,303
Clar,U.S. House,9,Lendall B. Terry,Democratic,262
Clar,U.S. House,9,Travis Hankins,Republican,363
Clar,U.S. House,9,Mike Sodrel,Republican,2945
Clar,U.S. House,9,Rick Warren,Republican,115
Clar,U.S. House,9,Todd Young,Republican,2507
Clar,State Senator,45,James (Jim) Lewis,Democratic,4556
Clar,State Senator,45,Ron Grooms,Republican,1498
Clar,State Senator,45,Lee Ann Wiseheart,Republican,815
Clar,State House,66,Terry Goodin,Democratic,1744
Clar,State House,66,Jim Lucas,Republican,664
Clar,State House,66,Brett Loyd,Republican,495
Clar,State House,66,Rhonda J. Rhoads,Republican,980
Clar,State House,66,Douglas C. Leatherbury,Republican,95
Clar,State House,66,Steve Davisson,Republican,46
Clar,State House,66,Henry H. (Hank) Taylor,Republican,173
Clar,Prosecuting Attorney,Clark 4Th Circuit,Steven D. Stewart,Democratic,7408
Clay,U.S. Senator,,"Don Bates, Jr.",Republican,119
Clay,U.S. Senator,,Richard Behney,Republican,102
Clay,U.S. Senator,,Dan Coats,Republican,813
Clay,U.S. Senator,,John N. Hostettler,Republican,1006
Clay,U.S. Senator,,Marlin A. Stutzman,Republican,1141
Clay,U.S. House,8,W. Trent Vanhaaften,Democratic,971
Clay,U.S. House,8,Bud Bernitt,Republican,75
Clay,U.S. House,8,Larry D. Bucshon,Republican,621
Clay,U.S. House,8,Billy J. Mahoney,Republican,61
Clay,U.S. House,8,Kristi Risk,Republican,1514
Clay,U.S. House,8,John Lee Smith,Republican,189
Clay,U.S. House,8,John K. Snyder,Republican,131
Clay,U.S. House,8,Dan Stockton,Republican,269
Clay,U.S. House,8,Steve Westell,Republican,187
Clay,State Senator,38,Timothy Dale Skinner,Democratic,0
Clay,State Senator,38,Ron Boger,Republican,149
Clay,State Senator,38,John Waterman,Republican,711
Clay,State House,42,F. Dale Grubb,Democratic,0
Clay,State House,42,Sharon Negele,Republican,0
Clay,State House,42,James (Jim) Baird,Republican,1483
Clay,State House,42,Kal Ellis,Republican,121
Clay,State House,42,Bionca D. Gambill,Republican,268
Clay,State House,42,Bob Heaton,Republican,825
Clay,Prosecuting Attorney,Clay 13Th Circuit,Charles Hear,Democratic,1037
Clay,Prosecuting Attorney,Clay 13Th Circuit,Robert Alex Pell,Republican,1544
Clay,Prosecuting Attorney,Clay 13Th Circuit,"B. Lee Reberger, Jr.",Republican,1646
Clinton,U.S. Senator,,"Don Bates, Jr.",Republican,325
Clinton,U.S. Senator,,Richard Behney,Republican,297
Clinton,U.S. Senator,,Dan Coats,Republican,1976
Clinton,U.S. Senator,,John N. Hostettler,Republican,1366
Clinton,U.S. Senator,,Marlin A. Stutzman,Republican,1219
Clinton,U.S. House,4,Tara E. Nelson,Democratic,151
Clinton,U.S. House,4,Mark Powell,Democratic,142
Clinton,U.S. House,4,David Sanders,Democratic,359
Clinton,U.S. House,4,Jon Acton,Republican,65
Clinton,U.S. House,4,Cheryl Denise Allen,Republican,215
Clinton,U.S. House,4,Mike Campbell,Republican,218
Clinton,U.S. House,4,Daniel L. Dunham,Republican,73
Clinton,U.S. House,4,James T. (Jim) Hass,Republican,135
Clinton,U.S. House,4,Charles E. Henderson,Republican,144
Clinton,U.S. House,4,Brandt Hershman,Republican,1285
Clinton,U.S. House,4,Laron (Firefighter Laron) Keith,Republican,202
Clinton,U.S. House,4,Todd Rokita,Republican,2029
Clinton,U.S. House,4,Mark Seitz,Republican,61
Clinton,U.S. House,4,Phillip J. (Pj) Steffen,Republican,41
Clinton,U.S. House,4,Eric L. Wathen,Republican,136
Clinton,U.S. House,4,R. Michael Young,Republican,481
Clinton,State Senator,21,Chuck Sosbe,Democratic,0
Clinton,State Senator,21,James R. (Jim) Buck,Republican,0
Clinton,State House,25,Jeb Bardon,Democratic,0
Clinton,State House,25,Dan Pool,Republican,0
Clinton,State House,25,Heath Vannatter,Republican,2575
Clinton,Prosecuting Attorney,Clinton 45Th Circuit,Anthony J. Sommer,Republican,4262
Crawford,U.S. Senator,,"Don Bates, Jr.",Republican,40
Crawford,U.S. Senator,,Richard Behney,Republican,44
Crawford,U.S. Senator,,Dan Coats,Republican,391
Crawford,U.S. Senator,,John N. Hostettler,Republican,227
Crawford,U.S. Senator,,Marlin A. Stutzman,Republican,102
Crawford,U.S. House,8,W. Trent Vanhaaften,Democratic,0
Crawford,U.S. House,8,Bud Bernitt,Republican,0
Crawford,U.S. House,8,Larry D. Bucshon,Republican,0
Crawford,U.S. House,8,Billy J. Mahoney,Republican,0
Crawford,U.S. House,8,Kristi Risk,Republican,0
Crawford,U.S. House,8,John Lee Smith,Republican,0
Crawford,U.S. House,8,John K. Snyder,Republican,0
Crawford,U.S. House,8,Dan Stockton,Republican,0
Crawford,U.S. House,8,Steve Westell,Republican,0
Crawford,U.S. House,8,Baron P. Hill,Republican,1004
Crawford,U.S. House,8,Carol Johnson-Smith,Republican,208
Crawford,U.S. House,8,"James R. Mcclure, Jr.",Republican,81
Crawford,U.S. House,8,Lendall B. Terry,Republican,69
Crawford,U.S. House,8,Travis Hankins,Republican,143
Crawford,U.S. House,8,Mike Sodrel,Republican,356
Crawford,U.S. House,8,Rick Warren,Republican,24
Crawford,U.S. House,8,Todd Young,Republican,344
Crawford,State Senator,47,"Richard D. Young, Jr.",Democratic,1308
Crawford,State Senator,47,Ted Metzger,Republican,580
Crawford,State House,74,Russ Stilwell,Democratic,0
Crawford,State House,74,Sue Ellspermann,Republican,0
Crawford,State House,74,Angela Sowers,Republican,0
Crawford,Judge Of The Circuit Court,Crawford 77Th Circuit,Kenneth Lynn Lopp,Democratic,1221
Crawford,Prosecuting Attorney,Crawford 77Th Circuit,Cheryl J. Hillenburg,Democratic,1164
Crawford,Prosecuting Attorney,Crawford 77Th Circuit,Lester V. Shelton,Republican,527
Daviess,U.S. Senator,,"Don Bates, Jr.",Republican,99
Daviess,U.S. Senator,,Richard Behney,Republican,56
Daviess,U.S. Senator,,Dan Coats,Republican,547
Daviess,U.S. Senator,,John N. Hostettler,Republican,1846
Daviess,U.S. Senator,,Marlin A. Stutzman,Republican,360
Daviess,U.S. House,8,W. Trent Vanhaaften,Democratic,354
Daviess,U.S. House,8,Bud Bernitt,Republican,75
Daviess,U.S. House,8,Larry D. Bucshon,Republican,779
Daviess,U.S. House,8,Billy J. Mahoney,Republican,63
Daviess,U.S. House,8,Kristi Risk,Republican,710
Daviess,U.S. House,8,John Lee Smith,Republican,505
Daviess,U.S. House,8,John K. Snyder,Republican,341
Daviess,U.S. House,8,Dan Stockton,Republican,106
Daviess,U.S. House,8,Steve Westell,Republican,155
Daviess,State Senator,39,Steven M. Thais,Democratic,154
Daviess,State Senator,39,Ron Boger,Republican,215
Daviess,State Senator,39,John Waterman,Republican,796
Daviess,State House,45,Jesse James,Democratic,99
Daviess,State House,45,Bruce Alan Borders,Republican,683
Daviess,State House,45,Matt Ubelhor,Republican,0
Daviess,State House,45,Mark B. Messmer,Republican,1696
Daviess,Prosecuting Attorney,Daviess 49Th Circuit,Dan Murrie,Republican,2199
Dearborn,U.S. Senator,,"Don Bates, Jr.",Republican,428
Dearborn,U.S. Senator,,Richard Behney,Republican,688
Dearborn,U.S. Senator,,Dan Coats,Republican,2123
Dearborn,U.S. Senator,,John N. Hostettler,Republican,862
Dearborn,U.S. Senator,,Marlin A. Stutzman,Republican,730
Dearborn,U.S. House,6,George Thomas Holland,Democratic,94
Dearborn,U.S. House,6,Barry Welsh,Democratic,83
Dearborn,U.S. House,6,Mike Pence,Republican,1662
Dearborn,State Senator,27,Allen Paul,Republican,0
Dearborn,State Senator,27,Lindsay Patterson,Republican,1274
Dearborn,State House,67,Shawn B. Fields,Republican,0
Dearborn,State House,67,Randy Frye,Republican,0
Dearborn,State House,67,Tony Goodrich,Republican,0
Dearborn,State House,67,"Dale Jones ""2 Tall""",Republican,0
Dearborn,State House,67,Martin W. (Marty) Voegele,Republican,0
Dearborn,State House,67,Tami D. Wenning,Republican,0
Dearborn,State House,67,Cindy Meyer Ziemke,Republican,0
Dearborn,State House,67,Martin (Marty) Brunner,Republican,1168
Dearborn,State House,67,Jud Mcmillin,Republican,2126
Dearborn,Judge Of The Circuit Court,Dearborn/Ohio 7Th Cir.,James D. Humphrey,Republican,4622
Dearborn,Prosecuting Attorney,Dearborn & Ohio7Th Cir.,Aaron Negangard,Republican,4428
Decatur,U.S. Senator,,"Don Bates, Jr.",Republican,617
Decatur,U.S. Senator,,Richard Behney,Republican,151
Decatur,U.S. Senator,,Dan Coats,Republican,1856
Decatur,U.S. Senator,,John N. Hostettler,Republican,1007
Decatur,U.S. Senator,,Marlin A. Stutzman,Republican,1329
Decatur,U.S. House,6,George Thomas Holland,Democratic,240
Decatur,U.S. House,6,Barry Welsh,Democratic,398
Decatur,U.S. House,6,Mike Pence,Republican,4174
Decatur,State Senator,43,Johnny Nugent,Republican,0
Decatur,State Senator,43,Lindsay Patterson,Republican,0
Decatur,State House,55,Glenn E. Bailey,Democratic,0
Decatur,State House,55,David Moeller,Democratic,0
Decatur,State House,55,Tom Knollman,Republican,0
Decatur,State House,55,Randy Lyness,Republican,0
Decatur,State House,55,Lynn A. Sheets,Republican,0
Decatur,State House,55,Randy Frye,Republican,1157
Decatur,State House,55,Tony Goodrich,Republican,50
Decatur,State House,55,"Dale Jones ""2 Tall""",Republican,167
Decatur,State House,55,Martin W. (Marty) Voegele,Republican,198
Decatur,State House,55,Tami D. Wenning,Republican,2588
Decatur,State House,55,Cindy Meyer Ziemke,Republican,697
Decatur,Prosecuting Attorney,Decatur 69Th Circuit,James B. Rosenberry,Republican,4070
DeKalb,U.S. Senator,,"Don Bates, Jr.",Republican,109
DeKalb,U.S. Senator,,Richard Behney,Republican,73
DeKalb,U.S. Senator,,Dan Coats,Republican,2561
DeKalb,U.S. Senator,,John N. Hostettler,Republican,508
DeKalb,U.S. Senator,,Marlin A. Stutzman,Republican,2926
DeKalb,U.S. House,3,Thomas Hayhurst,Democratic,676
DeKalb,U.S. House,3,Thomas Allen Schrader,Democratic,144
DeKalb,U.S. House,3,Gregory (Greg) Dickman,Republican,412
DeKalb,U.S. House,3,Mark Edward Souder,Republican,2532
DeKalb,U.S. House,3,Bob Thomas,Republican,2346
DeKalb,U.S. House,3,Phillip J. (Phil) Troyer,Republican,971
DeKalb,State Senator,14,Dennis K. Kruse,Republican,5044
DeKalb,State House,52,David Yarde Ii,Republican,949
DeKalb,Judge Of The Circuit Court,Dekalb 75Th Circuit,Kirk D. Carpenter,Democratic,693
DeKalb,Prosecuting Attorney,Dekalb 75Th Circuit,Claramary Winebrenner,Republican,4940
Delaware,U.S. Senator,,"Don Bates, Jr.",Republican,349
Delaware,U.S. Senator,,Richard Behney,Republican,376
Delaware,U.S. Senator,,Dan Coats,Republican,3371
Delaware,U.S. Senator,,John N. Hostettler,Republican,1192
Delaware,U.S. Senator,,Marlin A. Stutzman,Republican,1775
Delaware,U.S. House,6,George Thomas Holland,Democratic,2761
Delaware,U.S. House,6,Barry Welsh,Democratic,5377
Delaware,U.S. House,6,Mike Pence,Republican,6523
Delaware,State Senator,25,Tim Lanane,Democratic,0
Delaware,State Senator,25,Brian S. Jacobs,Republican,0
Delaware,State Senator,25,B. Jeff Ellison,Republican,1307
Delaware,State Senator,25,Sue Errington,Republican,6455
Delaware,State Senator,25,Kevin J. Barrett,Republican,2197
Delaware,State Senator,25,Doug Eckerty,Republican,4016
Delaware,State House,31,Joe Pearson,Democratic,0
Delaware,State House,31,Kevin A. Mahan,Republican,0
Delaware,State House,31,John J. Tuttle,Republican,1787
Delaware,State House,31,Eric C. Welch,Republican,1476
Delaware,Judge Of The Circuit Court,Delaware Ct. 146Th Cir.,Marianne Lafferty Vorhees,Democratic,9130
Delaware,Prosecuting Attorney,Delaware 46Th Circuit,J. A. Cummins,Democratic,5820
Delaware,Prosecuting Attorney,Delaware 46Th Circuit,Mark R. Mckinney,Democratic,4988
Dubois,U.S. Senator,,"Don Bates, Jr.",Republican,109
Dubois,U.S. Senator,,Richard Behney,Republican,99
Dubois,U.S. Senator,,Dan Coats,Republican,637
Dubois,U.S. Senator,,John N. Hostettler,Republican,759
Dubois,U.S. Senator,,Marlin A. Stutzman,Republican,263
Dubois,U.S. House,8,W. Trent Vanhaaften,Democratic,0
Dubois,U.S. House,8,Bud Bernitt,Republican,0
Dubois,U.S. House,8,Larry D. Bucshon,Republican,0
Dubois,U.S. House,8,Billy J. Mahoney,Republican,0
Dubois,U.S. House,8,Kristi Risk,Republican,0
Dubois,U.S. House,8,John Lee Smith,Republican,0
Dubois,U.S. House,8,John K. Snyder,Republican,0
Dubois,U.S. House,8,Dan Stockton,Republican,0
Dubois,U.S. House,8,Steve Westell,Republican,0
Dubois,State Senator,47,"Richard D. Young, Jr.",Democratic,1522
Dubois,State Senator,47,Ted Metzger,Republican,598
Dubois,State House,63,"Daniel M. ""Dan"" Steiner",Democratic,2172
Dubois,State House,63,Mark B. Messmer,Republican,1003
Dubois,State House,63,Sue Ellspermann,Republican,622
Dubois,State House,63,Angela Sowers,Republican,73
Dubois,Judge Of The Superior Court,Dubois County,Michael A. Fritch,Democratic,3023
Dubois,Judge Of The Superior Court,Dubois County,Mark R. Mcconnell,Republican,1560
Dubois,Prosecuting Attorney,Dubois 57Th Circuit,Kurt Leinenbach,Democratic,2871
Dubois,Prosecuting Attorney,Dubois 57Th Circuit,Deborah L. Schroeder Dysert,Democratic,2202
Dubois,Prosecuting Attorney,Dubois 57Th Circuit,Kevin D. Crouse,Republican,1407
Elkhart,U.S. Senator,,"Don Bates, Jr.",Republican,562
Elkhart,U.S. Senator,,Richard Behney,Republican,394
Elkhart,U.S. Senator,,Dan Coats,Republican,8104
Elkhart,U.S. Senator,,John N. Hostettler,Republican,1597
Elkhart,U.S. Senator,,Marlin A. Stutzman,Republican,7807
Elkhart,U.S. House,2,Joe Donnelly,Democratic,1295
Elkhart,U.S. House,2,Martin A. Dolan,Republican,206
Elkhart,U.S. House,2,Jack Edward Jordan,Republican,948
Elkhart,U.S. House,2,Jackie Walorski,Republican,5184
Elkhart,U.S. House,2,Tony Hvfvgpd Zirkle,Republican,108
Elkhart,State Senator,11,Catherine Fanello,Democratic,641
Elkhart,State Senator,11,Joe Zakas,Republican,3245
Elkhart,State House,21,Dwight Fish,Democratic,418
Elkhart,State House,21,Timothy Wesco,Republican,2624
Elkhart,State House,21,Dave Wood,Republican,849
Elkhart,State House,21,Rebecca Kubacki,Republican,0
Elkhart,State House,21,"William J. ""Bill"" Ruppel",Republican,0
Elkhart,Judge Of The Circuit Court,Elkhart 34Th Circuit,Terry C. Shewmaker,Republican,15239
Elkhart,Prosecuting Attorney,Elkhart 34Th Circuit,"Curtis T. Hill, Jr.",Republican,15295
Fayette,U.S. Senator,,"Don Bates, Jr.",Republican,146
Fayette,U.S. Senator,,Richard Behney,Republican,76
Fayette,U.S. Senator,,Dan Coats,Republican,639
Fayette,U.S. Senator,,John N. Hostettler,Republican,269
Fayette,U.S. Senator,,Marlin A. Stutzman,Republican,424
Fayette,U.S. House,6,George Thomas Holland,Democratic,536
Fayette,U.S. House,6,Barry Welsh,Democratic,1068
Fayette,U.S. House,6,Mike Pence,Republican,1361
