county,office,district,candidate,party,votes
Allen,Auditor Of State,,Barbara Huston,Democratic,20739
Allen,Auditor Of State,,Bruce A Parisi,Libertarian,2624
Allen,Auditor Of State,,Connie K Nass,Republican,41772
Allen,Treasurer Of State,,Day Smith,Democratic,16944
Allen,Treasurer Of State,,Sam Goldstein,Libertarian,2531
Allen,Treasurer Of State,,Tim Berry,Republican,46540
Allen,Clerk Of The Supreme Court,,Jon Bond,Democratic,19129
Allen,Clerk Of The Supreme Court,,Lisa L Tennies,Libertarian,2631
Allen,Clerk Of The Supreme Court,,Brian Bishop,Republican,42656
Allen,U.S. House,3,Jay Rigdon,Democratic,25182
Allen,U.S. House,3,Mike Donlan,Libertarian,1571
Allen,U.S. House,3,Mark E Souder,Republican,38146
Allen,State Senator,14,Charles Bud Meeks,Republican,13328
Allen,State Senator,15,Melvin Billingsley,Democratic,7771
Allen,State Senator,15,Thomas J Wyss,Republican,15446
Allen,State House,50,Daniel J Dan Leonard,Republican,0
Allen,State House,52,W Dale Sturtz,Democratic,0
Allen,State House,52,Marlin A Stutzman,Republican,0
Allen,State House,79,Michael A Ripley,Republican,3837
Allen,State House,80,Benjamin Eugene Giaquinta,Democratic,4685
Allen,State House,80,Kevin Howell,Republican,3415
Allen,State House,81,"Win Moses, Jr.",Democratic,4718
Allen,State House,81,Matthew Matt G Kelty,Republican,4655
Allen,State House,82,Mike Wallin,Democratic,2244
Allen,State House,82,Jeffrey K Espich,Republican,6963
Allen,State House,83,Robert K Alderman,Republican,5973
Allen,State House,84,Randy L Borror,Republican,11596
Allen,State House,85,Phyllis J Pond,Republican,10641
Allen,Judge Of The Circuit Court,Allen 38Th,Thomas J Felts,Republican,49258
Allen,Judge Of The Superior Court,Allen Criminal Div.,Fran C Gull,Non-Partisan,45304
Allen,Judge Of The Superior Court,Allen Fam.Rel. Heath,Dan Heath,Non-Partisan,44607
Allen,Judge Of The Superior Court,Allen Civil Levine,Stanley A Levine,Non-Partisan,41870
Allen,Judge Of The Superior Court,Allen Criminal Surbeck,"John F Surbeck, Jr.",Non-Partisan,43780
Allen,Judge Of The Superior Court,Allen Family/Sims,Stephen M Sims,Non-Partisan,44922
Allen,Prosecuting Attorney,Allen 38Th Circuit,Roger M Miller,Democratic,18062
Allen,Prosecuting Attorney,Allen 38Th Circuit,Karen Richards,Republican,48068
Allen,Clerk Of The Circuit Court,Allen County,Therese Brown,Republican,45364
Allen,County Auditor,Allen County,Lisbeth Lisa Blosser,Republican,50353
Allen,County Recorder,Allen County,Patricia J Crick,Republican,43503
Allen,County Sheriff,Allen County,Jim Herman,Republican,52001
Allen,County Assessor,Allen County,Patricia Love,Democratic,32212
Allen,State Convention Delegate,Allen County,John A Allen,Democratic,0
Allen,State Convention Delegate,Allen County,Betty Baney,Democratic,0
Allen,State Convention Delegate,Allen County,Diana K France,Democratic,0
Allen,State Convention Delegate,Allen County,Phil Giaquinta,Democratic,0
Allen,State Convention Delegate,Allen County,Niels R Hansen,Democratic,0
Allen,State Convention Delegate,Allen County,Fred Hefter,Democratic,0
Allen,State Convention Delegate,Allen County,Michael Mike E Highlen,Democratic,0
Allen,State Convention Delegate,Allen County,Bob Kennedy,Democratic,0
Allen,State Convention Delegate,Allen County,Sandra E Kennedy,Democratic,0
Allen,State Convention Delegate,Allen County,Lawrence E Kruse,Democratic,0
Allen,State Convention Delegate,Allen County,Catherine A Love-Jacobson,Democratic,0
Allen,State Convention Delegate,Allen County,"Richard Dick Merren, Jr.",Democratic,0
Allen,State Convention Delegate,Allen County,Dennis Paul Mertes,Democratic,0
Allen,State Convention Delegate,Allen County,"Johnnie L Morgan, Jr.",Democratic,0
Allen,State Convention Delegate,Allen County,Mary L Morris,Democratic,0
Allen,State Convention Delegate,Allen County,Deb Morrone,Democratic,0
Allen,State Convention Delegate,Allen County,"Win Moses, Jr.",Democratic,0
Allen,State Convention Delegate,Allen County,William Bill Richard O'Brien,Democratic,0
Allen,State Convention Delegate,Allen County,Jane Porter,Democratic,0
Allen,State Convention Delegate,Allen County,Charles B Redd,Democratic,0
Allen,State Convention Delegate,Allen County,David Christopher Roach,Democratic,0
Allen,State Convention Delegate,Allen County,Bertha Rogers,Democratic,0
Allen,State Convention Delegate,Allen County,Helen A Runge,Democratic,0
Allen,State Convention Delegate,Allen County,Gary Schepp,Democratic,0
Allen,State Convention Delegate,Allen County,Randy S Schmidt,Democratic,0
Allen,State Convention Delegate,Allen County,Ellen Schram,Democratic,0
Allen,State Convention Delegate,Allen County,Victure L Scruggs,Democratic,0
Allen,State Convention Delegate,Allen County,Christopher R Smith,Democratic,0
Allen,State Convention Delegate,Allen County,Mike Snouffer,Democratic,0
Allen,State Convention Delegate,Allen County,Jack Spindler,Democratic,0
Allen,State Convention Delegate,Allen County,Vincent L Tinker,Democratic,0
Allen,State Convention Delegate,Allen County,Robert E Armstrong,Republican,0
Allen,State Convention Delegate,Allen County,William E Bandor,Republican,0
Allen,State Convention Delegate,Allen County,Hugh J Beebe,Republican,0
Allen,State Convention Delegate,Allen County,Marvin E Berger,Republican,0
Allen,State Convention Delegate,Allen County,Linda K Bloom,Republican,0
Allen,State Convention Delegate,Allen County,Randy L Borror,Republican,0
Allen,State Convention Delegate,Allen County,Therese M Brown,Republican,0
Allen,State Convention Delegate,Allen County,Linda Buskirk,Republican,0
Allen,State Convention Delegate,Allen County,Roy A Buskirk,Republican,0
Allen,State Convention Delegate,Allen County,Patricia J Crick,Republican,0
Allen,State Convention Delegate,Allen County,Matthew A Doss,Republican,0
Allen,State Convention Delegate,Allen County,Patricia A Dreiband,Republican,0
Allen,State Convention Delegate,Allen County,Ann B Eckrich,Republican,0
Allen,State Convention Delegate,Allen County,John O Feighner,Republican,0
Allen,State Convention Delegate,Allen County,Max E Fetters,Republican,0
Allen,State Convention Delegate,Allen County,Gw Fishering,Republican,0
Allen,State Convention Delegate,Allen County,Kathie R Fleck,Republican,0
Allen,State Convention Delegate,Allen County,Douglas T Foy,Republican,0
Allen,State Convention Delegate,Allen County,Richard Freeland,Republican,0
Allen,State Convention Delegate,Allen County,Todd A Fruehling,Republican,0
Allen,State Convention Delegate,Allen County,Leonard O Goglein,Republican,0
Allen,State Convention Delegate,Allen County,Daniel W Griswold,Republican,0
Allen,State Convention Delegate,Allen County,James Hamilton,Republican,0
Allen,State Convention Delegate,Allen County,Vicki Hamilton,Republican,0
Allen,State Convention Delegate,Allen County,Mitch V Harper,Republican,0
Allen,State Convention Delegate,Allen County,Cathy Hawks,Republican,0
Allen,State Convention Delegate,Allen County,Paul Helmke,Republican,0
Allen,State Convention Delegate,Allen County,G Herb Hernandez,Republican,0
Allen,State Convention Delegate,Allen County,James Hilger,Republican,0
Allen,State Convention Delegate,Allen County,Kurt A Holland,Republican,0
Allen,State Convention Delegate,Allen County,William H Holman,Republican,0
Allen,State Convention Delegate,Allen County,Paula Hughes,Republican,0
Allen,State Convention Delegate,Allen County,Marla J Irving,Republican,0
Allen,State Convention Delegate,Allen County,Michael Kleber,Republican,0
Allen,State Convention Delegate,Allen County,Barbara J Krisher,Republican,0
Allen,State Convention Delegate,Allen County,Lew Lederman,Republican,0
Allen,State Convention Delegate,Allen County,Patricia A Mcdaniel,Republican,0
Allen,State Convention Delegate,Allen County,John Mcgauley,Republican,0
Allen,State Convention Delegate,Allen County,Alan Mcmahan,Republican,0
Allen,State Convention Delegate,Allen County,Cal Miller,Republican,0
Allen,State Convention Delegate,Allen County,Linda G Moyer,Republican,0
Allen,State Convention Delegate,Allen County,Ross H Moyer,Republican,0
Allen,State Convention Delegate,Allen County,Kenneth R Neumeister,Republican,0
Allen,State Convention Delegate,Allen County,Arthur H Perlman,Republican,0
Allen,State Convention Delegate,Allen County,Phyllis J Pond,Republican,0
Allen,State Convention Delegate,Allen County,Ted Raney,Republican,0
Allen,State Convention Delegate,Allen County,Karen Richards,Republican,0
Allen,State Convention Delegate,Allen County,Edwin J Rousseau,Republican,0
Allen,State Convention Delegate,Allen County,Renee A Rousseau,Republican,0
Allen,State Convention Delegate,Allen County,Bette Sue Rowe,Republican,0
Allen,State Convention Delegate,Allen County,Barbara J Schoppman,Republican,0
Allen,State Convention Delegate,Allen County,Angela Sorg,Republican,0
Allen,State Convention Delegate,Allen County,Kathryn J Stevens,Republican,0
Allen,State Convention Delegate,Allen County,Jamie Reagan Summers,Republican,0
Allen,State Convention Delegate,Allen County,Richard L Summers,Republican,0
Allen,State Convention Delegate,Allen County,Shannon D Summers,Republican,0
Allen,State Convention Delegate,Allen County,Darren Vogt,Republican,0
Allen,State Convention Delegate,Allen County,Roland Waters,Republican,0
Allen,State Convention Delegate,Allen County,Terry A Werling,Republican,0
Allen,State Convention Delegate,Allen County,Denny Worman,Republican,0
Allen,State Convention Delegate,Allen County,Thomas J Wyss,Republican,0
Allen,State Convention Delegate,Allen County,Cathy A Zehr,Republican,0
Bartholomew,Secretary Of State,,John Fernandez,Democratic,6176
Bartholomew,Secretary Of State,,Rebecca Sink-Burris,Libertarian,662
Bartholomew,Secretary Of State,,Todd Rokita,Republican,10776
Bartholomew,Auditor Of State,,Barbara Huston,Democratic,5568
Bartholomew,Auditor Of State,,Bruce A Parisi,Libertarian,597
Bartholomew,Auditor Of State,,Connie K Nass,Republican,11348
Bartholomew,Treasurer Of State,,Day Smith,Democratic,5506
Bartholomew,Treasurer Of State,,Sam Goldstein,Libertarian,830
Bartholomew,Treasurer Of State,,Tim Berry,Republican,11160
Bartholomew,Clerk Of The Supreme Court,,Jon Bond,Democratic,5577
Bartholomew,Clerk Of The Supreme Court,,Lisa L Tennies,Libertarian,644
Bartholomew,Clerk Of The Supreme Court,,Brian Bishop,Republican,11232
Bartholomew,U.S. House,6,Melina Ann Fox,Democratic,2500
Bartholomew,U.S. House,6,Doris Robertson,Libertarian,168
Bartholomew,U.S. House,6,Mike Pence,Republican,8032
Bartholomew,State Senator,41,Kenn Gividen,Libertarian,2059
Bartholomew,State Senator,41,Robert D Garton,Republican,13799
Bartholomew,State Senator,43,Daniel Precht,Libertarian,0
Bartholomew,State Senator,43,Johnny Nugent,Republican,0
Bartholomew,State House,57,John R Wheeler,Democratic,2131
Bartholomew,State House,57,Thomas Thom Jester,Libertarian,310
Bartholomew,State House,57,Roland Stine,Republican,3060
Bartholomew,State House,59,Mark Duwe,Democratic,2401
Bartholomew,State House,59,David Yount,Republican,7118
Bartholomew,State House,69,Markt Lance Lytle,Democratic,0
Bartholomew,State House,69,Ben Newell,Republican,0
Bartholomew,Judge Of The Superior Court,"Bartholomew County, No. 2",Kathleen Tighe Coriden,Democratic,8450
Bartholomew,Judge Of The Superior Court,"Bartholomew County, No. 2",Roderick D Mcgillivray,Republican,9715
Bartholomew,Prosecuting Attorney,Bartholomew 9Th Circuit,Joseph R Koenig,Democratic,9063
Bartholomew,Prosecuting Attorney,Bartholomew 9Th Circuit,William M Nash,Republican,9304
Bartholomew,Clerk Of The Circuit Court,Bartholomew County,Norma Trimpe,Republican,9891
Bartholomew,County Auditor,Bartholomew County,Nancy Mckinney,Republican,11066
Bartholomew,County Recorder,Bartholomew County,Betty Jean Beshear,Republican,13138
Bartholomew,County Treasurer,Bartholomew County,Vernon Jewell,Republican,11071
Bartholomew,County Sheriff,Bartholomew County,Kenneth Kenny Whipker,Republican,12214
Bartholomew,State Convention Delegate,Bartholomew County,Stephen Combs,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Kay Cull,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Barry Davis,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Dewayne Hines,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,John Mccauley,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Jon Padfield,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Laura Padfield,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,David Rayburn,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Kimberley R Rayburn,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Bill Riley,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Larry L Scott,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Bill Starr,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Joe Bill Whipker,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Brad Winters,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Diane Winters,Republican,0
Benton,Secretary Of State,,John Fernandez,Democratic,1065
Benton,Secretary Of State,,Rebecca Sink-Burris,Libertarian,184
Benton,Secretary Of State,,Todd Rokita,Republican,1708
Benton,Auditor Of State,,Barbara Huston,Democratic,967
Benton,Auditor Of State,,Bruce A Parisi,Libertarian,138
Benton,Auditor Of State,,Connie K Nass,Republican,1813
Benton,Treasurer Of State,,Day Smith,Democratic,789
Benton,Treasurer Of State,,Sam Goldstein,Libertarian,249
Benton,Treasurer Of State,,Tim Berry,Republican,1878
Benton,Clerk Of The Supreme Court,,Jon Bond,Democratic,829
Benton,Clerk Of The Supreme Court,,Lisa L Tennies,Libertarian,223
Benton,Clerk Of The Supreme Court,,Brian Bishop,Republican,1822
Benton,U.S. House,4,Bill Abbott,Democratic,0
Benton,U.S. House,4,Jerry L Susong,Libertarian,0
Benton,U.S. House,4,Steve Buyer,Republican,0
Benton,State Senator,6,Ryan Flynn,Libertarian,599
Benton,State Senator,6,Sue Landske,Republican,2126
Benton,State House,13,Chester F Dobis,Democratic,0
Benton,State House,13,Anthony S Azcona,Republican,0
Benton,Judge Of The Circuit Court,Benton 76Th Circuit,Rex Kepner,Republican,2597
Benton,Prosecuting Attorney,Benton 76Th Circuit,Jud Barce,Republican,2470
Benton,Clerk Of The Circuit Court,Benton County,Karen L Daily,Republican,2567
Benton,County Sheriff,Benton County,Ernest C Winchester,Republican,1714
Benton,County Surveyor,Benton County,R Jack Steele,Republican,2483
Benton,County Assessor,Benton County,Janet C Guimond,Republican,2461
Benton,State Convention Delegate,Benton County,Kathy J Freeman,Republican,0
Benton,State Convention Delegate,Benton County,Nadine Laswell,Republican,0
Benton,State Convention Delegate,Benton County,Chalmer Miller,Republican,0
Blackford,Secretary Of State,,John Fernandez,Democratic,1683
Blackford,Secretary Of State,,Rebecca Sink-Burris,Libertarian,157
Blackford,Secretary Of State,,Todd Rokita,Republican,1901
Blackford,Auditor Of State,,Barbara Huston,Democratic,1575
Blackford,Auditor Of State,,Bruce A Parisi,Libertarian,147
Blackford,Auditor Of State,,Connie K Nass,Republican,1976
Blackford,Treasurer Of State,,Day Smith,Democratic,1482
Blackford,Treasurer Of State,,Sam Goldstein,Libertarian,222
Blackford,Treasurer Of State,,Tim Berry,Republican,2005
Blackford,Clerk Of The Supreme Court,,Jon Bond,Democratic,1523
Blackford,Clerk Of The Supreme Court,,Lisa L Tennies,Libertarian,174
Blackford,Clerk Of The Supreme Court,,Brian Bishop,Republican,1950
Blackford,U.S. House,3,Jay Rigdon,Democratic,0
Blackford,U.S. House,3,Mike Donlan,Libertarian,0
Blackford,U.S. House,3,Mark E Souder,Republican,0
Blackford,U.S. House,5,Katherine Fox Carr,Democratic,0
Blackford,U.S. House,5,Christopher Adkins,Libertarian,0
Blackford,U.S. House,5,Dan Burton,Republican,0
Blackford,State Senator,19,David Dave Jones,Democratic,1163
Blackford,State Senator,19,David C Ford,Republican,2862
Blackford,State House,31,S Gopal Pal Raju,Democratic,990
Blackford,State House,31,Dean Young,Republican,2957
Blackford,State House,33,Ron Liggett,Democratic,0
Blackford,State House,33,Richard W Thornburg,Republican,0
Blackford,Prosecuting Attorney,Blackford 71St Circuit,Kevin N Basey,Republican,2988
Blackford,County Auditor,Blackford County,Kathy J Bantz,Republican,2066
Blackford,County Sheriff,Blackford County,Kevin A Mahan,Republican,2282
Blackford,County Coroner,Blackford County,Tod L Waters,Democratic,2820
Blackford,County Surveyor,Blackford County,Stephen J Weschke,Democratic,2912
Blackford,County Assessor,Blackford County,Fred Tobey,Republican,2071
Blackford,State Convention Delegate,Blackford County,David J Bennett,Democratic,0
Blackford,State Convention Delegate,Blackford County,Sharon A Clouse,Democratic,0
Blackford,State Convention Delegate,Blackford County,Jim Dolan,Democratic,0
Blackford,State Convention Delegate,Blackford County,Yvonne M Farling,Democratic,0
Blackford,State Convention Delegate,Blackford County,Derinda E Shady,Democratic,0
Blackford,State Convention Delegate,Blackford County,Stephen J Weschke,Democratic,0
Blackford,State Convention Delegate,Blackford County,Rollin G Brown,Republican,0
Blackford,State Convention Delegate,Blackford County,Thomas A Brown,Republican,0
Blackford,State Convention Delegate,Blackford County,Kathy R Goodspeed,Republican,0
Blackford,State Convention Delegate,Blackford County,Steven M Justus,Republican,0
Blackford,State Convention Delegate,Blackford County,Melissa M Needler,Republican,0
Boone,Secretary Of State,,John Fernandez,Democratic,2411
Boone,Secretary Of State,,Rebecca Sink-Burris,Libertarian,455
Boone,Secretary Of State,,Todd Rokita,Republican,8272
Boone,Auditor Of State,,Barbara Huston,Democratic,2157
Boone,Auditor Of State,,Bruce A Parisi,Libertarian,391
Boone,Auditor Of State,,Connie K Nass,Republican,8513
Boone,Treasurer Of State,,Day Smith,Democratic,2057
Boone,Treasurer Of State,,Sam Goldstein,Libertarian,448
Boone,Treasurer Of State,,Tim Berry,Republican,8531
Boone,Clerk Of The Supreme Court,,Jon Bond,Democratic,2067
Boone,Clerk Of The Supreme Court,,Lisa L Tennies,Libertarian,446
Boone,Clerk Of The Supreme Court,,Brian Bishop,Republican,8446
Boone,U.S. House,4,Bill Abbott,Democratic,1996
Boone,U.S. House,4,Jerry L Susong,Libertarian,445
Boone,U.S. House,4,Steve Buyer,Republican,8750
Boone,U.S. House,5,Katherine Fox Carr,Democratic,0
Boone,U.S. House,5,Christopher Adkins,Libertarian,0
Boone,U.S. House,5,Dan Burton,Republican,0
Boone,State Senator,23,Joseph W Harrison,Republican,5028
Boone,State Senator,29,Kevin R Fleming,Libertarian,0
Boone,State Senator,29,Murray Clark,Republican,0
Boone,State House,24,Richard W Rich Mcclain,Republican,0
Boone,State House,28,Jeffrey A Thompson,Republican,5151
Boone,State House,41,Tim Brown,Republican,0
Boone,Judge Of The Superior Court,"Boone County, No. 1",Matt Kincaid,Republican,9512
Boone,Judge Of The Superior Court,"Boone County, No. 2",James R Detamore,Republican,9352
Boone,Prosecuting Attorney,Boone 20Th Circuit,Todd J Meyer,Republican,9396
Boone,Clerk Of The Circuit Court,Boone County,Lisa C Garoffolo,Republican,9482
Boone,County Sheriff,Boone County,Dennis Brannon,Republican,9544
Boone,County Surveyor,Boone County,Kenneth Hedge,Republican,9425
Boone,County Assessor,Boone County,Deborah S Ottinger,Republican,9418
Boone,State Convention Delegate,Boone County,James H Acton,Democratic,0
Boone,State Convention Delegate,Boone County,J Elaine Kinsler,Democratic,0
Boone,State Convention Delegate,Boone County,James K Urban,Democratic,0
Boone,State Convention Delegate,Boone County,Richard Wait,Democratic,0
Boone,State Convention Delegate,Boone County,James Whelan,Democratic,0
Boone,State Convention Delegate,Boone County,Mary Alice Sam Baldwin,Republican,0
Boone,State Convention Delegate,Boone County,Wendella K Wendy Brant,Republican,0
Boone,State Convention Delegate,Boone County,Ken P Campbell,Republican,0
Boone,State Convention Delegate,Boone County,Betty Lee Cooper,Republican,0
Boone,State Convention Delegate,Boone County,Judith Ann Essex,Republican,0
Boone,State Convention Delegate,Boone County,Robert E Guernsey,Republican,0
Boone,State Convention Delegate,Boone County,Larry A Hysong,Republican,0
Boone,State Convention Delegate,Boone County,Sarita K Koopman,Republican,0
Boone,State Convention Delegate,Boone County,John D Mccullough,Republican,0
Boone,State Convention Delegate,Boone County,Deborah Debbie S Ottinger,Republican,0
Boone,State Convention Delegate,Boone County,David Rodgers,Republican,0
Boone,State Convention Delegate,Boone County,Barbara J Smith,Republican,0
Boone,State Convention Delegate,Boone County,Gretchen Smith,Republican,0
Boone,State Convention Delegate,Boone County,Maryln J Smith,Republican,0
Boone,State Convention Delegate,Boone County,Thelma Theobald,Republican,0
Brown,Secretary Of State,,John Fernandez,Democratic,2274
Brown,Secretary Of State,,Rebecca Sink-Burris,Libertarian,346
Brown,Secretary Of State,,Todd Rokita,Republican,2799
Brown,Auditor Of State,,Barbara Huston,Democratic,2075
Brown,Auditor Of State,,Bruce A Parisi,Libertarian,270
Brown,Auditor Of State,,Connie K Nass,Republican,2974
Brown,Treasurer Of State,,Day Smith,Democratic,2024
Brown,Treasurer Of State,,Sam Goldstein,Libertarian,362
Brown,Treasurer Of State,,Tim Berry,Republican,2946
Brown,Clerk Of The Supreme Court,,Jon Bond,Democratic,2141
Brown,Clerk Of The Supreme Court,,Lisa L Tennies,Libertarian,335
Brown,Clerk Of The Supreme Court,,Brian Bishop,Republican,2866
Brown,U.S. House,9,Baron P Hill,Democratic,2542
Brown,U.S. House,9,Jeff Melton,Green,169
Brown,U.S. House,9,Al Cox,Libertarian,141
Brown,U.S. House,9,Mike Sodrel,Republican,2708
Brown,State House,65,David Rhum,Democratic,2159
Brown,State House,65,Eric Allan Koch,Republican,2928
Brown,Prosecuting Attorney,Brown 88Th Circuit,Jim Oliver,Democratic,2622
Brown,Prosecuting Attorney,Brown 88Th Circuit,James T Roberts,Republican,2269
Brown,Prosecuting Attorney,Brown 88Th Circuit,Ben Hoff,Independent,702
Brown,Clerk Of The Circuit Court,Brown County,Benita Williamson Fox,Democratic,2856
Brown,County Auditor,Brown County,Mari Miller,Republican,2892
Brown,County Sheriff,Brown County,Robert Buck Stogsdill,Republican,3114
Brown,County Coroner,Brown County,Earl R Piper,Republican,3034
Brown,County Assessor,Brown County,Donna Kelp Lutes,Democratic,3306
Brown,State Convention Delegate,Brown County,Stephen Steve Arnold,Democratic,0
Brown,State Convention Delegate,Brown County,Richard A Bond,Democratic,0
Brown,State Convention Delegate,Brown County,Amy Kelso Couch,Democratic,0
Brown,State Convention Delegate,Brown County,Diana G Deroy,Democratic,0
Brown,State Convention Delegate,Brown County,Al Donaldson,Democratic,0
Brown,State Convention Delegate,Brown County,Wayne O'Hara,Democratic,0
Brown,State Convention Delegate,Brown County,Bill Percifield,Democratic,0
Brown,State Convention Delegate,Brown County,Michael E Thompson,Democratic,0
Brown,State Convention Delegate,Brown County,Larry L Gardner,Republican,0
Brown,State Convention Delegate,Brown County,William F Marvel,Republican,0
Brown,State Convention Delegate,Brown County,Gerhard Weber,Republican,0
Brown,State Convention Delegate,Brown County,Blake M Wolpert,Republican,0
Brown,State Convention Delegate,Brown County,Cynthia Rose Wolpert,Republican,0
Carroll,Secretary Of State,,John Fernandez,Democratic,2201
Carroll,Secretary Of State,,Rebecca Sink-Burris,Libertarian,249
Carroll,Secretary Of State,,Todd Rokita,Republican,3815
Carroll,Auditor Of State,,Barbara Huston,Democratic,2013
Carroll,Auditor Of State,,Bruce A Parisi,Libertarian,224
Carroll,Auditor Of State,,Connie K Nass,Republican,3975
Carroll,Treasurer Of State,,Day Smith,Democratic,1932
Carroll,Treasurer Of State,,Sam Goldstein,Libertarian,350
Carroll,Treasurer Of State,,Tim Berry,Republican,3969
Carroll,Clerk Of The Supreme Court,,Jon Bond,Democratic,1900
Carroll,Clerk Of The Supreme Court,,Lisa L Tennies,Libertarian,339
Carroll,Clerk Of The Supreme Court,,Brian Bishop,Republican,3975
Carroll,U.S. House,4,Bill Abbott,Democratic,0
Carroll,U.S. House,4,Jerry L Susong,Libertarian,0
Carroll,U.S. House,4,Steve Buyer,Republican,0
Carroll,State House,25,Jeb Bardon,Democratic,0
Carroll,State House,25,Josephine R Coleman,Libertarian,0
Carroll,State House,25,Tom Red Taylor,Republican,0
Carroll,State House,38,James R Buck,Republican,0
Carroll,Judge Of The Circuit Court,Carroll 74Th Circuit,Joseph W Carey,Republican,5328
Carroll,Judge Of The Superior Court,Carroll County,Jeffrey R Smith,Republican,5205
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,James R Huffer,Democratic,2856
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,Robert T Ives,Republican,3531
Carroll,County Auditor,Carroll County,Beth L Myers,Republican,3622
Carroll,County Treasurer,Carroll County,Jane Brewington,Republican,4109
Carroll,County Sheriff,Carroll County,Dennis J Randle,Republican,4371
Carroll,County Assessor,Carroll County,Doris L Mcleland,Republican,5376
Carroll,State Convention Delegate,Carroll County,Linda L Huffer,Democratic,0
Carroll,State Convention Delegate,Carroll County,Teddy A Huffer,Democratic,0
Carroll,State Convention Delegate,Carroll County,Janice K Roe,Democratic,0
Carroll,State Convention Delegate,Carroll County,Rolland R Dick Roe,Democratic,0
Carroll,State Convention Delegate,Carroll County,Gil Smith,Democratic,0
Carroll,State Convention Delegate,Carroll County,Emily J Haley,Republican,0
Carroll,State Convention Delegate,Carroll County,Clara E Rider,Republican,0
Carroll,State Convention Delegate,Carroll County,Penny J Titus,Republican,0
Cass,Secretary Of State,,John Fernandez,Democratic,3836
Cass,Secretary Of State,,Rebecca Sink-Burris,Libertarian,391
Cass,Secretary Of State,,Todd Rokita,Republican,6594
Cass,Auditor Of State,,Barbara Huston,Democratic,3601
Cass,Auditor Of State,,Bruce A Parisi,Libertarian,347
Cass,Auditor Of State,,Connie K Nass,Republican,6759
Cass,Treasurer Of State,,Day Smith,Democratic,3489
Cass,Treasurer Of State,,Sam Goldstein,Libertarian,401
Cass,Treasurer Of State,,Tim Berry,Republican,6753
Cass,Clerk Of The Supreme Court,,Jon Bond,Democratic,3458
Cass,Clerk Of The Supreme Court,,Lisa L Tennies,Libertarian,381
Cass,Clerk Of The Supreme Court,,Brian Bishop,Republican,6638
Cass,U.S. House,4,Bill Abbott,Democratic,0
Cass,U.S. House,4,Jerry L Susong,Libertarian,0
Cass,U.S. House,4,Steve Buyer,Republican,0
Cass,State House,23,Scott Benson,Libertarian,0
