county,precinct,office,district,candidate,party,absentee,election_day,provisional,votes
Grant,019-CENTER 19,U.S. Senate,,LUKE MESSER,REP,53,10,0,63
Grant,020-CENTER 20,U.S. Senate,,LUKE MESSER,REP,5,0,0,5
Grant,024-CENTER 24,U.S. Senate,,LUKE MESSER,REP,4,4,0,8
Grant,025-FAIRMOUNT 1,U.S. Senate,,LUKE MESSER,REP,44,4,0,48
Grant,026-FAIRMOUNT 2,U.S. Senate,,LUKE MESSER,REP,59,2,0,61
Grant,027-FAIRMOUNT 3,U.S. Senate,,LUKE MESSER,REP,24,3,0,27
Grant,028-FA1RMOUNT 4,U.S. Senate,,LUKE MESSER,REP,21,2,0,23
Grant,029-FRANKLIN 1,U.S. Senate,,LUKE MESSER,REP,7,2,0,9
Grant,030-FRANKLIN 2,U.S. Senate,,LUKE MESSER,REP,21,7,0,28
Grant,031-FRANKLIN 3,U.S. Senate,,LUKE MESSER,REP,23,5,0,28
Grant,032-FRANKLIN 4,U.S. Senate,,LUKE MESSER,REP,26,7,0,33
Grant,033-FRANKLIN 5,U.S. Senate,,LUKE MESSER,REP,43,8,0,51
Grant,034-FRANKLIN 6,U.S. Senate,,LUKE MESSER,REP,11,3,0,14
Grant,035-FRANKLIN 7,U.S. Senate,,LUKE MESSER,REP,6,1,0,7
Grant,037-GREEN,U.S. Senate,,LUKE MESSER,REP,15,3,0,18
Grant,038-JEFFERSON 1,U.S. Senate,,LUKE MESSER,REP,52,8,0,60
Grant,039-JEFFERSON 2,U.S. Senate,,LUKE MESSER,REP,50,2,0,52
Grant,040-JEFFERSON 3,U.S. Senate,,LUKE MESSER,REP,47,7,0,54
Grant,041-LIBERTY,U.S. Senate,,LUKE MESSER,REP,51,8,0,59
Grant,042-MILL 1,U.S. Senate,,LUKE MESSER,REP,45,5,0,50
Grant,043-MILL 2,U.S. Senate,,LUKE MESSER,REP,26,10,0,36
Grant,044-MILL 3,U.S. Senate,,LUKE MESSER,REP,36,4,0,40
Grant,045-MILL 4,U.S. Senate,,LUKE MESSER,REP,36,8,0,44
Grant,046-MILL 5,U.S. Senate,,LUKE MESSER,REP,31,9,0,40
Grant,047-MILL 6,U.S. Senate,,LUKE MESSER,REP,32,8,0,40
Grant,048-MILL 7,U.S. Senate,,LUKE MESSER,REP,23,6,0,29
Grant,049-M1LL 8,U.S. Senate,,LUKE MESSER,REP,8,0,0,8
Grant,050-MILL 9,U.S. Senate,,LUKE MESSER,REP,13,2,0,15
Grant,051-MILL 10,U.S. Senate,,LUKE MESSER,REP,14,2,0,16
Grant,052-MILL 11,U.S. Senate,,LUKE MESSER,REP,0,0,0,0
Grant,053-MONROE 1,U.S. Senate,,LUKE MESSER,REP,44,15,0,59
Grant,055-PLEASANT 1,U.S. Senate,,LUKE MESSER,REP,58,12,0,70
Grant,056-PLEASANT 2,U.S. Senate,,LUKE MESSER,REP,49,16,0,65
Grant,057-PLEASANT 3,U.S. Senate,,LUKE MESSER,REP,69,16,0,85
Grant,058-PLEASANT 4,U.S. Senate,,LUKE MESSER,REP,27,10,0,37
Grant,059-PLEASANT 5,U.S. Senate,,LUKE MESSER,REP,36,6,0,42
Grant,060-PLEASANT 6,U.S. Senate,,LUKE MESSER,REP,43,10,0,53
Grant,061-PLEASANT 7,U.S. Senate,,LUKE MESSER,REP,33,7,0,40
Grant,062-RICHLAND,U.S. Senate,,LUKE MESSER,REP,19,5,0,24
Grant,063-SIMS,U.S. Senate,,LUKE MESSER,REP,71,5,0,76
Grant,064-VAN BUREN,U.S. Senate,,LUKE MESSER,REP,53,10,0,63
Grant,065-WASHINGTON 1,U.S. Senate,,LUKE MESSER,REP,20,0,0,20
Grant,066-WASHINGTON 2,U.S. Senate,,LUKE MESSER,REP,22,4,0,26
Grant,067-WASHINGTON 3,U.S. Senate,,LUKE MESSER,REP,56,6,0,62
Grant,068-WASHINGTON 4,U.S. Senate,,LUKE MESSER,REP,30,1,0,31
Grant,Total,U.S. Senate,,LUKE MESSER,REP,1895,389,0,2284
Grant,001-CENTER 1,U.S. Senate,,TODD ROKITA,REP,10,2,0,12
Grant,002-CENTER 2,U.S. Senate,,TODD ROKITA,REP,23,6,0,29
Grant,003-CENTER 3,U.S. Senate,,TODD ROKITA,REP,11,1,0,12
Grant,004-CENTER 4,U.S. Senate,,TODD ROKITA,REP,11,5,0,16
Grant,005-CENTER 5,U.S. Senate,,TODD ROKITA,REP,12,5,0,17
Grant,006-CENTER 6,U.S. Senate,,TODD ROKITA,REP,8,6,0,14
Grant,007-CENTER 7,U.S. Senate,,TODD ROKITA,REP,15,4,0,19
Grant,008-CENTER 8,U.S. Senate,,TODD ROKITA,REP,11,6,0,17
Grant,009-CENTER 9,U.S. Senate,,TODD ROKITA,REP,4,8,0,12
Grant,010-CENTER 10,U.S. Senate,,TODD ROKITA,REP,40,13,0,53
Grant,011-CENTER 11,U.S. Senate,,TODD ROKITA,REP,29,6,0,35
Grant,012-CENTER 12,U.S. Senate,,TODD ROKITA,REP,30,15,0,45
Grant,013-CENTER 13,U.S. Senate,,TODD ROKITA,REP,18,6,0,24
Grant,014-CENTER 14,U.S. Senate,,TODD ROKITA,REP,22,2,0,24
Grant,015-CENTER 15,U.S. Senate,,TODD ROKITA,REP,23,9,0,32
Grant,016-CENTER 16,U.S. Senate,,TODD ROKITA,REP,10,2,0,12
Grant,017-CENTER 17,U.S. Senate,,TODD ROKITA,REP,26,18,0,44
Grant,018-CENTER 18,U.S. Senate,,TODD ROKITA,REP,35,17,0,52
Grant,019-CENTER 19,U.S. Senate,,TODD ROKITA,REP,28,15,0,43
Grant,020-CENTER 20,U.S. Senate,,TODD ROKITA,REP,3,1,0,4
Grant,024-CENTER 24,U.S. Senate,,TODD ROKITA,REP,3,0,0,3
Grant,025-FAIRMOUNT 1,U.S. Senate,,TODD ROKITA,REP,31,9,0,40
Grant,026-FAIRMOUNT 2,U.S. Senate,,TODD ROKITA,REP,39,1,0,40
Grant,027-FAIRMOUNT 3,U.S. Senate,,TODD ROKITA,REP,27,5,0,32
Grant,028-FA1RMOUNT 4,U.S. Senate,,TODD ROKITA,REP,14,7,0,21
Grant,029-FRANKLIN 1,U.S. Senate,,TODD ROKITA,REP,8,3,0,11
Grant,030-FRANKLIN 2,U.S. Senate,,TODD ROKITA,REP,19,11,0,30
Grant,031-FRANKLIN 3,U.S. Senate,,TODD ROKITA,REP,16,0,0,16
Grant,032-FRANKLIN 4,U.S. Senate,,TODD ROKITA,REP,25,10,0,35
Grant,033-FRANKLIN 5,U.S. Senate,,TODD ROKITA,REP,37,11,0,48
Grant,034-FRANKLIN 6,U.S. Senate,,TODD ROKITA,REP,15,4,0,19
Grant,035-FRANKLIN 7,U.S. Senate,,TODD ROKITA,REP,2,1,0,3
Grant,037-GREEN,U.S. Senate,,TODD ROKITA,REP,15,2,0,17
Grant,038-JEFFERSON 1,U.S. Senate,,TODD ROKITA,REP,47,4,0,51
Grant,039-JEFFERSON 2,U.S. Senate,,TODD ROKITA,REP,42,4,0,46
Grant,040-JEFFERSON 3,U.S. Senate,,TODD ROKITA,REP,22,5,0,27
Grant,041-LIBERTY,U.S. Senate,,TODD ROKITA,REP,39,9,0,48
Grant,042-MILL 1,U.S. Senate,,TODD ROKITA,REP,29,4,0,33
Grant,043-MILL 2,U.S. Senate,,TODD ROKITA,REP,29,6,0,35
Grant,044-MILL 3,U.S. Senate,,TODD ROKITA,REP,25,14,0,39
Grant,045-MILL 4,U.S. Senate,,TODD ROKITA,REP,17,2,0,19
Grant,046-MILL 5,U.S. Senate,,TODD ROKITA,REP,27,10,0,37
Grant,047-MILL 6,U.S. Senate,,TODD ROKITA,REP,18,11,0,29
Grant,048-MILL 7,U.S. Senate,,TODD ROKITA,REP,23,7,0,30
Grant,049-M1LL 8,U.S. Senate,,TODD ROKITA,REP,13,1,0,14
Grant,050-MILL 9,U.S. Senate,,TODD ROKITA,REP,16,5,0,21
Grant,051-MILL 10,U.S. Senate,,TODD ROKITA,REP,17,5,0,22
Grant,052-MILL 11,U.S. Senate,,TODD ROKITA,REP,1,1,0,2
Grant,053-MONROE 1,U.S. Senate,,TODD ROKITA,REP,43,16,0,59
Grant,055-PLEASANT 1,U.S. Senate,,TODD ROKITA,REP,58,16,0,74
Grant,056-PLEASANT 2,U.S. Senate,,TODD ROKITA,REP,22,11,0,33
Grant,057-PLEASANT 3,U.S. Senate,,TODD ROKITA,REP,43,29,0,72
Grant,058-PLEASANT 4,U.S. Senate,,TODD ROKITA,REP,31,16,0,47
Grant,059-PLEASANT 5,U.S. Senate,,TODD ROKITA,REP,20,6,0,26
Grant,060-PLEASANT 6,U.S. Senate,,TODD ROKITA,REP,40,12,0,52
Grant,061-PLEASANT 7,U.S. Senate,,TODD ROKITA,REP,22,10,0,32
Grant,062-RICHLAND,U.S. Senate,,TODD ROKITA,REP,19,12,0,31
Grant,063-SIMS,U.S. Senate,,TODD ROKITA,REP,51,8,0,59
Grant,064-VAN BUREN,U.S. Senate,,TODD ROKITA,REP,52,7,0,59
Grant,065-WASHINGTON 1,U.S. Senate,,TODD ROKITA,REP,30,4,0,34
Grant,066-WASHINGTON 2,U.S. Senate,,TODD ROKITA,REP,22,10,0,32
Grant,067-WASHINGTON 3,U.S. Senate,,TODD ROKITA,REP,48,14,0,62
Grant,068-WASHINGTON 4,U.S. Senate,,TODD ROKITA,REP,25,6,0,31
Grant,Total,U.S. Senate,,TODD ROKITA,REP,1511,476,0,1987
Grant,001-CENTER 1,U.S.House,5,SUSAN W. BROOKS,REP,49,15,0,64
Grant,002-CENTER 2,U.S.House,5,SUSAN W. BROOKS,REP,61,22,0,83
Grant,003-CENTER 3,U.S.House,5,SUSAN W. BROOKS,REP,21,6,0,27
Grant,004-CENTER 4,U.S.House,5,SUSAN W. BROOKS,REP,51,15,0,66
Grant,005-CENTER 5,U.S.House,5,SUSAN W. BROOKS,REP,48,18,0,66
Grant,006-CENTER 6,U.S.House,5,SUSAN W. BROOKS,REP,31,17,0,48
Grant,007-CENTER 7,U.S.House,5,SUSAN W. BROOKS,REP,55,11,0,66
Grant,008-CENTER 8,U.S.House,5,SUSAN W. BROOKS,REP,38,6,0,44
Grant,009-CENTER 9,U.S.House,5,SUSAN W. BROOKS,REP,25,17,0,42
Grant,010-CENTER 10,U.S.House,5,SUSAN W. BROOKS,REP,119,30,0,149
Grant,011-CENTER 11,U.S.House,5,SUSAN W. BROOKS,REP,87,26,0,113
Grant,012-CENTER 12,U.S.House,5,SUSAN W. BROOKS,REP,102,35,0,137
Grant,013-CENTER 13,U.S.House,5,SUSAN W. BROOKS,REP,59,12,0,71
Grant,014-CENTER 14,U.S.House,5,SUSAN W. BROOKS,REP,60,12,0,72
Grant,015-CENTER 15,U.S.House,5,SUSAN W. BROOKS,REP,48,17,0,65
Grant,016-CENTER 16,U.S.House,5,SUSAN W. BROOKS,REP,29,4,0,33
Grant,017-CENTER 17,U.S.House,5,SUSAN W. BROOKS,REP,83,54,0,137
Grant,018-CENTER 18,U.S.House,5,SUSAN W. BROOKS,REP,124,51,0,175
Grant,019-CENTER 19,U.S.House,5,SUSAN W. BROOKS,REP,113,32,0,145
Grant,020-CENTER 20,U.S.House,5,SUSAN W. BROOKS,REP,14,3,0,17
Grant,024-CENTER 24,U.S.House,5,SUSAN W. BROOKS,REP,13,8,0,21
Grant,025-FAIRMOUNT 1,U.S.House,5,SUSAN W. BROOKS,REP,112,22,0,134
Grant,026-FAIRMOUNT 2,U.S.House,5,SUSAN W. BROOKS,REP,145,5,0,150
Grant,027-FAIRMOUNT 3,U.S.House,5,SUSAN W. BROOKS,REP,74,8,0,82
Grant,028-FA1RMOUNT 4,U.S.House,5,SUSAN W. BROOKS,REP,50,16,0,66
Grant,029-FRANKLIN 1,U.S.House,5,SUSAN W. BROOKS,REP,21,6,0,27
Grant,030-FRANKLIN 2,U.S.House,5,SUSAN W. BROOKS,REP,53,32,0,85
Grant,031-FRANKLIN 3,U.S.House,5,SUSAN W. BROOKS,REP,56,6,0,62
Grant,032-FRANKLIN 4,U.S.House,5,SUSAN W. BROOKS,REP,77,26,0,103
Grant,033-FRANKLIN 5,U.S.House,5,SUSAN W. BROOKS,REP,116,28,0,144
Grant,034-FRANKLIN 6,U.S.House,5,SUSAN W. BROOKS,REP,35,10,0,45
Grant,035-FRANKLIN 7,U.S.House,5,SUSAN W. BROOKS,REP,13,4,0,17
Grant,037-GREEN,U.S.House,5,SUSAN W. BROOKS,REP,53,5,0,58
Grant,038-JEFFERSON 1,U.S.House,5,SUSAN W. BROOKS,REP,132,23,0,155
Grant,039-JEFFERSON 2,U.S.House,5,SUSAN W. BROOKS,REP,138,9,0,147
Grant,040-JEFFERSON 3,U.S.House,5,SUSAN W. BROOKS,REP,91,17,0,108
Grant,041-LIBERTY,U.S.House,5,SUSAN W. BROOKS,REP,115,24,0,139
Grant,042-MILL 1,U.S.House,5,SUSAN W. BROOKS,REP,93,17,0,110
Grant,043-MILL 2,U.S.House,5,SUSAN W. BROOKS,REP,64,20,0,84
Grant,044-MILL 3,U.S.House,5,SUSAN W. BROOKS,REP,91,25,0,116
Grant,045-MILL 4,U.S.House,5,SUSAN W. BROOKS,REP,78,14,0,92
Grant,046-MILL 5,U.S.House,5,SUSAN W. BROOKS,REP,89,19,0,108
Grant,047-MILL 6,U.S.House,5,SUSAN W. BROOKS,REP,61,26,0,87
Grant,048-MILL 7,U.S.House,5,SUSAN W. BROOKS,REP,70,12,0,82
Grant,049-M1LL 8,U.S.House,5,SUSAN W. BROOKS,REP,34,1,0,35
Grant,050-MILL 9,U.S.House,5,SUSAN W. BROOKS,REP,37,6,0,43
Grant,051-MILL 10,U.S.House,5,SUSAN W. BROOKS,REP,55,11,0,66
Grant,052-MILL 11,U.S.House,5,SUSAN W. BROOKS,REP,1,1,0,2
Grant,053-MONROE 1,U.S.House,5,SUSAN W. BROOKS,REP,120,43,0,163
Grant,055-PLEASANT 1,U.S.House,5,SUSAN W. BROOKS,REP,159,42,0,201
Grant,056-PLEASANT 2,U.S.House,5,SUSAN W. BROOKS,REP,111,39,0,150
Grant,057-PLEASANT 3,U.S.House,5,SUSAN W. BROOKS,REP,164,65,0,229
Grant,058-PLEASANT 4,U.S.House,5,SUSAN W. BROOKS,REP,68,37,0,105
Grant,059-PLEASANT 5,U.S.House,5,SUSAN W. BROOKS,REP,74,14,0,88
Grant,060-PLEASANT 6,U.S.House,5,SUSAN W. BROOKS,REP,113,29,0,142
Grant,061-PLEASANT 7,U.S.House,5,SUSAN W. BROOKS,REP,75,24,0,99
Grant,062-RICHLAND,U.S.House,5,SUSAN W. BROOKS,REP,63,25,0,88
Grant,063-SIMS,U.S.House,5,SUSAN W. BROOKS,REP,177,26,0,203
Grant,064-VAN BUREN,U.S.House,5,SUSAN W. BROOKS,REP,179,28,0,207
Grant,065-WASHINGTON 1,U.S.House,5,SUSAN W. BROOKS,REP,69,8,0,77
Grant,066-WASHINGTON 2,U.S.House,5,SUSAN W. BROOKS,REP,61,15,0,76
Grant,067-WASHINGTON 3,U.S.House,5,SUSAN W. BROOKS,REP,147,26,0,173
Grant,068-WASHINGTON 4,U.S.House,5,SUSAN W. BROOKS,REP,84,5,0,89
Grant,Total,U.S.House,5,SUSAN W. BROOKS,REP,4848,1230,0,6078
Grant,001-CENTER 1,State Senator,17,ANDY ZAY,REP,46,12,0,58
Grant,002-CENTER 2,State Senator,17,ANDY ZAY,REP,50,18,0,68
Grant,003-CENTER 3,State Senator,17,ANDY ZAY,REP,18,5,0,23
Grant,004-CENTER 4,State Senator,17,ANDY ZAY,REP,40,11,0,51
Grant,005-CENTER 5,State Senator,17,ANDY ZAY,REP,36,14,0,50
Grant,006-CENTER 6,State Senator,17,ANDY ZAY,REP,21,17,0,38
Grant,007-CENTER 7,State Senator,17,ANDY ZAY,REP,37,10,0,47
Grant,008-CENTER 8,State Senator,17,ANDY ZAY,REP,30,10,0,40
Grant,009-CENTER 9,State Senator,17,ANDY ZAY,REP,24,14,0,38
Grant,010-CENTER 10,State Senator,17,ANDY ZAY,REP,110,26,0,136
Grant,011-CENTER 11,State Senator,17,ANDY ZAY,REP,76,21,0,97
Grant,012-CENTER 12,State Senator,17,ANDY ZAY,REP,85,32,0,117
Grant,013-CENTER 13,State Senator,17,ANDY ZAY,REP,46,8,0,54
Grant,015-CENTER 15,State Senator,17,ANDY ZAY,REP,36,16,0,52
Grant,016-CENTER 16,State Senator,17,ANDY ZAY,REP,23,2,0,25
Grant,017-CENTER 17,State Senator,17,ANDY ZAY,REP,68,50,0,118
Grant,018-CENTER 18,State Senator,17,ANDY ZAY,REP,101,45,0,146
Grant,019-CENTER 19,State Senator,17,ANDY ZAY,REP,94,25,0,119
Grant,020-CENTER 20,State Senator,17,ANDY ZAY,REP,10,4,0,14
Grant,024-CENTER 24,State Senator,17,ANDY ZAY,REP,11,5,0,16
Grant,055-PLEASANT 1,State Senator,17,ANDY ZAY,REP,138,33,0,171
Grant,056-PLEASANT 2,State Senator,17,ANDY ZAY,REP,91,32,0,123
Grant,057-PLEASANT 3,State Senator,17,ANDY ZAY,REP,138,50,0,188
Grant,058-PLEASANT 4,State Senator,17,ANDY ZAY,REP,50,32,0,82
Grant,059-PLEASANT 5,State Senator,17,ANDY ZAY,REP,66,13,0,79
Grant,060-PLEASANT 6,State Senator,17,ANDY ZAY,REP,96,25,0,121
Grant,061-PLEASANT 7,State Senator,17,ANDY ZAY,REP,56,17,0,73
Grant,062-RICHLAND,State Senator,17,ANDY ZAY,REP,63,19,0,82
Grant,064-VAN BUREN,State Senator,17,ANDY ZAY,REP,158,24,0,182
Grant,065-WASHINGTON 1,State Senator,17,ANDY ZAY,REP,58,5,0,63
Grant,066-WASHINGTON 2,State Senator,17,ANDY ZAY,REP,40,13,0,53
Grant,067-WASHINGTON 3,State Senator,17,ANDY ZAY,REP,129,21,0,150
Grant,068-WASHINGTON 4,State Senator,17,ANDY ZAY,REP,72,3,0,75
Grant,Total,State Senator,17,ANDY ZAY,REP,2117,632,0,2749
Grant,014-CENTER 14,State Senator,21,JAMES R. BUCK,REP,51,11,0,62
Grant,029-FRANKLIN 1,State Senator,21,JAMES R. BUCK,REP,18,6,0,24
Grant,030-FRANKLIN 2,State Senator,21,JAMES R. BUCK,REP,52,27,0,79
Grant,031-FRANKLIN 3,State Senator,21,JAMES R. BUCK,REP,49,5,0,54
Grant,032-FRANKLIN 4,State Senator,21,JAMES R. BUCK,REP,70,20,0,90
Grant,033-FRANKLIN 5,State Senator,21,JAMES R. BUCK,REP,106,25,0,131
Grant,034-FRANKLIN 6,State Senator,21,JAMES R. BUCK,REP,30,10,0,40
Grant,035-FRANKLIN 7,State Senator,21,JAMES R. BUCK,REP,12,3,0,15
Grant,037-GREEN,State Senator,21,JAMES R. BUCK,REP,47,4,0,51
Grant,063-SIMS,State Senator,21,JAMES R. BUCK,REP,165,21,0,186
Grant,Total,State Senator,21,JAMES R. BUCK,REP,600,132,0,732
Grant,025-FAIRMOUNT 1,State Senator,19,TRAVIS HOLDMAN,REP,93,20,0,113
Grant,026-FAIRMOUNT 2,State Senator,19,TRAVIS HOLDMAN,REP,109,5,0,114
Grant,027-FAIRMOUNT 3,State Senator,19,TRAVIS HOLDMAN,REP,61,9,0,70
Grant,028-FA1RMOUNT 4,State Senator,19,TRAVIS HOLDMAN,REP,34,15,0,49
Grant,038-JEFFERSON 1,State Senator,19,TRAVIS HOLDMAN,REP,114,20,0,134
Grant,039-JEFFERSON 2,State Senator,19,TRAVIS HOLDMAN,REP,115,8,0,123
Grant,040-JEFFERSON 3,State Senator,19,TRAVIS HOLDMAN,REP,76,11,0,87
Grant,041-LIBERTY,State Senator,19,TRAVIS HOLDMAN,REP,95,20,0,115
Grant,042-MILL 1,State Senator,19,TRAVIS HOLDMAN,REP,71,17,0,88
Grant,043-MILL 2,State Senator,19,TRAVIS HOLDMAN,REP,48,18,0,66
Grant,044-MILL 3,State Senator,19,TRAVIS HOLDMAN,REP,80,24,0,104
Grant,045-MILL 4,State Senator,19,TRAVIS HOLDMAN,REP,62,13,0,75
Grant,046-MILL 5,State Senator,19,TRAVIS HOLDMAN,REP,71,18,0,89
Grant,047-MILL 6,State Senator,19,TRAVIS HOLDMAN,REP,60,20,0,80
Grant,048-MILL 7,State Senator,19,TRAVIS HOLDMAN,REP,52,11,0,63
Grant,049-M1LL 8,State Senator,19,TRAVIS HOLDMAN,REP,27,0,0,27
Grant,050-MILL 9,State Senator,19,TRAVIS HOLDMAN,REP,30,4,0,34
Grant,051-MILL 10,State Senator,19,TRAVIS HOLDMAN,REP,47,5,0,52
