candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Mike Braun,U.S. Senate,,,Blackford,Licking 3,101,114,0,215
Joe Donnelly,U.S. Senate,,,Blackford,Licking 3,43,67,0,110
Lucy M Brenton,U.S. Senate,,,Blackford,Licking 3,11,25,0,36
Connie Lawson,Secretary of State,,,Blackford,Licking 3,108,128,0,236
Jim Harper,Secretary of State,,,Blackford,Licking 3,41,66,0,107
Mark W. Rutherford,Secretary of State,,,Blackford,Licking 3,5,9,0,14
Tera Klutz,Auditor of State,,,Blackford,Licking 3,103,118,0,221
Joselyn Whitticker,Auditor of State,,,Blackford,Licking 3,40,72,0,112
John Schick,Auditor of State,,,Blackford,Licking 3,8,13,0,21
Kelly Mitchell,Treasurer of State,,,Blackford,Licking 3,115,132,0,247
John C. Aguilera,Treasurer of State,,,Blackford,Licking 3,37,72,0,109
Susan W. Brooks,U.S. House,5,,Blackford,Licking 3,116,139,0,255
Dee Thornton,U.S. House,5,,Blackford,Licking 3,36,66,0,102
Travis Holdman,State Senate,19,,Blackford,Licking 3,125,142,0,267
Kevin A. Mahan,State Representative,31,,Blackford,Licking 3,120,130,0,250
Lynn Johnson,State Representative,31,,Blackford,Licking 3,32,75,0,107
,Ballots Cast,,,Blackford,Licking 4,178,200,0,378
Mike Braun,U.S. Senate,,,Blackford,Licking 4,111,107,0,218
Joe Donnelly,U.S. Senate,,,Blackford,Licking 4,57,62,0,119
Lucy M Brenton,U.S. Senate,,,Blackford,Licking 4,8,27,0,35
Connie Lawson,Secretary of State,,,Blackford,Licking 4,116,126,0,242
Jim Harper,Secretary of State,,,Blackford,Licking 4,46,61,0,107
Mark W. Rutherford,Secretary of State,,,Blackford,Licking 4,10,7,0,17
Tera Klutz,Auditor of State,,,Blackford,Licking 4,109,116,0,225
Joselyn Whitticker,Auditor of State,,,Blackford,Licking 4,53,68,0,121
John Schick,Auditor of State,,,Blackford,Licking 4,10,8,0,18
Kelly Mitchell,Treasurer of State,,,Blackford,Licking 4,123,128,0,251
John C. Aguilera,Treasurer of State,,,Blackford,Licking 4,48,62,0,110
Susan W. Brooks,U.S. House,5,,Blackford,Licking 4,123,136,0,259
Dee Thornton,U.S. House,5,,Blackford,Licking 4,50,54,0,104
Travis Holdman,State Senate,19,,Blackford,Licking 4,134,143,0,277
Kevin A. Mahan,State Representative,31,,Blackford,Licking 4,117,129,0,246
Lynn Johnson,State Representative,31,,Blackford,Licking 4,56,62,0,118
,Ballots Cast,,,Blackford,Licking 5,270,326,0,596
Mike Braun,U.S. Senate,,,Blackford,Licking 5,168,171,0,339
Joe Donnelly,U.S. Senate,,,Blackford,Licking 5,75,122,0,197
Lucy M Brenton,U.S. Senate,,,Blackford,Licking 5,20,24,0,44
Connie Lawson,Secretary of State,,,Blackford,Licking 5,195,195,0,390
Jim Harper,Secretary of State,,,Blackford,Licking 5,55,106,0,161
Mark W. Rutherford,Secretary of State,,,Blackford,Licking 5,7,6,0,13
Tera Klutz,Auditor of State,,,Blackford,Licking 5,176,187,0,363
Joselyn Whitticker,Auditor of State,,,Blackford,Licking 5,58,114,0,172
John Schick,Auditor of State,,,Blackford,Licking 5,14,8,0,22
Kelly Mitchell,Treasurer of State,,,Blackford,Licking 5,190,193,0,383
John C. Aguilera,Treasurer of State,,,Blackford,Licking 5,62,113,0,175
Susan W. Brooks,U.S. House,5,,Blackford,Licking 5,197,212,0,409
Dee Thornton,U.S. House,5,,Blackford,Licking 5,60,102,0,162
Travis Holdman,State Senate,19,,Blackford,Licking 5,211,218,0,429
Kevin A. Mahan,State Representative,31,,Blackford,Licking 5,197,205,0,402
Lynn Johnson,State Representative,31,,Blackford,Licking 5,64,113,0,177
,Ballots Cast,,,Blackford,Licking 6,55,58,0,113
Mike Braun,U.S. Senate,,,Blackford,Licking 6,43,42,0,85
Joe Donnelly,U.S. Senate,,,Blackford,Licking 6,12,15,0,27
Lucy M Brenton,U.S. Senate,,,Blackford,Licking 6,0,1,0,1
Connie Lawson,Secretary of State,,,Blackford,Licking 6,44,48,0,92
Jim Harper,Secretary of State,,,Blackford,Licking 6,7,10,0,17
Mark W. Rutherford,Secretary of State,,,Blackford,Licking 6,4,0,0,4
Tera Klutz,Auditor of State,,,Blackford,Licking 6,47,45,0,92
Joselyn Whitticker,Auditor of State,,,Blackford,Licking 6,7,9,0,16
John Schick,Auditor of State,,,Blackford,Licking 6,1,3,0,4
Kelly Mitchell,Treasurer of State,,,Blackford,Licking 6,46,47,0,93
John C. Aguilera,Treasurer of State,,,Blackford,Licking 6,9,11,0,20
Susan W. Brooks,U.S. House,5,,Blackford,Licking 6,48,48,0,96
Dee Thornton,U.S. House,5,,Blackford,Licking 6,7,8,0,15
Travis Holdman,State Senate,19,,Blackford,Licking 6,47,50,0,97
Kevin A. Mahan,State Representative,31,,Blackford,Licking 6,47,49,0,96
Lynn Johnson,State Representative,31,,Blackford,Licking 6,8,6,0,14
,Ballots Cast,,,Blackford,Washington 1,101,73,0,174
Mike Braun,U.S. Senate,,,Blackford,Washington 1,62,41,0,103
Joe Donnelly,U.S. Senate,,,Blackford,Washington 1,27,25,0,52
Lucy M Brenton,U.S. Senate,,,Blackford,Washington 1,7,6,0,13
Connie Lawson,Secretary of State,,,Blackford,Washington 1,80,49,0,129
Jim Harper,Secretary of State,,,Blackford,Washington 1,14,19,0,33
Mark W. Rutherford,Secretary of State,,,Blackford,Washington 1,3,2,0,5
Tera Klutz,Auditor of State,,,Blackford,Washington 1,73,45,0,118
Joselyn Whitticker,Auditor of State,,,Blackford,Washington 1,17,21,0,38
John Schick,Auditor of State,,,Blackford,Washington 1,6,6,0,12
Kelly Mitchell,Treasurer of State,,,Blackford,Washington 1,81,49,0,130
John C. Aguilera,Treasurer of State,,,Blackford,Washington 1,16,21,0,37
Susan W. Brooks,U.S. House,5,,Blackford,Washington 1,83,49,0,132
Dee Thornton,U.S. House,5,,Blackford,Washington 1,16,21,0,37
Travis Holdman,State Senate,19,,Blackford,Washington 1,79,55,0,134
Kevin A. Mahan,State Representative,31,,Blackford,Washington 1,73,55,0,128
Lynn Johnson,State Representative,31,,Blackford,Washington 1,24,17,0,41
,Ballots Cast,,,Blackford,Washington 2,91,71,0,162
Mike Braun,U.S. Senate,,,Blackford,Washington 2,65,38,0,103
Joe Donnelly,U.S. Senate,,,Blackford,Washington 2,17,31,0,48
Lucy M Brenton,U.S. Senate,,,Blackford,Washington 2,7,2,0,9
Connie Lawson,Secretary of State,,,Blackford,Washington 2,70,49,0,119
Jim Harper,Secretary of State,,,Blackford,Washington 2,16,19,0,35
Mark W. Rutherford,Secretary of State,,,Blackford,Washington 2,3,1,0,4
Tera Klutz,Auditor of State,,,Blackford,Washington 2,64,43,0,107
Joselyn Whitticker,Auditor of State,,,Blackford,Washington 2,22,23,0,45
John Schick,Auditor of State,,,Blackford,Washington 2,2,2,0,4
Kelly Mitchell,Treasurer of State,,,Blackford,Washington 2,71,48,0,119
John C. Aguilera,Treasurer of State,,,Blackford,Washington 2,16,20,0,36
Jim Banks,U.S. House,3,,Blackford,Washington 2,66,47,0,113
Courtney Tritch,U.S. House,3,,Blackford,Washington 2,19,21,0,40
Travis Holdman,State Senate,19,,Blackford,Washington 2,78,53,0,131
Kevin A. Mahan,State Representative,31,,Blackford,Washington 2,65,41,0,106
Lynn Johnson,State Representative,31,,Blackford,Washington 2,24,27,0,51
